,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,118.51,116.94,119.03,119.09,160.37,1232,1143,1249,1101,-,Upgrade
1,Revenue Growth (YoY),-0.44%,-1.81%,-25.78%,-90.33%,-85.97%,-1.36%,3.84%,-,2.79%,-,Upgrade
2,Cost of Revenue,81.4,82.32,86.34,92.74,122.88,918.4,794.12,872.58,804.48,-,Upgrade
3,Gross Profit,37.11,34.63,32.69,26.35,37.5,313.3,349.13,376.04,296.48,-,Upgrade
4,"Selling, General & Admin",30.59,34.79,36.64,36.46,36.97,268.37,260.53,281.54,216.1,-,Upgrade
5,Other Operating Expenses,2.25,2.62,2.57,1.85,4.54,42.95,26.86,55.12,20.9,-,Upgrade
6,Operating Expenses,33.66,36.61,39.65,38.25,41.56,317.83,289.09,339.63,224.4,-,Upgrade
7,Operating Income,3.45,-1.98,-6.96,-11.89,-4.06,-4.53,60.04,36.41,72.08,-,Upgrade
8,Interest Expense,-0.39,-0.22,-0.65,-1.41,-1.06,-1.6,-5.93,-5.89,-2.12,-,Upgrade
9,Interest & Investment Income,1.25,0.73,0.7,0.9,1.09,3.89,5.7,2.81,4.74,-,Upgrade
10,Earnings From Equity Investments,4.35,11.28,5.89,15.13,6.02,-24.93,8.54,-211.12,-42.94,-,Upgrade
11,Currency Exchange Gain (Loss),-,3.47,-,-3.2,-,-9.07,-,1.12,-,-,Upgrade
12,Other Non Operating Income (Expenses),1.67,1.68,3.33,5.54,-0.48,4.33,24.12,57.17,-38.42,-,Upgrade
13,EBT Excluding Unusual Items,10.33,14.95,2.31,5.07,1.52,-31.91,92.47,-119.5,-6.66,-,Upgrade
14,Impairment of Goodwill,-,-,-,-,-,-24.31,-,-2.58,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-,23.56,-,-9.86,-,16.21,-,-14.26,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-,-0.39,-,-0.01,-,1.13,-,1.49,-,-,Upgrade
17,Asset Writedown,-,-,-,-0.15,-,-6.21,-,-,-,-,Upgrade
18,Other Unusual Items,-,-,-,-,-,15.61,-,10.7,118.36,-,Upgrade
19,Pretax Income,10.33,38.13,2.31,-4.95,1.52,-29.48,92.47,-124.15,111.69,-,Upgrade
20,Income Tax Expense,1.48,2.3,0.48,0.63,1.49,10.12,19.41,-30.69,38.24,-,Upgrade
21,Earnings From Continuing Operations,8.85,35.83,1.82,-5.57,0.03,-39.6,73.06,-93.46,73.46,-,Upgrade
22,Net Income to Company,8.85,35.83,1.82,-5.57,0.03,-39.6,73.06,-93.46,73.46,-,Upgrade
23,Minority Interest in Earnings,-1.19,-1.15,-0.79,-1.95,-2.29,-16.61,-11.05,-10.74,-21,-,Upgrade
24,Net Income,7.66,34.68,1.03,-7.52,-2.26,-56.2,62.02,-104.2,52.45,-,Upgrade
25,Net Income to Common,7.66,34.68,1.03,-7.52,-2.26,-56.2,62.02,-104.2,52.45,-,Upgrade
26,Net Income Growth,640.81%,-,-,-,-,-,18.24%,-,-85.99%,-,Upgrade
27,Shares Outstanding (Basic),507,494,423,423,423,423,423,423,423,-,Upgrade
28,Shares Outstanding (Diluted),507,494,423,423,423,423,423,423,423,-,Upgrade
29,Shares Change (YoY),20.00%,16.77%,-0.00%,-0.00%,-,-,-,-,-0.05%,-,Upgrade
30,EPS (Basic),0.02,0.07,0.00,-0.02,-0.01,-0.13,0.15,-0.25,0.12,-,Upgrade
31,EPS (Diluted),0.02,0.07,0.00,-0.02,-0.01,-0.13,0.15,-0.25,0.12,-,Upgrade
32,EPS Growth,517.33%,-,-,-,-,-,18.23%,-,-85.98%,-,Upgrade
33,Free Cash Flow,-0.69,23.52,7.93,14.98,-27.57,89.23,-261.73,254.09,-486.03,-,Upgrade
34,Free Cash Flow Per Share,-0.00,0.05,0.02,0.04,-0.07,0.21,-0.62,0.60,-1.15,-,Upgrade
35,Operating Margin,2.91%,-1.69%,-5.85%,-9.99%,-2.53%,-0.37%,5.25%,2.92%,6.55%,-,Upgrade
36,Profit Margin,6.46%,29.65%,0.87%,-6.32%,-1.41%,-4.56%,5.42%,-8.35%,4.76%,-,Upgrade
37,Free Cash Flow Margin,-0.58%,20.11%,6.66%,12.58%,-17.19%,7.24%,-22.89%,20.35%,-44.15%,-,Upgrade
38,EBITDA,8.67,2.95,0.39,-6.78,3.57,51.91,94.86,77.11,109.03,-,Upgrade
39,D&A For EBITDA,5.22,4.93,7.35,5.11,7.63,56.44,34.81,40.7,36.95,69.7,Upgrade
40,EBIT,3.45,-1.98,-6.96,-11.89,-4.06,-4.53,60.04,36.41,72.08,-,Upgrade
