,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,27.42,42.03,29.8,26.03,28.38,36.78,67.75,65.8,99.72,261.38,Upgrade
1,Trading Asset Securities,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.06,Upgrade
2,Cash & Short-Term Investments,27.46,42.06,29.84,26.07,28.41,36.82,67.78,65.85,99.76,261.43,Upgrade
3,Cash Growth,-7.99%,61.35%,5.02%,-29.19%,-58.08%,-44.09%,-32.06%,-74.81%,73.06%,207.89%,Upgrade
4,Accounts Receivable,23.77,26.62,25.54,23.76,20.63,23.87,23.53,23.71,18.06,29.8,Upgrade
5,Other Receivables,0.53,0.4,0.53,1.13,1.04,1.24,0.67,1.07,1.65,4.05,Upgrade
6,Receivables,24.3,27.02,26.07,24.89,21.66,25.1,24.21,24.78,19.71,33.84,Upgrade
7,Inventory,23.9,23.07,27.4,19.97,26.59,27.01,28.85,26.03,39,46.82,Upgrade
8,Prepaid Expenses,9.27,9.5,11.23,12.37,25.21,20.69,24.2,27.15,31.58,40.42,Upgrade
9,Other Current Assets,2.73,2.27,1.87,1.17,6.17,6.38,8.49,10.02,24.24,27.16,Upgrade
10,Total Current Assets,87.65,103.92,96.4,84.47,108.05,116,153.52,153.83,214.29,409.67,Upgrade
11,"Property, Plant & Equipment",262.44,255.18,205.57,218.77,240.47,275.96,358.96,436.35,472.45,618.41,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,-,-,4.24,5.82,Upgrade
13,Goodwill,56,56,56,56,56,81.78,81.78,81.78,81.78,81.78,Upgrade
14,Other Intangible Assets,15.21,15.45,9.76,10.13,10.51,15.92,15.87,16.55,17.83,19.89,Upgrade
15,Other Long-Term Assets,569.21,573.17,579.15,580.57,576.43,598.44,602.11,606.04,589.98,601.83,Upgrade
16,Total Assets,990.51,1004,946.87,949.94,991.45,1088,1212,1295,1381,1737,Upgrade
17,Accounts Payable,24.71,32.18,35.13,27.24,28.63,31.23,71.16,42.63,39.72,73.31,Upgrade
18,Accrued Expenses,27.7,35.79,30.65,32.21,32.67,34.21,26.22,37.55,40.01,69.71,Upgrade
19,Short-Term Debt,80.43,81.74,90.86,109.79,86.66,36.34,-,-,5.61,5.77,Upgrade
20,Current Portion of Long-Term Debt,34.92,31.08,25.22,32.23,55.28,52.69,66.26,99.49,90.48,115.77,Upgrade
21,Current Portion of Leases,34.56,31.5,20.97,25.95,44.38,53.82,70.08,87.52,84.68,126.98,Upgrade
22,Current Income Taxes Payable,7.75,7.26,13.32,13.32,18.96,18.96,31.96,32.36,42.55,44.35,Upgrade
23,Other Current Liabilities,16.8,14.48,17.09,22.22,25.39,51.96,43.89,44.7,43,49.49,Upgrade
24,Total Current Liabilities,226.88,234.01,233.24,262.96,291.96,279.2,309.56,344.24,346.04,485.37,Upgrade
25,Long-Term Debt,301.87,317.74,333.46,332.2,336.62,320.54,336.54,291.74,320.63,316.54,Upgrade
26,Long-Term Leases,67.7,60.54,21.04,24.21,27.22,47.74,91.98,130,148.65,258.22,Upgrade
27,Long-Term Deferred Tax Liabilities,35.3,35.3,35.06,35.06,34.58,35.78,36.5,36.5,34.7,35.54,Upgrade
28,Total Liabilities,631.75,647.59,622.8,654.43,690.39,683.26,774.58,802.47,850.02,1096,Upgrade
