,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,1456,1337,1991,3778,3180,11469,9220,5032,5245,4679,Upgrade
1,Short-Term Investments,100,-,356.56,-,-,664.48,-,2216,-,301.27,Upgrade
2,Trading Asset Securities,21.93,43.49,42.38,252.49,734.17,345.72,314.46,-,223.55,186.3,Upgrade
3,Cash & Short-Term Investments,1578,1381,2390,4031,3914,12479,9535,7247,5468,5166,Upgrade
4,Cash Growth,-33.97%,-65.74%,-38.95%,-67.70%,-58.95%,72.18%,74.37%,40.29%,7.26%,-13.26%,Upgrade
5,Accounts Receivable,3285,3255,3358,2963,2649,3015,4038,4678,3232,2511,Upgrade
6,Receivables,3285,3255,3358,2963,2649,3015,4038,4678,3233,2536,Upgrade
7,Inventory,3492,4332,3808,4244,4297,5001,4169,3244,2496,2000,Upgrade
8,Prepaid Expenses,3353,4436,3909,2245,1918,2084,1631,3306,1684,1368,Upgrade
9,Other Current Assets,83.14,143.3,146.75,142.58,141.39,96.99,59.36,59.4,59.52,44.49,Upgrade
10,Total Current Assets,11791,13548,13612,13625,12919,22675,19432,18534,12941,11115,Upgrade
11,"Property, Plant & Equipment",22786,23389,22579,21785,21781,22095,23371,21158,20956,18262,Upgrade
12,Long-Term Investments,9274,10008,10880,12843,14223,10742,10523,8667,8260,5833,Upgrade
13,Goodwill,-,-,55.88,-,55.88,-,55.88,-,55.88,-,Upgrade
14,Other Intangible Assets,1141,1209,1183,980.85,814.32,907.45,838.37,487.04,428.5,64.29,Upgrade
15,Long-Term Deferred Tax Assets,5.15,6.07,4.42,0.28,-,105.7,110.8,40.63,41.79,44.09,Upgrade
16,Other Long-Term Assets,3082,2891,2472,2339,2411,2195,2137,2745,2388,2376,Upgrade
17,Total Assets,48078,51078,50813,51600,52232,58750,56499,51632,45071,37696,Upgrade
18,Accounts Payable,1801,1802,2026,1756,2723,2835,1484,1653,1471,1851,Upgrade
19,Short-Term Debt,-,4400,3038,1033,379.36,1065,505.77,506.99,399,-,Upgrade
20,Current Portion of Long-Term Debt,5431,745.54,2216,5889,5415,5813,4097,4352,3380,2869,Upgrade
21,Current Portion of Leases,6.34,6.7,7.88,3.76,20.23,32.96,30.87,30.64,30.84,3.96,Upgrade
22,Current Income Taxes Payable,1034,1163,1207,716.71,691.47,1126,1347,1214,967.18,626.07,Upgrade
23,Current Unearned Revenue,504.11,556.39,613.88,648.04,624.72,723.31,653.81,621.67,499.35,349.42,Upgrade
24,Other Current Liabilities,2348,3923,2240,3187,2049,4774,2168,4406,1947,2727,Upgrade
25,Total Current Liabilities,11125,12597,11348,13233,11903,16371,10286,12784,8694,8427,Upgrade
26,Long-Term Debt,1882,1955,2920,6012,7721,8905,10890,6961,7795,8376,Upgrade
27,Long-Term Leases,2.74,6.35,9.92,2.03,0.85,5.35,21.51,39.04,52.42,4.21,Upgrade
