,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,33812,34378,36162,36990,50342,59746,75945,78364,128308,87455,38214,Upgrade
1,Market Cap Growth,-18.59%,-7.06%,-28.17%,-38.09%,-33.71%,-23.76%,-40.81%,-10.40%,235.76%,110.85%,16.28%,Upgrade
2,Enterprise Value,40023,40217,42079,46012,60079,63201,82063,83103,134589,93628,44014,Upgrade
3,Last Close Price,7.76,7.89,8.21,8.08,11.02,12.89,16.26,16.18,25.70,17.23,7.46,Upgrade
4,PE Ratio,9.20,9.14,5.66,6.26,11.73,10.31,6.84,5.52,10.24,11.47,9.32,Upgrade
5,Forward PE,9.82,6.32,6.22,5.62,7.56,8.07,8.33,6.69,11.61,14.61,9.49,Upgrade
6,PS Ratio,1.39,1.40,1.30,1.25,1.88,2.05,2.12,2.10,4.26,3.96,2.18,Upgrade
7,PB Ratio,0.93,0.94,0.94,0.94,1.47,1.65,1.97,1.84,3.41,2.63,1.71,Upgrade
8,P/TBV Ratio,0.97,0.97,0.97,0.97,1.52,1.70,2.03,1.89,3.47,2.69,1.72,Upgrade
9,P/FCF Ratio,-,-,-,15.70,-,11.15,6.39,7.47,33.25,56.42,-,Upgrade
10,P/OCF Ratio,-,-,5.88,6.71,11.04,7.84,5.24,5.83,18.15,16.35,10.22,Upgrade
11,PEG Ratio,1.08,-,0.88,5.61,-,-,-,1.17,0.55,1.06,1.01,Upgrade
12,EV/Sales Ratio,1.68,1.64,1.51,1.56,2.25,2.17,2.29,2.22,4.47,4.24,2.52,Upgrade
13,EV/EBITDA Ratio,6.62,6.64,5.23,6.05,11.00,8.88,6.15,4.98,10.37,12.30,8.79,Upgrade
14,EV/EBIT Ratio,8.58,8.70,6.40,7.42,15.00,11.33,7.03,5.55,11.72,14.76,11.24,Upgrade
15,EV/FCF Ratio,-,-,-,19.52,-,11.79,6.91,7.92,34.88,60.40,-,Upgrade
16,Debt / Equity Ratio,0.21,0.21,0.20,0.23,0.41,0.42,0.48,0.45,0.38,0.42,0.55,Upgrade
17,Debt / FCF Ratio,-,-,-,3.83,-,2.86,1.56,1.82,3.71,8.93,-,Upgrade
18,Return on Capital Employed (ROCE),11.33%,11.76%,15.90%,14.27%,9.66%,12.24%,23.50%,26.41%,24.58%,14.68%,12.20%,Upgrade
19,Earnings Yield,10.60%,10.94%,17.67%,15.98%,8.52%,9.70%,14.63%,18.10%,9.76%,8.72%,10.72%,Upgrade
20,FCF Yield,-,5.45%,6.37%,3.23%,8.97%,15.64%,13.39%,3.01%,1.77%,0.82%,Upgrade,
21,Dividend Yield,5.28%,5.45%,8.90%,8.59%,4.71%,5.44%,8.36%,10.78%,5.99%,5.45%,6.91%,Upgrade
22,Buyback Yield / Dilution,-2.81%,-2.21%,-2.20%,-2.38%,-1.90%,-0.48%,0.66%,-0.27%,-1.44%,-0.99%,-0.20%,Upgrade
23,Total Shareholder Return,2.47%,3.24%,6.70%,6.20%,2.81%,4.96%,9.02%,10.50%,4.55%,4.46%,6.72%,Upgrade
