,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5500,6279,6472,6382,7288,6589,6013,9803,7519,3649,4016,Upgrade
1,Market Cap Growth,-1.61%,-1.61%,-11.19%,-3.16%,21.20%,-32.78%,-20.03%,168.62%,87.23%,4.31%,28.98%,Upgrade
2,Enterprise Value,2651,3496,3600,3248,4347,3124,2713,6069,4497,488,1447,Upgrade
3,Last Close Price,5.18,5.55,5.52,5.23,5.76,5.10,4.49,7.18,5.39,2.60,2.77,Upgrade
4,PE Ratio,5.90,6.55,5.60,5.25,5.76,5.19,5.55,9.51,8.35,5.35,6.44,Upgrade
5,Forward PE,5.51,4.69,5.11,4.74,4.63,4.91,4.96,8.68,7.30,5.62,6.08,Upgrade
6,PS Ratio,0.90,1.02,0.96,0.86,0.90,0.82,0.84,1.52,1.33,0.72,0.82,Upgrade
7,PB Ratio,0.73,0.82,0.86,0.88,1.06,0.98,0.93,1.63,1.35,0.74,0.85,Upgrade
8,P/TBV Ratio,0.83,0.83,0.87,0.88,1.06,0.98,0.93,1.63,1.35,0.74,0.85,Upgrade
9,P/FCF Ratio,9.12,10.41,23.36,-,22.92,-,2155.18,-,11.14,4.76,3.41,Upgrade
10,P/OCF Ratio,7.76,7.76,13.21,8.03,11.24,-,17.30,-,10.23,4.59,3.33,Upgrade
11,PEG Ratio,0.30,0.30,0.63,0.36,0.24,0.25,0.29,0.30,0.25,0.57,0.59,Upgrade
12,EV/Sales Ratio,0.43,0.57,0.54,0.44,0.54,0.39,0.38,0.94,0.80,0.10,0.29,Upgrade
13,EV/EBITDA Ratio,2.32,3.17,2.91,2.42,3.05,2.20,2.23,5.08,4.28,0.57,1.75,Upgrade
14,EV/EBIT Ratio,2.50,3.32,2.99,2.47,3.10,2.24,2.28,5.18,4.36,0.58,1.80,Upgrade
15,EV/FCF Ratio,4.40,5.79,13.00,-,13.67,-,972.40,-,6.66,0.64,1.23,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,Upgrade
17,Debt / FCF Ratio,0.16,0.16,0.39,-,0.27,-,41.79,-,0.18,0.16,0.10,Upgrade
18,Return on Capital Employed (ROCE),13.64%,13.64%,15.88%,17.97%,20.10%,20.43%,18.14%,19.14%,18.13%,16.62%,16.63%,Upgrade
19,Earnings Yield,17.44%,15.28%,17.85%,19.05%,17.35%,19.25%,18.02%,10.52%,11.97%,18.70%,15.54%,Upgrade
20,FCF Yield,10.97%,9.61%,4.28%,8.15%,4.36%,1.42%,0.05%,3.17%,8.98%,20.99%,29.36%,Upgrade
21,Dividend Yield,9.27%,8.46%,7.97%,7.65%,6.25%,6.28%,6.01%,3.07%,3.15%,4.99%,3.62%,Upgrade
22,Buyback Yield / Dilution,1.24%,1.17%,1.32%,0.23%,2.11%,2.19%,-3.02%,-4.15%,0.16%,1.13%,-,Upgrade
23,Total Shareholder Return,10.51%,9.63%,9.28%,7.88%,8.36%,8.46%,2.99%,-1.08%,3.31%,6.12%,3.62%,Upgrade
