,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Operating Revenue,6304,5261,4801,5866,6521,5828,4561,5452,6684,4229,3693,5412,5655,4425,2853,3130,2904,2114,1341,1856,Upgrade
1,Other Revenue,-226.47,226.47,-,572.94,-278.33,278.33,-,585.73,-242.16,242.16,-,532.58,-199.99,199.99,-,246.6,-84.03,84.03,-,213.54,Upgrade
2,Revenue,6077,5488,4801,6439,6242,6107,4561,6038,6442,4471,3693,5945,5455,4625,2853,3377,2820,2198,1341,2069,Upgrade
3,Revenue Growth (YoY),-2.65%,-10.14%,5.27%,6.64%,-3.10%,36.58%,23.50%,1.58%,18.09%,-3.32%,29.44%,76.04%,93.49%,110.37%,112.73%,63.17%,31.75%,13.92%,-11.06%,-,Upgrade
4,Cost of Revenue,5820,5146,4483,6139,5859,5821,4160,5804,6030,4062,3319,5420,5100,4172,2553,3131,2463,2000,1183,1820,Upgrade
5,Gross Profit,257.57,341.54,317.38,300.27,383.32,285.1,400.21,233.91,411.93,408.69,373.48,524.28,355.53,452.84,299.88,245.98,356.52,198.81,157.9,249.17,Upgrade
6,"Selling, General & Admin",112.18,113.19,130.55,152.39,129.9,106.14,119.28,131.55,138.39,122.89,116.57,206.96,95.98,104.05,66.91,69.75,101.88,81.55,35.7,112.45,Upgrade
7,Research & Development,28.72,22.54,16.73,17.84,27.56,28.04,26.74,31.82,26.76,17.38,16.32,14.27,14.72,13.35,11.11,12.73,13.51,7.17,2.79,6.27,Upgrade
8,Other Operating Expenses,1.62,10.49,4,17.37,4.15,-49.4,-26.08,15.33,3.97,1.46,-3.91,19.63,6.17,7.41,-1.48,39.76,-4.41,-22.77,-0.27,31.61,Upgrade
