,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,437,391,544,792,883,1300,1547,1957,1414,1338,1956,Upgrade
1,Market Cap Growth,-50.61%,-50.61%,-38.32%,-39.07%,-42.93%,-33.56%,9.39%,46.26%,-27.73%,-23.21%,68.98%,Upgrade
2,Enterprise Value,167,98,247,346,429,716,1085,1401,1056,864,1619,Upgrade
3,Last Close Price,0.39,0.34,0.43,0.63,0.60,0.89,0.96,1.22,0.81,0.77,1.03,Upgrade
4,PE Ratio,25.60,22.93,-15.28,-,-117.34,-,25.24,9.92,7.35,10.66,11.42,Upgrade
5,Forward PE,-,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.60,Upgrade
6,PS Ratio,0.58,0.52,0.67,0.96,0.96,1.36,1.48,1.66,1.23,1.38,1.77,Upgrade
7,PB Ratio,0.61,0.55,0.70,1.06,0.92,1.32,1.31,1.66,1.12,1.32,1.74,Upgrade
8,P/TBV Ratio,0.56,0.56,0.72,1.07,0.94,1.34,1.33,1.69,1.13,1.34,1.76,Upgrade
9,P/FCF Ratio,169.36,151.58,-,-,42.04,14.85,10.00,7.96,7.45,8.32,15.16,Upgrade
10,P/OCF Ratio,72.44,72.44,-,-,35.92,14.32,9.73,7.68,5.77,6.32,14.27,Upgrade
11,PEG Ratio,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,Upgrade
12,EV/Sales Ratio,0.22,0.13,0.30,0.42,0.47,0.75,1.04,1.19,0.92,0.89,1.46,Upgrade
13,EV/EBITDA Ratio,2.55,1.52,100.31,-,17.95,-75.60,-,7.38,4.48,3.70,6.33,Upgrade
14,EV/EBIT Ratio,3.14,1.85,-26.26,-,-,-30.48,-,8.14,4.85,4.00,6.79,Upgrade
15,EV/FCF Ratio,64.71,38.09,-,-,20.45,8.18,7.02,5.70,5.56,5.37,12.54,Upgrade
16,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
17,Debt / FCF Ratio,0.32,0.32,-,-,0.02,0.01,0.00,0.00,0.00,0.00,0.00,Upgrade
18,Return on Capital Employed (ROCE),7.45%,7.45%,-1.21%,-,-,-2.38%,-,14.60%,17.21%,21.18%,21.19%,Upgrade
19,Earnings Yield,3.90%,4.36%,-6.54%,-4.71%,-0.85%,0.03%,3.96%,10.08%,13.60%,9.38%,8.76%,Upgrade
20,FCF Yield,0.59%,0.66%,-3.94%,-1.20%,2.38%,6.73%,10.00%,12.57%,13.43%,12.02%,6.60%,Upgrade
21,Buyback Yield / Dilution,-0.24%,-0.13%,-0.35%,-0.28%,-0.17%,0.94%,0.20%,-1.11%,-0.61%,-0.32%,-0.03%,Upgrade
22,Total Shareholder Return,11.20%,-0.13%,-0.35%,-0.28%,-0.17%,0.94%,0.20%,-1.11%,-0.61%,-0.32%,-0.03%,Upgrade
