,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,252.14,271.82,278.51,399.99,392.2,391.01,389.59,356.81,331.5,425.94,Upgrade
1,Short-Term Investments,-,-,-,-,-,90.74,-,117.25,-,2.1,Upgrade
2,Cash & Short-Term Investments,252.14,271.82,278.51,399.99,392.2,481.75,389.59,474.06,331.5,428.04,Upgrade
3,Cash Growth,-9.47%,-32.04%,-28.99%,-16.97%,0.67%,1.62%,17.52%,10.75%,10.33%,-6.73%,Upgrade
4,Accounts Receivable,357.13,426.88,325.02,449.78,405.05,393.11,458.1,617.11,525.15,623.43,Upgrade
5,Other Receivables,4.33,4.6,6.19,6.6,5.66,7.21,10.98,6.59,27.05,5.89,Upgrade
6,Receivables,361.46,431.48,331.21,456.38,410.72,400.32,469.08,623.7,552.2,629.32,Upgrade
7,Restricted Cash,-,-,-,-,-,-,-,0.03,-,-,Upgrade
8,Other Current Assets,19.72,37.03,22.47,16.88,28.52,43.73,44.02,28.74,13.2,15.15,Upgrade
9,Total Current Assets,633.32,740.32,632.19,873.24,831.44,925.81,902.69,1127,896.9,1073,Upgrade
10,"Property, Plant & Equipment",174.2,178.27,186.29,189.31,192.39,195.6,201.43,212.11,217.22,189.16,Upgrade
11,Long-Term Investments,25.55,31.11,32.1,31.85,41.37,28.51,85.61,62.79,49.89,52.88,Upgrade
12,Other Intangible Assets,7.81,8.12,7.83,7.84,7.8,7.8,8.89,9.08,9.26,9.48,Upgrade
13,Long-Term Deferred Tax Assets,32.31,33.91,66.98,68.5,62.64,60.29,56.85,55.28,52.18,50.49,Upgrade
14,Other Long-Term Assets,53.48,54.41,63.47,60.56,52.78,92.6,54.09,47.91,51.57,43.28,Upgrade
15,Total Assets,926.67,1046,988.86,1231,1188,1311,1310,1514,1277,1418,Upgrade
16,Accrued Expenses,214.75,292.2,223.09,278.2,249.48,254.15,239.76,336.15,241.03,303,Upgrade
17,Current Portion of Leases,0.56,0.65,0.78,0.35,0.48,0.52,0.63,0.31,0.29,0.39,Upgrade
18,Current Income Taxes Payable,27.58,27.64,27.53,45.29,41.56,37.32,34.25,51.39,41.59,49,Upgrade
19,Current Unearned Revenue,12.2,12.11,32.17,48.76,42.02,43.1,40.95,48.12,49,45.96,Upgrade
20,Other Current Liabilities,8.34,10.49,10.89,11.86,11.58,12.2,12.23,12.2,15.23,13.39,Upgrade
21,Total Current Liabilities,263.43,343.09,294.46,384.45,345.11,347.29,330.32,448.17,347.14,411.74,Upgrade
22,Long-Term Leases,0.22,0.27,0.41,0.03,0.11,0.03,0.26,0.07,0.05,0.01,Upgrade
23,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,2.5,-,Upgrade
24,Total Liabilities,263.65,343.36,294.87,384.48,345.22,347.32,330.58,448.24,349.69,411.75,Upgrade
25,Common Stock,10.5,10.5,10.5,10.5,10.5,10.49,10.49,10.49,10.49,10.49,Upgrade
26,Additional Paid-In Capital,-,400.81,-,400.81,-,399.2,399.2,399.2,399.2,399.2,Upgrade
27,Retained Earnings,-,289.7,-,435.27,-,555.08,512.97,620.7,496.1,580.97,Upgrade
28,Comprehensive Income & Other,652.52,-3.26,681.42,-4.4,828.12,-6.47,51.31,29.76,16.86,11.76,Upgrade
29,Total Common Equity,663.03,697.76,691.92,842.18,838.63,958.3,973.97,1060,922.66,1002,Upgrade
30,Minority Interest,-,5.02,2.07,4.63,4.58,4.99,5.01,5.31,4.69,3.62,Upgrade
31,Shareholders' Equity,663.03,702.78,693.99,846.82,843.2,963.29,978.98,1065,927.34,1006,Upgrade
32,Total Liabilities & Equity,926.67,1046,988.86,1231,1188,1311,1310,1514,1277,1418,Upgrade
33,Total Debt,0.78,0.92,1.19,0.38,0.59,0.55,0.88,0.38,0.34,0.41,Upgrade
34,Net Cash (Debt),251.36,270.9,277.32,399.61,391.62,481.2,388.71,473.67,331.17,427.64,Upgrade
35,Net Cash Growth,-9.36%,-32.21%,-29.19%,-16.96%,0.75%,1.59%,17.38%,10.77%,10.49%,-6.82%,Upgrade
36,Net Cash Per Share,0.22,0.24,0.24,0.35,0.35,0.43,0.34,0.42,0.29,0.38,Upgrade
37,Filing Date Shares Outstanding,1135,1134,1134,1132,1132,1129,1129,1131,1131,1124,Upgrade
38,Total Common Shares Outstanding,1135,1134,1134,1132,1132,1129,1129,1131,1131,1124,Upgrade
39,Working Capital,369.89,397.23,337.73,488.79,486.33,578.52,572.37,678.36,549.76,660.78,Upgrade
40,Book Value Per Share,0.58,0.62,0.61,0.74,0.74,0.85,0.86,0.94,0.82,0.89,Upgrade
41,Tangible Book Value,655.22,689.64,684.09,834.34,830.83,950.5,965.08,1051,913.4,992.95,Upgrade
42,Tangible Book Value Per Share,0.58,0.61,0.60,0.74,0.73,0.84,0.85,0.93,0.81,0.88,Upgrade
43,Buildings,-,250.44,-,250.42,-,249.48,-,257.73,-,221.06,Upgrade
44,Machinery,-,49.92,-,54.05,-,55.84,-,55.19,-,58.78,Upgrade
45,Leasehold Improvements,-,-,-,-,-,-,-,-,-,8.48,Upgrade
