,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,504173,821250,452676,987569,821414,675412,584801,636978,358572,304005,290419,226642,172939,200441,81138,203360,195738,365331,327616,348301,Upgrade
1,Short-Term Investments,1410000,1470000,1300000,1261955,1191955,1360000,1504000,1375000,969277,951000,739231,725000,824169,615000,810000,970000,1210000,940000,848046,606000,Upgrade
2,Cash & Short-Term Investments,1914173,2291250,1752676,2249523,2013369,2035412,2088801,2011978,1327850,1255005,1029650,951642,997107,815441,891138,1173360,1405738,1305331,1175662,954301,Upgrade
3,Cash Growth,-4.93%,12.57%,-16.09%,11.81%,51.63%,62.18%,102.87%,111.42%,33.17%,53.91%,15.54%,-18.90%,-29.07%,-37.53%,-24.20%,22.95%,103.88%,104.62%,97.59%,45.14%,Upgrade
4,Accounts Receivable,128698,136482,149942,142257,124616,157276,187632,196363,215778,233195,244689,213567,177854,166854,206552,173427,188764,207337,240368,234609,Upgrade
5,Other Receivables,23611,19148,30578,32493,26408,45279,36473,32191,14856,17742,16568,16824,11128,40860,38766,48057,41615,174570,44017,34187,Upgrade
6,Receivables,152310,155631,180520,174751,151024,202556,224105,228554,230634,250937,261258,235391,193982,212714,255317,231485,240379,391907,304385,298796,Upgrade
7,Inventory,463584,371224,441543,363681,364226,513390,449233,371477,576848,608072,683316,714774,618889,610546,617467,506856,396480,432857,406897,426403,Upgrade
8,Prepaid Expenses,795.88,3926,6914,3476,658.78,3841,6884,4819,722.74,3538,3953,5251,1951,3387,5558,4184,4064,2904,4770,6832,Upgrade
