,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+9 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+9 Quarters
0,Cash & Equivalents,174964,118963,144541,106012,86903,160309,125794,-,166969,274356,45094,-,18903,-,-,-,68292,106383,45794,-,Upgrade
1,Short-Term Investments,-,-,-,-,-,220.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,174964,118963,144541,106012,86903,160529,125794,166969,166969,274356,45094,18903,18903,-,-,68292,68292,106383,45794,49021,Upgrade
3,Cash Growth,101.33%,-25.89%,14.90%,-36.51%,-47.95%,-41.49%,178.96%,783.29%,783.29%,-,-,-72.32%,-72.32%,-,-,39.31%,39.31%,34.16%,-,-45.82%,Upgrade
4,Accounts Receivable,359599,423962,678750,508455,524707,572094,601720,-,617076,626552,739893,-,763776,-,-,-,525233,700625,811485,-,Upgrade
5,Other Receivables,37509,49129,39507,29568,33444,23474,22235,-,17628,20038,16149,-,7155,-,-,-,42874,26217,21220,-,Upgrade
6,Receivables,397108,473091,718257,538023,558151,595574,623956,-,634704,646590,756042,-,770931,-,-,-,568108,726842,832705,-,Upgrade
7,Inventory,421385,341681,294903,426230,349498,302833,543983,-,472130,501193,541544,-,337018,-,-,-,484000,357015,353179,-,Upgrade
8,Prepaid Expenses,4697,4793,5423,4901,2431,2121,3185,-,5517,3292,2719,-,3327,-,-,-,7904,5899,7519,-,Upgrade
9,Other Current Assets,314161,297229,271934,233800,166945,186551,201766,-,168903,184925,90239,-,87033,-,-,-,155830,165535,195865,-,Upgrade
10,Total Current Assets,1312315,1235757,1435057,1308966,1163928,1247608,1498685,-,1448224,1610356,1435638,-,1217211,-,-,-,1284134,1361675,1435061,-,Upgrade
11,"Property, Plant & Equipment",72706,68277,69654,73394,78095,82139,86715,-,104288,92276,67821,-,88176,-,-,-,84941,88927,93191,-,Upgrade
12,Other Intangible Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.33,169.11,245.9,-,Upgrade
13,Long-Term Accounts Receivable,171452,198749,192988,240433,217266,208412,185673,-,159916,157520,142456,-,129582,-,-,-,71832,60758,35208,-,Upgrade
14,Long-Term Deferred Tax Assets,1042,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Long-Term Assets,39322,28998,31007,32983,35860,39038,44737,-,50108,52199,48840,-,40544,-,-,-,50953,51297,55985,-,Upgrade
16,Total Assets,1596838,1531781,1728706,1655776,1495148,1577197,1815810,-,1762536,1912352,1694754,-,1475514,-,-,-,1491952,1562826,1619691,-,Upgrade
17,Accounts Payable,224644,112972,121893,103866,149994,87606,96663,-,165097,99860,92509,-,169927,-,-,-,114514,109711,134090,-,Upgrade
18,Accrued Expenses,369060,409002,487143,497062,298326,394157,369286,-,164137,200010,318974,-,245064,-,-,-,234166,265967,219638,-,Upgrade
19,Short-Term Debt,12033,10019,95848,66897,66891,168628,346135,-,311447,449741,528465,-,347502,-,-,-,304599,326777,341019,-,Upgrade
20,Current Portion of Leases,-,-,-,-,-,15639,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Current Income Taxes Payable,1457,3921,3079,2392,110.76,-,266.91,-,-,3894,2015,-,4180,-,-,-,-,419.14,-,-,Upgrade
22,Current Unearned Revenue,185867,179692,134706,20517,38185,11821,10652,-,9899,39458,-,-,2864,-,-,-,3389,4237,5084,-,Upgrade
23,Other Current Liabilities,244062,199038,249123,346877,334806,304764,402983,-,509415,545664,201139,-,147165,-,-,-,287915,313092,382783,-,Upgrade
24,Total Current Liabilities,1037124,914644,1091793,1037610,888312,982616,1225985,-,1159995,1338627,1143102,-,916701,-,-,-,944584,1020203,1082615,-,Upgrade
25,Long-Term Debt,17015,13287,13758,14555,16137,-,17531,-,25109,22141,9954,-,14947,-,-,-,4867,7553,10240,-,Upgrade
26,Long-Term Leases,-,-,-,-,-,16319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Long-Term Unearned Revenue,10077,14075,44794,17250,17250,17250,21363,-,26453,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Other Long-Term Liabilities,52191,113893,108173,101974,95611,86578,82547,-,76753,75814,71861,-,65514,-,-,-,56684,58338,59356,-,Upgrade
29,Total Liabilities,1116405,1055899,1258518,1171389,1017310,1102762,1347427,-,1288310,1436581,1224917,-,997162,-,-,-,1006135,1086094,1152211,-,Upgrade
30,Common Stock,259998,259998,259998,259998,259998,259998,259998,-,259998,259998,259998,-,259998,-,-,-,259998,259998,259998,-,Upgrade
31,Additional Paid-In Capital,43132,43132,43132,43132,43132,43132,43132,-,43132,43132,43132,-,43132,-,-,-,43132,43132,43132,-,Upgrade
32,Retained Earnings,166706,162156,156462,170662,164112,160708,154657,-,160499,162045,156112,-,164626,-,-,-,172091,163006,153754,-,Upgrade
33,Comprehensive Income & Other,10595,10595,10595,10595,10595,10595,10595,-,10595,10595,10595,-,10595,-,-,-,10595,10595,10595,-,Upgrade
34,Total Common Equity,480432,475881,470188,484388,477838,474434,468383,474225,474225,475771,469837,478352,478352,-,-,485817,485817,476732,467480,476756,Upgrade
35,Shareholders' Equity,480432,475881,470188,484388,477838,474434,468383,474225,474225,475771,469837,478352,478352,-,-,485817,485817,476732,467480,476756,Upgrade
36,Total Liabilities & Equity,1596838,1531781,1728706,1655776,1495148,1577197,1815810,-,1762536,1912352,1694754,-,1475514,-,-,-,1491952,1562826,1619691,-,Upgrade
37,Total Debt,29048,23305,109606,81451,83028,200586,363667,336557,336557,471881,538419,362449,362449,-,-,309466,309466,334331,351259,245027,Upgrade
