,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,631.39,572.16,709.59,591.74,742.53,761.28,891.13,865.53,784.96,1068,Upgrade
1,Revenue Growth (YoY),-11.02%,-3.31%,-4.44%,-22.27%,-16.68%,-12.04%,13.53%,-18.92%,-34.55%,-2.73%,Upgrade
2,Cost of Revenue,153.07,144.32,181.33,154.14,178.88,211.12,235.59,241.98,226.02,239.53,Upgrade
3,Gross Profit,478.32,427.84,528.26,437.6,563.65,550.16,655.54,623.55,558.94,827.98,Upgrade
4,"Selling, General & Admin",502.2,531.4,525.3,485.73,549.64,625.09,624.72,596.08,535.28,790.99,Upgrade
5,Operating Expenses,502.2,531.4,525.3,485.73,549.64,625.09,624.72,596.08,535.28,790.99,Upgrade
6,Operating Income,-23.88,-103.56,2.96,-48.13,14.01,-74.93,30.82,27.47,23.66,36.99,Upgrade
7,Interest Expense,-9.25,-10.67,-9.29,-7.72,-4.45,-4.86,-5.35,-6.5,-13.14,-14.81,Upgrade
8,Interest & Investment Income,1.42,2.08,2.76,4.37,2.5,3.83,3.05,4.64,1.09,1.66,Upgrade
9,Currency Exchange Gain (Loss),-4.7,3.23,-10.82,-11.19,-10.04,3.36,1.39,15.36,-3.82,-2.3,Upgrade
10,Other Non Operating Income (Expenses),13.04,16.66,17.7,25.51,15.48,22.75,28.98,30.51,23.95,14.81,Upgrade
11,EBT Excluding Unusual Items,-23.36,-92.25,3.3,-37.16,17.5,-49.86,58.89,71.48,31.74,36.36,Upgrade
12,Merger & Restructuring Charges,-,-4.5,-,-2.03,-,-2.25,-,-29.55,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-0.02,-0.06,-0.14,-0.09,-0.09,0.19,-0.04,-0.38,-0,0.05,Upgrade
14,Asset Writedown,-74.48,-0.8,1.14,-24.26,-5.88,-24.68,1,-16.76,-36.46,-6.09,Upgrade
15,Other Unusual Items,-1.41,0.3,-0.25,1.1,-0.71,0.82,-0.46,26.77,-26.31,-,Upgrade
16,Pretax Income,-99.27,-97.31,4.06,-62.45,10.82,-75.77,59.39,51.55,-31.03,30.32,Upgrade
17,Income Tax Expense,-17.03,-19.78,-1.31,-10.09,9.7,-15.33,26.43,15.66,7.68,17.39,Upgrade
18,Net Income,-82.24,-77.54,5.37,-52.36,1.12,-60.44,32.96,35.89,-38.71,12.92,Upgrade
19,Net Income to Common,-82.24,-77.54,5.37,-52.36,1.12,-60.44,32.96,35.89,-38.71,12.92,Upgrade
20,Net Income Growth,-,-,380.91%,-,-96.61%,-,-,177.71%,-,-63.05%,Upgrade
21,Shares Outstanding (Basic),422,422,422,422,422,422,422,422,422,422,Upgrade
22,Shares Outstanding (Diluted),422,422,422,422,422,422,423,422,422,422,Upgrade
23,Shares Change (YoY),-,-,-,-,-0.07%,-,0.07%,-,-,-,Upgrade
24,EPS (Basic),-0.19,-0.18,0.01,-0.12,0.00,-0.14,0.08,0.08,-0.09,0.03,Upgrade
25,EPS (Diluted),-0.19,-0.18,0.01,-0.12,0.00,-0.14,0.08,0.08,-0.09,0.03,Upgrade
26,EPS Growth,-,-,388.61%,-,-96.67%,-,-,178.36%,-,-63.16%,Upgrade
27,Free Cash Flow,3.55,-59.79,70.26,24.88,98.7,55.18,104.96,185.99,216.24,45.39,Upgrade
28,Free Cash Flow Per Share,0.01,-0.14,0.17,0.06,0.23,0.13,0.25,0.44,0.51,0.11,Upgrade
29,Dividend Per Share,-,-,-,-,-,-,0.020,-,-,0.030,Upgrade
30,Dividend Growth,-,-,-,-,-,-,-,-,-,-57.14%,Upgrade
31,Operating Margin,-3.78%,-18.10%,0.42%,-8.13%,1.89%,-9.84%,3.46%,3.17%,3.01%,3.47%,Upgrade
32,Profit Margin,-13.02%,-13.55%,0.76%,-8.85%,0.15%,-7.94%,3.70%,4.15%,-4.93%,1.21%,Upgrade
33,Free Cash Flow Margin,0.56%,-10.45%,9.90%,4.21%,13.29%,7.25%,11.78%,21.49%,27.55%,4.25%,Upgrade
34,EBITDA,2.52,-74.03,34.5,-14.92,50.53,-36.01,72.21,65.92,61.79,76.12,Upgrade
35,D&A For EBITDA,26.4,29.53,31.54,33.21,36.52,38.92,41.39,38.45,38.13,39.13,Upgrade
36,EBIT,-23.88,-103.56,2.96,-48.13,14.01,-74.93,30.82,27.47,23.66,36.99,Upgrade
37,Advertising Expenses,68.88,-,47.56,-,32,-,32.49,-,21.94,-,Upgrade
