,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,203,142,182,211,253,317,439,549,422,435,621,Upgrade
1,Market Cap Growth,-33.00%,-33.00%,-28.33%,-33.33%,-42.31%,-42.31%,4.00%,26.21%,-31.97%,-51.64%,-36.64%,Upgrade
2,Enterprise Value,284,164,153,171,237,309,490,626,762,880,1081,Upgrade
3,Last Close Price,0.48,0.34,0.43,0.50,0.60,0.75,1.04,1.28,0.96,0.99,1.38,Upgrade
4,PE Ratio,-,-,-,-4.49,-,-5.34,-,7.98,-149.58,-,7.73,Upgrade
5,Forward PE,-,12.26,12.26,12.26,12.26,12.26,12.26,12.26,12.26,12.26,12.26,Upgrade
6,PS Ratio,0.17,0.12,0.14,0.16,0.19,0.21,0.27,0.31,0.26,0.23,0.27,Upgrade
7,PB Ratio,0.10,0.07,0.08,0.10,0.11,0.13,0.17,0.22,0.17,0.19,0.26,Upgrade
8,P/TBV Ratio,0.07,0.07,0.08,0.10,0.11,0.13,0.17,0.22,0.17,0.19,0.26,Upgrade
9,P/FCF Ratio,-,-2.52,-,2.22,2.05,2.06,2.74,1.89,1.05,1.66,8.31,Upgrade
10,P/OCF Ratio,-,-3.24,-,1.59,1.75,1.91,2.56,1.77,0.96,1.32,3.28,Upgrade
11,PEG Ratio,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,Upgrade
12,EV/Sales Ratio,0.24,0.14,0.12,0.13,0.18,0.21,0.30,0.36,0.46,0.48,0.48,Upgrade
13,EV/EBITDA Ratio,-,-2.30,-,8.75,-,21.28,-,4.53,5.97,6.38,5.64,Upgrade
14,EV/EBIT Ratio,-,-,-,-3.79,-,-5.07,-,10.74,14.90,14.51,9.62,Upgrade
15,EV/FCF Ratio,-5.04,-2.92,-,1.80,1.91,2.01,3.06,2.15,1.89,3.36,14.47,Upgrade
16,Debt / Equity Ratio,0.15,0.15,0.16,0.16,0.17,0.16,0.17,0.17,0.22,0.31,0.31,Upgrade
17,Debt / FCF Ratio,-,-5.50,-,3.76,3.11,2.51,2.66,1.53,1.39,2.68,9.60,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-1.75%,-,-2.12%,-,1.93%,1.69%,2.10%,3.74%,Upgrade
19,Earnings Yield,-78.80%,-112.90%,-39.73%,-22.25%,-20.22%,-18.73%,-6.26%,12.54%,-0.67%,-5.93%,12.94%,Upgrade
20,FCF Yield,-27.83%,-39.74%,5.77%,45.05%,48.76%,48.57%,36.45%,52.98%,95.22%,60.13%,12.03%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,-,1.57%,-,-,3.63%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,0.07%,-,-0.07%,-,-,-,Upgrade,
23,Total Shareholder Return,-,-,-,-,0.07%,-,1.50%,-,-,3.63%,Upgrade,
