,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,2202,2431,7372,8707,8743,12893,8165,11019,3607,4715,4394,4553,5053,4792,3903,4455,3097,4321,11950,7330,Upgrade
1,Short-Term Investments,18281,17283,13398,11576,11005,8792,7539,7198,8645,9490,9965,11651,11560,10455,10680,9608,12231,10478,10,6489,Upgrade
2,Trading Asset Securities,4311,3856,2219,3591,3418,2258,5823,3125,7594,5213,4421,2902,2190,3224,3652,3911,534.78,268.84,84.93,89.92,Upgrade
3,Cash & Short-Term Investments,24794,23569,22989,23875,23165,23942,21526,21342,19846,19418,18781,19106,18803,18472,18236,17973,15862,15067,12045,13909,Upgrade
4,Cash Growth,7.03%,-1.56%,6.79%,11.87%,16.73%,23.30%,14.62%,11.70%,5.55%,5.12%,2.98%,6.30%,18.54%,22.59%,51.40%,29.22%,76.65%,67.59%,33.75%,40.62%,Upgrade
5,Accounts Receivable,820.41,922.75,778.34,785.23,887.43,850.61,853.32,860.6,914.28,835.96,881.4,839.27,752.22,732.53,750.83,772.49,822.17,704.19,615.82,2059,Upgrade
6,Other Receivables,-,-,-,1488,-,-,-,1110,-,-,-,969.95,-,-,-,788.05,-,-,-,1116,Upgrade
7,Receivables,820.41,922.75,778.34,2840,887.43,850.61,853.32,2024,914.28,835.96,881.4,2322,752.22,732.53,750.83,1595,822.17,704.19,615.82,3284,Upgrade
8,Inventory,14.78,14.72,16,15.63,19.47,18.49,18.08,18.34,22.29,27.36,17.99,18.58,19.35,18.9,19.98,19.09,17.99,16.38,18.41,16.38,Upgrade
9,Prepaid Expenses,-,-,-,157.4,-,-,-,152.49,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Restricted Cash,3.18,2.74,4.26,5.34,2.77,2.77,2.36,2.46,2.5,2.5,2.5,9.38,0.31,3.4,0.51,13.08,-,-,-,-,Upgrade
11,Other Current Assets,2511,2079,2231,-,1548,1393,1350,-,1870,1840,1851,194.99,1115,1019,1011,130.86,942.8,1610,7495,122.83,Upgrade
12,Total Current Assets,28143,26589,26019,26893,25623,26207,23750,23540,22654,22124,21533,21652,20690,20245,20018,19732,17645,17397,20174,17333,Upgrade
13,"Property, Plant & Equipment",2405,2384,2379,2360,2148,2048,1996,2022,1845,1816,1800,1747,1789,1683,1683,1690,1702,1701,1726,3317,Upgrade
14,Long-Term Investments,4975,5130,5327,5362,5717,6015,5453,5719,5858,12303,12485,12512,13108,12682,12954,13143,14462,14408,3746,3504,Upgrade
15,Goodwill,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,185.56,-,-,-,Upgrade
16,Other Intangible Assets,82.97,86.21,89.71,93.39,94.74,97.81,100.33,109.99,111.93,112.3,117.16,121.86,117.91,64.49,64.7,67.18,70.04,22.29,21.68,30.94,Upgrade
17,Long-Term Deferred Tax Assets,152.01,152.04,121.88,106.92,95.56,104.39,115.5,93.32,117.34,120.84,123.47,124.67,114.06,99.17,107.72,116.98,135.67,126.9,115.8,107.04,Upgrade
18,Long-Term Deferred Charges,-,-,-,0.41,-,-,-,2.22,-,-,-,8.29,-,-,-,5.85,-,-,-,-,Upgrade
19,Other Long-Term Assets,492.69,1196,897.11,193.44,216.88,232.53,217.7,216.74,222.24,256.96,201.66,183.92,83.99,114.26,111.46,104.45,77.51,73.93,74.52,109.78,Upgrade
20,Total Assets,36436,35722,35018,35195,34081,34891,31818,31888,30995,36919,36446,36535,36088,35074,35124,35044,34278,33729,25859,24402,Upgrade
21,Accounts Payable,500.16,491.16,498.14,533.5,471.5,430.96,456.31,452.67,489.93,512.3,459.31,423.4,340.1,313.42,313.08,290.86,302.01,303.56,286.58,1502,Upgrade
22,Accrued Expenses,-,-,-,452.82,-,-,-,371.09,-,-,-,387.19,-,-,-,447.38,-,-,-,317.47,Upgrade
23,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,523.22,Upgrade
24,Current Portion of Long-Term Debt,2869,2865,-,-,-,-,-,2590,-,-,-,-,-,-,-,-,-,-,531.38,100,Upgrade
25,Current Portion of Leases,28.69,32.78,36.38,37.51,46.05,54.86,85.48,100.54,95.88,74.92,78.53,50.8,48.31,41.76,41.3,52.76,50.96,58.45,56.81,18.26,Upgrade
26,Current Income Taxes Payable,213.27,213.94,274.13,263.16,196.97,271.67,251.76,210.9,175.1,162.5,183.17,192.07,163.21,149.92,272.59,265.82,164.86,143.76,83.13,93.43,Upgrade
27,Current Unearned Revenue,2656,2578,2409,2470,2210,2229,2272,2233,2104,2156,2115,2069,1598,1462,1400,1528,1184,1106,981.33,1023,Upgrade
28,Other Current Liabilities,1552,1579,1375,1124,1298,2463,1085,930.64,1065,1066,868.99,973.55,1309,1334,929.75,658.94,873.83,874.32,7669,1357,Upgrade
29,Total Current Liabilities,7819,7760,4593,4880,4222,5450,4151,6888,3930,3972,3705,4096,3459,3301,2957,3244,2576,2486,9608,4934,Upgrade
30,Long-Term Debt,-,-,2808,2770,2768,2745,2572,-,2587,2415,2260,2249,2261,2229,2235,2197,2264,2323,-,3657,Upgrade
31,Long-Term Leases,14.76,16.88,27.83,29.5,42.05,55.92,76.27,104.96,106.74,134.32,158.77,154.46,151.46,166.49,155.79,169.76,171.28,200.48,194.04,97.79,Upgrade
32,Long-Term Unearned Revenue,671.76,647.03,597.59,574.55,385.78,374.83,289.13,308.72,195.81,203.83,135.37,143.81,140.82,131.28,115.45,98.19,195.18,113.03,97.67,51.94,Upgrade
33,Long-Term Deferred Tax Liabilities,185.23,220.21,249.51,294.45,257.36,282.45,294.84,355.79,311.53,963.02,1004,1030,1029,979.79,1042,1059,1102,1122,40.07,50.69,Upgrade
