,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,1296,1218,1229,1289,1058,1258,1184,1113,868.9,853.15
1,Revenue Growth (YoY),5.43%,-5.44%,16.20%,2.45%,-10.68%,13.04%,36.26%,30.42%,-9.18%,34.06%
2,"Selling, General & Admin",25.56,24.45,28.51,28,39.36,32.32,30.8,22.69,25.29,18.77
3,Depreciation & Amortization,-,-,-,-,-,-,1.04,-,0.65,-
4,Provision for Bad Debts,-,-,7.56,-,31.79,-,-,-,-,-
5,Other Operating Expenses,418.52,432.64,408.75,388.7,317.2,339.06,316,285.7,238.92,227.69
6,Total Operating Expenses,444.07,457.09,444.82,416.69,388.35,371.38,347.84,308.39,264.86,246.47
7,Operating Income,851.44,761.32,784,871.86,669.16,886.39,836.17,804.25,604.04,606.68
8,Interest Expense,-178.98,-197.72,-199.17,-162.56,-160.53,-109.82,-94.34,-93.83,-63.71,-101.93
9,Interest Income,-0.02,2.79,4.44,2.28,-5.71,7.31,5.01,13.87,22.68,18.41
10,Net Interest Expense,-179,-194.93,-194.74,-160.28,-166.24,-102.51,-89.33,-79.96,-41.03,-83.52
11,Income (Loss) on Equity Investments,-0.08,-0.01,-,-,-,-,-,-,-,-
12,Currency Exchange Gain (Loss),-3.84,0.28,0.3,3.67,1.34,-1.19,-0.52,0.45,2.53,-0.02
13,EBT Excluding Unusual Items,668.52,566.66,589.56,715.25,504.26,782.69,746.32,724.74,565.54,523.14
14,Impairment of Goodwill,-37.99,-,-23.78,-,-33.09,-,-22.24,-,-,-
15,Gain (Loss) on Sale of Investments,1.28,3.84,5.87,9.11,14.1,-,-,-,-,-
16,Gain (Loss) on Sale of Assets,-0.92,-0.08,-0.06,-,0.04,-0.2,-0.1,-,-0.05,-
17,Insurance Settlements,0.36,0.48,0.8,1.38,1.28,3.13,7.67,-,0.02,-
18,Pretax Income,631.24,570.91,572.39,725.74,486.6,785.62,731.66,724.74,565.51,523.14
19,Income Tax Expense,211.03,175.8,145.4,158.03,136.73,161.53,118.76,102.83,80.66,85.56
20,Earnings From Continuing Ops.,420.22,395.11,426.99,567.71,349.87,624.1,612.9,621.91,484.85,437.58
21,Minority Interest in Earnings,-0.1,-0.59,-0.86,-0.85,-1.51,-1.01,-1.36,-1.17,-0.42,-
22,Net Income,420.12,394.52,426.13,566.86,348.37,623.09,611.54,620.74,484.43,437.58
23,Net Income to Common,420.12,394.52,426.13,566.86,348.37,623.09,611.54,620.74,484.43,437.58
24,Net Income Growth,-1.41%,-30.40%,22.32%,-9.02%,-43.03%,0.38%,26.24%,41.86%,-9.43%,22.88%
25,Shares Outstanding (Basic),8310,8257,8249,7564,7415,7197,7110,7110,6968,6752
26,Shares Outstanding (Diluted),8310,8257,8249,7564,7415,7198,7111,7111,6969,6752
27,Shares Change (YoY),0.74%,9.16%,11.24%,5.08%,4.28%,1.23%,2.04%,5.31%,2.84%,32.83%
28,EPS (Basic),0.05,0.05,0.05,0.07,0.05,0.09,0.09,0.09,0.07,0.06
29,EPS (Diluted),0.05,0.05,0.05,0.07,0.05,0.09,0.09,0.09,0.07,0.06
30,EPS Growth,-2.13%,-36.24%,9.96%,-13.43%,-45.37%,-0.84%,23.70%,34.72%,-11.94%,-7.50%
31,Free Cash Flow,-,-459.41,-379.85,-1497,1288,64.94,498.95,-99.78,471.93,131.47
32,Free Cash Flow Per Share,-,-0.06,-0.05,-0.20,0.17,0.01,0.07,-0.01,0.07,0.02
33,Dividend Per Share,0.025,0.023,0.026,0.034,0.074,0.077,0.100,0.074,0.085,0.060
34,Dividend Growth,-2.42%,-32.35%,-64.86%,-55.84%,-26.00%,4.05%,17.65%,23.33%,0%,20.00%
35,Profit Margin,32.43%,32.38%,34.68%,43.99%,32.94%,49.54%,51.65%,55.79%,55.75%,51.29%
36,Free Cash Flow Margin,-,-37.71%,-30.91%,-116.20%,121.79%,5.16%,42.14%,-8.97%,54.31%,15.41%
37,EBITDA,1126,1103,1113,1176,944.23,1180,1117,1056,815.79,802.98
38,D&A For EBITDA,274.65,341.31,329.47,304.11,275.07,294.02,280.39,251.47,211.75,196.3
39,EBIT,851.44,761.32,784,871.86,669.16,886.39,836.17,804.25,604.04,606.68
