,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,369224,304774,343738,368122,470353,318321,329988,301126,425526,373319,427444,344116,300575,150919,257456,210157,371991,188972,201461,223951,Upgrade
1,Revenue Growth (YoY),-21.50%,-4.26%,4.17%,22.25%,10.53%,-14.73%,-22.80%,-12.49%,41.57%,147.36%,66.03%,63.74%,-19.20%,-20.14%,27.79%,-6.16%,13.38%,-28.43%,-20.39%,-5.66%,Upgrade
2,Cost of Revenue,332636,274628,312664,333794,426956,289970,301104,280928,401323,351966,399943,325693,281418,134235,232171,189062,349784,167363,177068,206099,Upgrade
3,Gross Profit,36589,30146,31074,34328,43397,28352,28884,20198,24202,21353,27501,18423,19158,16683,25285,21096,22207,21608,24394,17852,Upgrade
4,"Selling, General & Admin",22484,26098,20700,26355,31673,20417,22576,13724,16044,18652,18035,14044,13151,15423,15692,16922,15963,16681,19506,14291,Upgrade
5,Operating Expenses,22484,26098,20700,26355,31673,20417,22576,13724,16044,18652,18035,14044,13151,15423,15692,16922,15963,16681,19506,14291,Upgrade
6,Operating Income,14104,4048,10374,7973,11724,7934,6308,6475,8159,2701,9466,4379,6007,1260,9593,4174,6244,4927,4888,3560,Upgrade
7,Interest Expense,-546.89,-537.49,-890.91,-1297,-730.32,-713.38,-916.06,-1202,-879.47,-675.55,-773.4,-593.93,-618.36,-515.96,-434.24,-861.07,-799.85,-559.79,-649.92,-1094,Upgrade
8,Interest & Investment Income,255.3,64.53,87.37,106.92,26.23,32.78,89.95,12.46,15.88,3929,28.56,20.93,2.36,29.41,24.18,6807,-,20.97,13.14,1369,Upgrade
9,Earnings From Equity Investments,1086,3254,1093,1880,1112,1665,1220,1598,826.33,515.2,2112,1553,135.91,772.65,2264,-3576,827.63,2547,2296,335.29,Upgrade
10,Other Non Operating Income (Expenses),3468,-4966,-92.05,-50.94,376.25,884.39,-175.19,-76.98,-904.94,386.49,-35.22,37.59,45.62,0.3,109.84,-80.96,-71.67,-222.42,-347.01,-,Upgrade
11,Pretax Income,18366,1862,10571,8612,12507,9803,6526,6806,7216,6855,10798,5397,5572,1546,11556,6463,6200,6713,6200,4171,Upgrade
12,Income Tax Expense,3659,561.05,1960,1426,1718,1802,1621,1365,941.55,325.91,991.14,435.12,663.54,49.47,1104,409.47,724.17,590.25,577.11,379.4,Upgrade
13,Net Income,14707,1301,8612,7187,10789,8001,4905,5441,6275,6529,9807,4962,4909,1497,10452,6054,5476,6123,5623,3792,Upgrade
14,Net Income to Common,14707,1301,8612,7187,10789,8001,4905,5441,6275,6529,9807,4962,4909,1497,10452,6054,5476,6123,5623,3792,Upgrade
15,Net Income Growth,36.31%,-83.74%,75.55%,32.07%,71.95%,22.53%,-49.98%,9.67%,27.84%,336.19%,-6.17%,-18.04%,-10.37%,-75.55%,85.89%,59.66%,31.24%,60.93%,-17.90%,60.82%,Upgrade
16,Shares Outstanding (Basic),7,4,7,7,7,8,8,8,8,8,7,8,8,10,7,8,8,8,8,8,Upgrade
17,Shares Outstanding (Diluted),7,4,7,7,7,8,8,8,8,8,7,8,8,10,7,8,8,8,8,8,Upgrade
18,Shares Change (YoY),-2.56%,-43.19%,-7.00%,-2.42%,-1.76%,1.34%,7.37%,-0.99%,-0.67%,-20.97%,-0.34%,0.88%,-0.86%,25.22%,-3.20%,-3.88%,-2.27%,-3.93%,1.02%,-6.56%,Upgrade
19,EPS (Basic),2020.00,298.00,1159.00,961.00,1444.00,1041.00,614.00,710.00,825.00,861.00,1318.00,641.00,641.00,156.00,1400.00,789.00,709.00,799.00,729.00,475.00,Upgrade
20,EPS (Diluted),2020.00,298.00,1159.00,961.00,1444.00,1041.00,614.00,710.00,825.00,861.00,1318.00,641.00,641.00,156.00,1400.00,789.00,709.00,799.00,729.00,475.00,Upgrade
21,EPS Growth,39.89%,-71.37%,88.76%,35.35%,75.03%,20.91%,-53.41%,10.76%,28.71%,451.92%,-5.86%,-18.76%,-9.59%,-80.48%,92.04%,66.11%,34.28%,67.51%,-18.73%,72.10%,Upgrade
22,Free Cash Flow,-11305,10749,41178,16343,-32064,-178.71,20452,18337,-11496,2915,-,9855,-,1406,-15242,62725,-33072,-1155,-,33074,Upgrade
23,Free Cash Flow Per Share,-1552.74,2461.87,5542.04,2185.43,-4291.23,-23.25,2559.91,2392.58,-1511.43,384.42,-,1273.21,-,146.52,-2041.58,8175.22,-4281.82,-150.69,-,4143.41,Upgrade
24,Dividend Per Share,-,-,-,-,3350.000,-,-,-,2750.000,-,-,-,2400.000,-,-,-,2200.000,-,-,-,Upgrade
25,Dividend Growth,-,-,-,-,21.82%,-,-,-,14.58%,-,-,-,9.09%,-,-,-,-,-,-,-,Upgrade
26,Gross Margin,9.91%,9.89%,9.04%,9.33%,9.23%,8.91%,8.75%,6.71%,5.69%,5.72%,6.43%,5.35%,6.37%,11.05%,9.82%,10.04%,5.97%,11.43%,12.11%,7.97%,Upgrade
27,Operating Margin,3.82%,1.33%,3.02%,2.17%,2.49%,2.49%,1.91%,2.15%,1.92%,0.72%,2.21%,1.27%,2.00%,0.83%,3.73%,1.99%,1.68%,2.61%,2.43%,1.59%,Upgrade
28,Profit Margin,3.98%,0.43%,2.51%,1.95%,2.29%,2.51%,1.49%,1.81%,1.47%,1.75%,2.29%,1.44%,1.63%,0.99%,4.06%,2.88%,1.47%,3.24%,2.79%,1.69%,Upgrade
29,Free Cash Flow Margin,-3.06%,3.53%,11.98%,4.44%,-6.82%,-0.06%,6.20%,6.09%,-2.70%,0.78%,-,2.86%,-,0.93%,-5.92%,29.85%,-8.89%,-0.61%,-,14.77%,Upgrade
30,EBITDA,16353,5891,12990,10583,14255,10455,8830,9004,10687,5060,11862,6776,8359,3621,12044,6488,8666,7255,7270,5947,Upgrade
31,EBITDA Margin,4.43%,1.93%,3.78%,2.87%,3.03%,3.28%,2.68%,2.99%,2.51%,1.36%,2.78%,1.97%,2.78%,2.40%,4.68%,3.09%,2.33%,3.84%,3.61%,2.66%,Upgrade
32,D&A For EBITDA,2249,1844,2617,2610,2532,2521,2522,2529,2529,2359,2396,2397,2353,2361,2452,2314,2422,2328,2382,2387,Upgrade
33,EBIT,14104,4048,10374,7973,11724,7934,6308,6475,8159,2701,9466,4379,6007,1260,9593,4174,6244,4927,4888,3560,Upgrade
34,EBIT Margin,3.82%,1.33%,3.02%,2.17%,2.49%,2.49%,1.91%,2.15%,1.92%,0.72%,2.21%,1.27%,2.00%,0.83%,3.73%,1.99%,1.68%,2.61%,2.43%,1.59%,Upgrade
35,Effective Tax Rate,19.92%,30.13%,18.54%,16.55%,13.74%,18.38%,24.84%,20.05%,13.05%,4.75%,9.18%,8.06%,11.91%,3.20%,9.55%,6.34%,11.68%,8.79%,9.31%,9.10%,Upgrade
36,Revenue as Reported,369224,304774,343738,368122,470353,318321,329988,301126,425526,373319,427444,344116,300575,150919,257456,210157,371991,188972,201461,223951,Upgrade
