,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,29.05,100,97.46,71.08,124.22,99.21,73.98,39.04,49.1,47.65
1,Cash & Short-Term Investments,29.05,100,97.46,71.08,124.22,99.21,73.98,39.04,49.1,47.65
2,Cash Growth,-70.19%,40.68%,-21.55%,-28.35%,67.91%,154.12%,50.68%,-18.07%,12.78%,-57.23%
3,Accounts Receivable,290.57,256.95,176.88,171.94,135.56,119.01,134.11,178.39,175.66,204.67
4,Other Receivables,0.15,0.59,-,-,0.3,1.51,2.91,5.57,9.51,5.11
5,Receivables,290.72,257.54,176.88,171.94,135.86,120.53,137.03,183.96,185.17,209.79
6,Prepaid Expenses,5.07,0.88,-,-,0.61,3.51,0.33,4.68,-,0.44
7,Restricted Cash,-,-,-,-,5.22,-,5.22,5.22,5.22,24.39
8,Other Current Assets,35.13,34.15,14.98,25.18,15.75,24.36,16.95,16.63,14.94,0.15
9,Total Current Assets,359.98,392.56,289.32,268.2,281.66,247.6,233.5,249.53,254.42,282.42
10,"Property, Plant & Equipment",20.17,21.71,24.9,35.18,44.15,45.13,46.23,47.44,55.29,64.9
11,Long-Term Investments,1,1,-,-,-,-,-,-,-,-
12,Long-Term Accounts Receivable,-,-,0.17,0.17,-,-,-,-,-,-
13,Long-Term Deferred Tax Assets,-,-,-,-,-,0.34,-,-,-,-
14,Other Long-Term Assets,3.49,3.91,4.04,4.48,4.66,4.79,4.9,5.14,4.77,4.74
15,Total Assets,384.63,419.18,318.42,308.03,330.48,297.86,284.63,302.11,314.48,352.06
16,Accounts Payable,26.57,80.16,34.58,36.7,60.9,32.36,19.99,32.21,26.01,56.13
17,Accrued Expenses,6.21,4.04,3.12,3.52,2.5,2.56,2.62,2.77,2.5,2.57
18,Short-Term Debt,48.63,58.4,4.01,1.88,4.14,6.64,11.35,11.39,14.92,18.38
19,Current Portion of Long-Term Debt,2.04,0.11,-,-,-,-,-,-,-,-
20,Current Portion of Leases,2.03,0.81,0.91,0.88,0.12,0.49,0.73,0.72,0.12,0.49
21,Current Income Taxes Payable,3.74,1.59,0.21,-,-,-,-,-,-,-
22,Current Unearned Revenue,0.46,0.46,0.56,0.1,0.36,0.05,0.17,0.18,1.6,0.69
23,Other Current Liabilities,1.81,1.48,1.41,0.27,1.21,0.41,-,1.36,-,-
24,Total Current Liabilities,91.47,147.03,44.78,43.35,69.23,42.5,34.85,48.62,45.17,78.25
25,Long-Term Debt,-,2,2,-,-,-,-,-,-,-
26,Long-Term Leases,2.82,0.52,0.16,0.62,-,-,0.12,0.49,-,-
27,Long-Term Deferred Tax Liabilities,1.2,1.79,2.46,0.78,0.9,-,5.4,5.07,5.93,5.77
28,Total Liabilities,95.49,151.35,49.4,44.74,70.13,42.5,40.38,54.18,51.1,84.02
29,Common Stock,14.4,12,12,12,12,12,12,12,12,12
30,Additional Paid-In Capital,109.55,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9
31,Retained Earnings,163.8,157.89,159.09,153.7,150.76,145.78,134.67,138.34,153.8,158.45
32,Comprehensive Income & Other,0.96,0.71,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
33,Total Common Equity,288.71,267.5,268.67,263.28,260.34,255.36,244.25,247.93,263.38,268.04
34,Minority Interest,0.43,0.34,0.36,-,-,-,-,-,-,-
35,Shareholders' Equity,289.14,267.84,269.03,263.28,260.34,255.36,244.25,247.93,263.38,268.04
36,Total Liabilities & Equity,384.63,419.18,318.42,308.03,330.48,297.86,284.63,302.11,314.48,352.06
37,Total Debt,55.51,61.83,7.07,3.38,4.26,7.13,12.2,12.6,15.05,18.86
38,Net Cash (Debt),-26.46,38.17,90.39,67.71,119.96,92.08,61.78,26.44,34.05,28.79
39,Net Cash Growth,-,-43.63%,-24.65%,-26.47%,94.17%,248.21%,81.44%,-8.15%,62.28%,-72.73%
40,Net Cash Per Share,-0.18,0.32,0.75,0.56,1.00,0.77,0.51,0.22,0.28,0.24
41,Filing Date Shares Outstanding,144,120,120,120,120,120,120,120,120,120
42,Total Common Shares Outstanding,144,120,120,120,120,120,120,120,120,120
43,Working Capital,268.51,245.53,244.54,224.85,212.43,205.1,198.65,200.91,209.26,204.17
44,Book Value Per Share,2.00,2.23,2.24,2.19,2.17,2.13,2.04,2.07,2.19,2.23
45,Tangible Book Value,288.71,267.5,268.67,263.28,260.34,255.36,244.25,247.93,263.38,268.04
46,Tangible Book Value Per Share,2.00,2.23,2.24,2.19,2.17,2.13,2.04,2.07,2.19,2.23
47,Machinery,177.35,177.06,173.01,172.87,172.87,163.16,156.96,148.96,148.39,146.76
48,Leasehold Improvements,0.24,0.24,0.24,0.24,-,-,-,-,-,-
