,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,282,50,158,168,218,230,276,179,204,149,186
1,Market Cap Growth,-70.00%,-70.00%,-27.47%,-27.08%,-20.87%,28.86%,35.29%,20.16%,9.68%,-62.42%,-28.90%
2,Enterprise Value,309,13,68,100,98,138,214,152,170,120,165
3,Last Close Price,0.98,0.22,0.84,0.89,1.16,1.22,1.47,0.95,1.08,0.79,0.99
4,PE Ratio,27.43,10.69,-,20.17,27.57,14.32,37.14,-,-,-,-
5,PS Ratio,0.12,0.05,0.17,0.21,0.28,0.38,0.45,0.24,0.22,0.19,0.37
6,PB Ratio,0.49,0.17,0.59,0.62,0.83,0.88,1.08,0.73,0.82,0.56,0.69
7,P/TBV Ratio,0.17,0.17,0.59,0.63,0.83,0.88,1.08,0.73,0.82,0.56,0.69
8,P/FCF Ratio,-,-,-,-4.70,-,4.12,4.37,6.08,-,14.40,-2.52
9,P/OCF Ratio,-,-,-,-4.75,-,3.13,3.51,4.62,-,7.62,-4.05
10,EV/Sales Ratio,0.28,0.01,0.07,0.13,0.13,0.23,0.35,0.21,0.18,0.15,0.32
11,EV/EBITDA Ratio,14.12,0.63,2.70,3.84,4.28,4.62,11.41,-14.22,-,-79.53,-
12,EV/EBIT Ratio,41.57,1.69,-,17.91,-,13.24,284.87,-,-,-,-
13,EV/FCF Ratio,-2.97,-,-,-2.80,-,2.47,3.39,5.18,-,11.62,-2.23
14,Debt / Equity Ratio,0.19,0.19,0.23,0.03,0.01,0.02,0.03,0.05,0.05,0.06,0.07
15,Debt / FCF Ratio,-,-,-,-0.20,-,0.08,0.11,0.41,-,1.46,-0.26
16,Return on Capital Employed (ROCE),2.54%,2.54%,-,2.05%,-,4.00%,0.29%,-,-,-,-
17,Earnings Yield,1.67%,9.36%,2.64%,4.96%,3.63%,6.98%,2.69%,-10.70%,-9.86%,-12.85%,-10.80%
18,FCF Yield,-36.93%,-206.83%,-11.64%,-21.30%,-8.78%,24.28%,22.88%,16.46%,-2.40%,6.94%,-39.74%
19,Buyback Yield / Dilution,-10.00%,-20.00%,-,-,-,-,-,-,-,-,-
20,Total Shareholder Return,-10.00%,-20.00%,-,-,-,-,-,-,-,-,-
