,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,131.99,399.3,1446,1397,1024,782.25,1181,957.62,629.06,706.69,Upgrade
1,Short-Term Investments,264.32,1328,376.22,499.88,228.89,458.33,222.53,243.24,137.46,173.05,Upgrade
2,Trading Asset Securities,224.87,151.29,105.65,244.58,210.82,15.08,2.21,1.64,5.87,49.43,Upgrade
3,Cash & Short-Term Investments,621.19,1879,1928,2142,1464,1256,1406,1203,772.38,929.17,Upgrade
4,Cash Growth,-67.79%,-12.27%,31.74%,70.57%,4.13%,4.42%,82.00%,29.42%,81.09%,84.16%,Upgrade
5,Accounts Receivable,116.29,130.81,218.83,132.51,104.28,102.34,142.44,92.64,141.75,63.21,Upgrade
6,Other Receivables,-,103.68,80.66,75.41,66.13,-,22.46,-,20.32,-,Upgrade
7,Receivables,116.29,234.53,299.53,207.96,170.44,102.49,166.58,94.76,164.49,65.4,Upgrade
8,Inventory,31.1,50.86,53.35,51.52,59.94,49.9,44.36,34.89,31.75,24.18,Upgrade
9,Prepaid Expenses,-,11.58,1.99,3.95,2.13,-,5.48,-,3.68,-,Upgrade
10,Restricted Cash,17.92,9.64,33.07,25.48,27.2,3.32,1.44,2.55,7.47,-,Upgrade
11,Other Current Assets,48.49,28.7,36.91,37.65,41.53,86.44,15.49,36.65,13.41,40.89,Upgrade
12,Total Current Assets,834.98,2214,2353,2468,1765,1498,1639,1371,993.17,1060,Upgrade
13,"Property, Plant & Equipment",595.62,813.72,728.73,686.45,624.67,548.73,486.91,436.99,379.23,312.18,Upgrade
14,Long-Term Investments,3790,96.73,85.41,35.87,16.03,18.72,18.47,14.56,13.99,8.07,Upgrade
15,Goodwill,1.34,1.35,1.36,2.5,2.55,14.08,14.15,14.13,14.12,15.21,Upgrade
16,Other Intangible Assets,13.04,16.08,18.65,22.62,23.81,25.47,26.42,27.26,26.02,27.35,Upgrade
17,Long-Term Accounts Receivable,-,0.23,0.29,0.33,0.4,-,-,-,-,-,Upgrade
18,Long-Term Deferred Tax Assets,27.74,15.13,16.51,16.46,15.05,6.34,5.09,3.09,3.7,3.95,Upgrade
19,Other Long-Term Assets,15.81,174.31,183.26,151.75,98.93,33.16,43.77,20.69,17.17,13.41,Upgrade
20,Total Assets,5278,3332,3387,3384,2546,2144,2234,1888,1447,1440,Upgrade
21,Accounts Payable,29.84,59.21,39.96,40.33,55.76,32.87,30.18,27.24,23.38,22.73,Upgrade
22,Accrued Expenses,69.86,188.69,164.77,185.58,210.03,133.83,156.11,144.37,114.4,71.79,Upgrade
23,Short-Term Debt,88.75,31.02,56.94,34.94,33.23,6.26,-,20,44.06,48.01,Upgrade
24,Current Portion of Long-Term Debt,-,-,0.07,0.28,0.45,0.44,0.52,0.54,0.58,0.56,Upgrade
25,Current Portion of Leases,7.52,14.46,8.87,9.45,11.1,7.39,7.51,4.75,2.59,2.35,Upgrade
26,Current Income Taxes Payable,9.39,15.58,18.13,17.99,16.15,5.04,15.72,5.25,3.53,3.56,Upgrade
27,Current Unearned Revenue,47.36,122.96,98.58,43.73,44.33,101.83,35.47,88.12,84.79,62.67,Upgrade
28,Other Current Liabilities,54.63,101.08,107.49,105.62,174.93,225.18,167.79,131.01,54.58,67.02,Upgrade
29,Total Current Liabilities,307.34,533,494.81,437.9,545.98,512.83,413.31,421.29,327.91,278.69,Upgrade
30,Long-Term Debt,570.48,846.15,712.72,771.21,567.23,461.43,381.86,18.21,1.26,1.49,Upgrade
31,Long-Term Leases,56.99,97.6,63.91,65.61,44.01,25.64,27.35,12.3,6.51,6.11,Upgrade
32,Long-Term Unearned Revenue,-,2.7,47.96,16.43,2.01,245.78,15.54,266.56,288.55,260.38,Upgrade
33,Long-Term Deferred Tax Liabilities,5.84,7.51,5.62,5.89,8.01,9.94,7.73,9.8,7.03,7.7,Upgrade
34,Other Long-Term Liabilities,14.26,20.71,17.93,1.24,16.48,0.31,0.4,0.55,0.55,-,Upgrade
35,Total Liabilities,954.91,1508,1343,1298,1184,1256,846.18,728.71,631.82,554.36,Upgrade
36,Common Stock,2.14,2.13,2.12,2.12,2.11,2.11,2.1,2.08,1.95,1.92,Upgrade
37,Additional Paid-In Capital,1982,1975,1939,1924,1473,1357,1274,1255,1067,1051,Upgrade
38,Retained Earnings,-,-772.84,-597.73,-595.83,-502.25,-654.07,-275.4,-266.13,-175.01,-83.15,Upgrade
39,Treasury Stock,-6.09,-8.31,-9.45,-9.5,-11.92,-12.36,-15.75,-16.33,-16.71,-17.23,Upgrade
40,Comprehensive Income & Other,2344,19.28,56.87,34.12,49.57,64.43,60.78,35.87,24.92,-8.88,Upgrade
41,Total Common Equity,4321,1215,1391,1355,1011,757.35,1046,1011,901.71,943.36,Upgrade
42,Minority Interest,2.19,609.29,653.28,731.44,352.13,131.01,341.7,148.48,-86.11,-57.91,Upgrade
43,Shareholders' Equity,4323,1824,2044,2086,1363,888.36,1388,1159,815.59,885.45,Upgrade
44,Total Liabilities & Equity,5278,3332,3387,3384,2546,2144,2234,1888,1447,1440,Upgrade
45,Total Debt,723.74,989.23,842.5,881.48,656.02,501.15,417.24,55.8,55,58.51,Upgrade
46,Net Cash (Debt),-102.55,889.79,1086,1260,807.69,754.51,988.47,1147,717.38,870.66,Upgrade
47,Net Cash Growth,-,-29.40%,34.43%,67.04%,-18.29%,-34.20%,37.79%,31.70%,78.28%,81.44%,Upgrade
48,Net Cash Per Share,-,0.42,0.51,0.60,0.38,0.36,0.47,0.58,0.37,0.46,Upgrade
49,Filing Date Shares Outstanding,2145,2126,2124,2119,2111,2112,2096,2080,1953,1918,Upgrade
50,Total Common Shares Outstanding,2145,2126,2123,2119,2111,2112,2096,2080,1953,1918,Upgrade
51,Working Capital,527.64,1681,1858,2030,1219,984.98,1226,950.05,665.26,780.96,Upgrade
52,Book Value Per Share,2.01,0.57,0.66,0.64,0.48,0.36,0.50,0.49,0.46,0.49,Upgrade
53,Tangible Book Value,4307,1197,1371,1329,984.18,717.81,1005,969.49,861.57,900.8,Upgrade
54,Tangible Book Value Per Share,2.01,0.56,0.65,0.63,0.47,0.34,0.48,0.47,0.44,0.47,Upgrade
55,Land,320.67,-,350.49,-,265.52,-,188.58,-,175.82,-,Upgrade
56,Machinery,311.68,-,319.62,-,257.2,-,224.78,-,184.07,-,Upgrade
57,Construction In Progress,129.37,-,131.6,-,142.06,-,91.22,-,66.44,-,Upgrade
