,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,981.82,1013,1142,1271,1109,1078,1026,499.4,197.56,180.72
1,Revenue Growth (YoY),-14.04%,-20.26%,3.02%,17.93%,8.02%,115.78%,419.57%,176.35%,38.79%,36.23%
2,Cost of Revenue,642.68,680.93,736.22,800.18,763.78,742.93,710.18,294.65,97.44,96.73
3,Gross Profit,339.15,332.46,405.97,470.71,344.97,334.71,316.28,204.75,100.12,83.98
4,"Selling, General & Admin",174.77,205.82,203.84,206.05,198.41,185.18,135.11,84.26,39,30.59
5,Research & Development,42.83,51.27,76.7,94.92,40.92,54.91,37.48,43.72,22.32,29.34
6,Other Operating Expenses,4.69,-0.56,0.56,-1.5,4.87,0.11,-0.11,2.6,0.43,1.81
7,Operating Expenses,222.28,264.66,281.09,305.51,244.19,241.61,172.48,130.57,61.76,61.74
8,Operating Income,116.86,67.81,124.88,165.2,100.78,93.1,143.8,74.18,38.36,22.24
9,Interest Expense,-31.35,-88.6,-87.98,-95.58,-89.1,-87.01,-96.1,-23.54,-38.59,-1.39
10,Interest & Investment Income,9.01,14.03,13.34,10.69,10.91,10.4,16.17,8.86,7.85,8.09
11,Earnings From Equity Investments,-,-,-,-,-,-,-,-0.17,-0.32,-0.97
12,Currency Exchange Gain (Loss),10.06,-10.97,-,-58.26,-88.13,23.36,8.05,-8.71,8.71,17.18
13,Other Non Operating Income (Expenses),16.51,193.43,-27.7,-14.69,10.36,188.61,-0.56,68.51,-610.65,4.03
14,EBT Excluding Unusual Items,121.09,175.7,22.53,7.36,-55.17,228.47,71.36,119.13,-594.64,49.19
15,Gain (Loss) on Sale of Investments,64.43,-25.9,14.22,-353.94,-10.24,-4.09,59.25,46.59,66.66,172.58
16,Gain (Loss) on Sale of Assets,-,0.3,-,-1.13,-0.77,0.16,-5.36,0.47,1.15,0
17,Asset Writedown,-,-25.19,-,-6.57,-,-1.44,-0.65,-,-,-
18,Other Unusual Items,-,-217.63,-,-41.41,2.71,2.55,-2.55,-,4.45,-
19,Pretax Income,185.52,-92.71,36.75,-395.69,-63.47,225.65,122.05,166.18,-522.39,221.77
20,Income Tax Expense,41.28,20.74,23.09,23.31,21.75,20.89,26.25,14.78,7.88,2.39
21,Earnings From Continuing Operations,144.24,-113.45,13.66,-419,-85.22,204.76,95.8,151.4,-530.27,219.38
22,Minority Interest in Earnings,-27.43,-3.68,-12.65,-18.27,-5.98,-2.23,-10.78,-8.01,-,-
23,Net Income,116.81,-117.13,1.01,-437.27,-91.2,202.53,85.02,143.39,-530.27,219.38
24,Net Income to Common,116.81,-117.13,1.01,-437.27,-91.2,202.53,85.02,143.39,-530.27,219.38
25,Net Income Growth,11430.90%,-,-,-,-,41.24%,-,-34.64%,-,451.97%
26,Shares Outstanding (Basic),2142,1966,1915,1915,1915,1909,1915,1736,1407,1589
27,Shares Outstanding (Diluted),2142,2140,1917,1915,1964,2008,1934,1736,1407,1639
28,Shares Change (YoY),11.73%,11.75%,-2.40%,-4.59%,1.56%,15.65%,37.44%,5.91%,5.73%,36.28%
29,EPS (Basic),0.05,-0.06,0.00,-0.23,-0.05,0.11,0.04,0.08,-0.38,0.14
30,EPS (Diluted),0.05,-0.14,0.00,-0.23,-0.05,0.04,0.04,0.08,-0.38,0.14
31,EPS Growth,9369.70%,-,-,-,-,-47.92%,-,-40.80%,-,276.41%
32,Free Cash Flow,23.98,-20.12,215.84,180.79,-44.06,-285.02,-202.33,-521.27,-28.18,-7.12
33,Free Cash Flow Per Share,0.01,-0.01,0.11,0.09,-0.02,-0.14,-0.10,-0.30,-0.02,-0.00
34,Dividend Per Share,-,-,-,-,-,-,-,0.008,0.015,0.014
35,Dividend Growth,-,-,-,-,-,-,-,-42.32%,252.48%,-
36,Operating Margin,11.90%,6.69%,10.93%,13.00%,9.09%,8.64%,14.01%,14.85%,19.42%,12.31%
37,Profit Margin,11.90%,-11.56%,0.09%,-34.41%,-8.23%,18.79%,8.28%,28.71%,-268.41%,121.39%
38,Free Cash Flow Margin,2.44%,-1.98%,18.90%,14.23%,-3.97%,-26.45%,-19.71%,-104.38%,-14.26%,-3.94%
39,EBITDA,215.46,162.88,228.13,252.08,184.28,162.35,207.59,113.59,50.76,32.21
40,D&A For EBITDA,98.6,95.07,103.26,86.88,83.5,69.24,63.79,39.41,12.4,9.97
41,EBIT,116.86,67.81,124.88,165.2,100.78,93.1,143.8,74.18,38.36,22.24
