,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1036,1036,1074,678.57,712.2,800.95,669,2308,1521,904.09
1,Short-Term Investments,-,-,-,-,-,-,350,-,355.93,-
2,Trading Asset Securities,-,-,-,-,-,-,154.93,49.5,95.65,29.63
3,Cash & Short-Term Investments,1036,1036,1074,678.57,712.2,800.95,1174,2358,1973,933.72
4,Cash Growth,-3.52%,52.72%,50.75%,-15.28%,-39.33%,-66.03%,-40.50%,152.53%,57.92%,500.25%
5,Accounts Receivable,446.72,407.41,345.24,445.97,480,429.7,438.38,320.51,69.64,57.51
6,Other Receivables,-,136.13,-,59.41,79.27,102.2,63.5,82.56,10.13,10.51
7,Receivables,446.72,543.53,345.24,505.38,559.28,531.9,501.88,403.07,79.77,68.01
8,Inventory,225.51,259.71,277.51,326.03,251.34,231.72,148.51,164.75,9.67,8.53
9,Prepaid Expenses,-,5.95,-,7.94,7.03,7.26,5.51,5.93,1.56,1.34
10,Restricted Cash,-,-,-,-,-,-,-,-,71.61,-
11,Other Current Assets,222.09,185.41,474.88,420.88,423.71,411.95,430.05,419.85,38.65,82.82
12,Total Current Assets,1930,2031,2171,1939,1954,1984,2260,3352,2174,1094
13,"Property, Plant & Equipment",1661,1655,1915,1937,1785,1724,1380,737.01,314.96,156.99
14,Long-Term Investments,977.41,1038,1095,1047,1344,1247,1111,924.53,764.03,627.08
15,Goodwill,2156,2156,2156,2156,2156,2156,2156,1848,-,-
16,Other Intangible Assets,393.3,420.67,448.44,476.06,503.7,531.44,558.86,469.46,-,-
17,Long-Term Accounts Receivable,6.11,5.25,4.71,6.43,15.86,16.12,18.51,15.38,10.73,5.41
18,Long-Term Deferred Tax Assets,21.85,21.19,20.15,18.18,10.6,7.63,9.57,9.94,7.19,3.79
19,Other Long-Term Assets,34.31,122.76,336.64,340.97,383.48,378.73,411.2,798.49,27,11.1
20,Total Assets,7180,7450,8148,7921,8153,8045,7906,8154,3298,1899
21,Accounts Payable,247.48,245.76,281.4,326.13,277.62,281.05,337.42,295.7,6.28,7.55
22,Accrued Expenses,106.37,133.35,156.54,140.37,97.96,105.85,85.17,147.68,28.58,20.74
23,Short-Term Debt,378.23,538.03,356.53,373.94,238.7,228.9,201,25,-,-
24,Current Portion of Long-Term Debt,271.84,411.48,1925,1540,196.6,4.15,0.57,130.55,15.9,0.53
25,Current Portion of Leases,3.01,2.93,3.64,2.27,2.2,5.69,10.56,11.41,10.92,24.46
26,Current Income Taxes Payable,14.33,32.02,8.91,41.63,34.93,41.31,39.79,15.76,9.65,11.4
27,Current Unearned Revenue,55.27,36.42,43.86,44.24,62.43,50.01,43.46,13.39,1.82,0.64
28,Other Current Liabilities,90.6,134.19,376.97,204,217.21,209.64,283.46,96.18,61.01,7.65
29,Total Current Liabilities,1167,1534,3153,2673,1128,926.6,1001,735.67,134.16,72.96
30,Long-Term Debt,861.2,922.01,589.05,880.96,2345,2388,2142,2799,538.7,1.34
31,Long-Term Leases,26.73,28.76,30.06,25.8,27.13,27.77,24.59,3.91,9.19,23.08
32,Long-Term Unearned Revenue,33.45,55.02,61.17,73.12,61.81,75.27,74.19,22.71,20.29,15.84
33,Long-Term Deferred Tax Liabilities,80.43,69.19,87.41,92.2,105.6,117.73,127.73,119.18,9.91,8.16
34,Other Long-Term Liabilities,1209,1153,586.27,571.5,554.65,595.85,741.16,717.14,687.04,-
35,Total Liabilities,3378,3762,4507,4316,4222,4131,4111,4397,1399,121.39
36,Common Stock,0.37,0.37,0.33,0.33,0.33,0.33,0.33,0.32,0.28,0.26
37,Additional Paid-In Capital,3874,3874,3637,3637,3637,3637,3666,3651,1941,1299
38,Retained Earnings,-177.7,-294.51,-177.38,-178.4,258.88,350.08,147.55,62.53,-80.86,449.41
39,Treasury Stock,-134.65,-134.65,-134.65,-134.65,-134.65,-134.65,-99.2,-52.68,-,-
40,Comprehensive Income & Other,226.51,242.54,315.11,280.48,169.2,60.65,79.86,95.9,38.56,29.05
41,Total Common Equity,3789,3688,3640,3605,3931,3913,3794,3757,1899,1777
42,Minority Interest,13,-,-,-,-,-,-,-,-,-
43,Shareholders' Equity,3802,3688,3640,3605,3931,3913,3794,3757,1899,1777
44,Total Liabilities & Equity,7180,7450,8148,7921,8153,8045,7906,8154,3298,1899
45,Total Debt,1541,1903,2905,2823,2810,2655,2379,2970,574.71,49.41
46,Net Cash (Debt),-505.18,-866.9,-1831,-2144,-2097,-1854,-1205,-611.56,1398,884.31
47,Net Cash Growth,-,-,-,-,-,-,-,-,16.98%,-
48,Net Cash Per Share,-0.24,-0.41,-0.96,-1.12,-1.07,-0.92,-0.62,-0.35,0.99,0.54
49,Filing Date Shares Outstanding,2142,2142,1915,1915,1915,1915,1912,1912,1687,1562
50,Total Common Shares Outstanding,2142,2142,1915,1915,1915,1915,1912,1912,1687,1562
51,Working Capital,763.01,496.74,-982,-733.75,825.9,1057,1258,2616,2040,1021
52,Book Value Per Share,1.77,1.72,1.90,1.88,2.05,2.04,1.98,1.97,1.13,1.14
53,Tangible Book Value,1239,1111,1035,972.23,1271,1225,1079,1440,1899,1777
54,Tangible Book Value Per Share,0.58,0.52,0.54,0.51,0.66,0.64,0.56,0.75,1.13,1.14
55,Buildings,-,558.65,-,553.56,-,293.19,-,107.01,-,17.92
56,Machinery,-,805.36,-,703.13,-,552.49,-,339.45,-,105.73
57,Construction In Progress,-,338.48,-,469.88,-,542.03,-,132.07,-,11.98
58,Leasehold Improvements,-,26.29,-,26.29,-,37.07,-,33.64,-,18.97
59,Order Backlog,-,-,-,-,-,-,848,-,493,-
