,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,432.09,700.64,543.92,284.58,190.19,311.64,289.22,318.09,205.86,211.68
1,Revenue Growth (YoY),-20.56%,146.20%,185.99%,-8.68%,-34.24%,-2.03%,40.49%,50.27%,-7.67%,-51.11%
2,Cost of Revenue,430.59,679.04,533.9,270.36,189.15,305.14,287.18,315.24,204.43,211.64
3,Gross Profit,1.5,21.6,10.02,14.23,1.04,6.51,2.04,2.85,1.43,0.03
4,"Selling, General & Admin",9.28,12.86,9.5,11.27,9.87,11.99,8.61,10.91,10.45,11.46
5,Operating Expenses,11.95,50.7,10.83,11.38,10.21,12.7,8.47,10.72,10.43,12.47
6,Operating Income,-10.45,-29.11,-0.81,2.85,-9.17,-6.19,-6.43,-7.86,-8.99,-12.44
7,Interest Expense,-1.42,-1.5,-1.48,-1.48,-1.54,-1.59,-1.41,-1.37,-1.43,-1.35
8,Interest & Investment Income,3.97,2.64,3.61,1.52,1.19,0.14,0.15,0.22,0.6,0.05
9,Currency Exchange Gain (Loss),0,-,-0,0,-0.01,0,0,0.01,0.01,-0
10,Other Non Operating Income (Expenses),1.63,-1.49,0.99,0.74,0.64,-0.44,1.47,0.91,0.29,0.26
11,EBT Excluding Unusual Items,-6.27,-29.46,2.3,3.64,-8.89,-8.08,-6.22,-8.1,-9.53,-13.48
12,Gain (Loss) on Sale of Investments,15.73,-7.8,-8.86,11.12,-10.56,1.8,-,-,-,-
13,Other Unusual Items,-,-,-,1.37,15.21,-,-,20.95,0.79,-
14,Pretax Income,9.45,-37.26,-6.55,16.13,-4.24,-6.28,-6.22,12.85,-8.73,-13.48
15,Income Tax Expense,-,-,-,-,-,-,-,2.74,-1.25,-1.63
16,Net Income,9.45,-37.26,-6.55,16.13,-4.24,-6.28,-6.22,10.12,-7.49,-11.85
17,Net Income to Common,9.45,-37.26,-6.55,16.13,-4.24,-6.28,-6.22,10.12,-7.49,-11.85
18,Shares Outstanding (Basic),1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
19,Shares Outstanding (Diluted),1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
20,EPS (Basic),0.01,-0.02,-0.00,0.01,-0.00,-0.00,-0.00,0.01,-0.00,-0.01
21,EPS (Diluted),0.01,-0.02,-0.00,0.01,-0.00,-0.00,-0.00,0.01,-0.00,-0.01
22,Free Cash Flow,-79.07,36.52,-20.73,49.35,-1.07,-1.49,-15.9,11.92,-9.87,16.78
23,Free Cash Flow Per Share,-0.05,0.02,-0.01,0.03,-0.00,-0.00,-0.01,0.01,-0.01,0.01
24,Operating Margin,-2.42%,-4.15%,-0.15%,1.00%,-4.82%,-1.99%,-2.22%,-2.47%,-4.37%,-5.88%
25,Profit Margin,2.19%,-5.32%,-1.20%,5.67%,-2.23%,-2.02%,-2.15%,3.18%,-3.64%,-5.60%
26,Free Cash Flow Margin,-18.30%,5.21%,-3.81%,17.34%,-0.56%,-0.48%,-5.50%,3.75%,-4.80%,7.93%
27,EBITDA,-6.42,-24.47,5.09,9.66,-2.88,1.96,1.7,0.23,-4.44,-8.69
28,D&A For EBITDA,4.04,4.63,5.9,6.81,6.29,8.15,8.13,8.1,4.55,3.75
29,EBIT,-10.45,-29.11,-0.81,2.85,-9.17,-6.19,-6.43,-7.86,-8.99,-12.44
