,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,48,57,42,42,55,53,73,84,60,49,78,Upgrade
1,Market Cap Growth,34.48%,34.48%,-23.16%,-20.69%,-25.00%,-36.26%,23.08%,71.70%,-23.53%,-66.88%,-45.86%,Upgrade
2,Enterprise Value,-5,12,-13,-8,-3,-14,-8,39,12,21,42,Upgrade
3,Last Close Price,0.19,0.24,0.20,0.23,0.30,0.29,0.40,0.46,0.61,0.50,0.80,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,272.40,-,-,Upgrade
5,PS Ratio,0.52,0.73,0.52,0.46,0.68,0.99,0.93,0.74,0.74,0.70,0.72,Upgrade
6,PB Ratio,1.67,-3.00,-2.39,-2.51,-5.89,-103.36,6.59,5.03,-2.36,-1.53,-4.19,Upgrade
7,P/TBV Ratio,2.17,2.17,1.55,1.49,1.58,1.23,1.39,1.41,3.76,3.90,5.95,Upgrade
8,P/FCF Ratio,-,-,-,-11.35,-,-,-,-,18.77,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-11.39,-,-,-,-,18.73,-,-,Upgrade
10,EV/Sales Ratio,0.15,0.15,-,-,-,-,-,0.35,0.15,0.31,0.38,Upgrade
11,EV/FCF Ratio,0.24,-,-,-,-,-,-,-,3.72,-,-,Upgrade
12,Debt / Equity Ratio,-0.06,-0.06,-0.75,-0.05,-0.14,-5.69,0.68,0.02,-1.59,-0.56,-1.00,Upgrade
13,Debt / FCF Ratio,-,-,-,-0.22,-,-,-,-,12.68,-,-,Upgrade
14,Earnings Yield,-29.45%,-24.72%,-29.82%,-29.02%,-26.10%,-26.03%,-13.52%,-0.51%,0.37%,-46.43%,-33.45%,Upgrade
15,FCF Yield,-42.16%,-35.40%,-26.52%,-8.81%,-27.99%,-35.89%,-17.81%,3.10%,5.33%,-17.74%,-21.33%,Upgrade
16,Buyback Yield / Dilution,-16.28%,-17.43%,-15.13%,-,0.07%,-9.44%,-80.76%,-82.75%,-10.72%,-,-,Upgrade
17,Total Shareholder Return,-16.28%,-17.43%,-15.13%,-,0.07%,-9.44%,-80.76%,-82.75%,-10.72%,-,-,Upgrade
