,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,849.95,820.69,676.55,1065,179.59,401.58,280.14,240.98,86.73,91.35,Upgrade
1,Revenue Growth (YoY),25.63%,-22.96%,276.71%,165.27%,-35.89%,66.64%,223.01%,163.79%,-13.34%,-,Upgrade
2,Cost of Revenue,631.19,702.38,626.98,989.36,116.01,264.72,180.14,190.86,64.34,90.33,Upgrade
3,Gross Profit,218.76,118.31,49.57,75.91,63.59,136.86,100.01,50.12,22.39,1.02,Upgrade
4,"Selling, General & Admin",72.61,43.89,22.67,32.79,23.95,-14.88,27.7,24.19,22.06,35.46,Upgrade
5,Operating Expenses,72.61,52.88,22.67,37.65,23.95,32.34,27.7,44.7,22.06,35.46,Upgrade
6,Operating Income,146.15,65.44,26.9,38.26,39.64,104.52,72.31,5.42,0.33,-34.44,Upgrade
7,Interest Expense,-15.53,-17.33,-5.07,-3.84,-5.51,-2.44,-4.23,-,-1.92,-0.13,Upgrade
8,Interest & Investment Income,-,1.79,-,1.2,-,0.96,-,2.74,-,1.19,Upgrade
9,Currency Exchange Gain (Loss),-,1.52,-,-0.51,-,0.19,-,0.28,-,0.33,Upgrade
10,Other Non Operating Income (Expenses),2.19,6.13,0.9,-0.11,1.21,-11.73,9.81,5.65,-3.95,-2.42,Upgrade
11,EBT Excluding Unusual Items,132.81,57.55,22.72,35,35.33,91.49,77.89,14.09,-5.54,-35.48,Upgrade
12,Merger & Restructuring Charges,-,-0.8,-,-,-,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-1.85,-,-,-,-0.06,-,-,-,0.05,Upgrade
14,Asset Writedown,-,-37.13,-,-,-,-,-,-,-,-,Upgrade
15,Other Unusual Items,-,34.44,-,0.17,-,9.12,-,-12.78,-,16.95,Upgrade
16,Pretax Income,132.81,52.2,22.72,35.17,35.33,100.56,77.89,1.31,-5.54,-18.48,Upgrade
17,Income Tax Expense,42.11,8.25,6.64,8.42,5.07,20.29,2.86,-2.02,-0.7,-2.75,Upgrade
18,Earnings From Continuing Operations,90.7,43.95,16.08,26.75,30.26,80.27,75.03,3.33,-4.84,-15.73,Upgrade
19,Net Income to Company,90.7,43.95,16.08,26.75,30.26,80.27,75.03,3.33,-4.84,-15.73,Upgrade
20,Minority Interest in Earnings,1.26,-6.43,-2.15,-3.24,-3.43,-8.73,-7.89,-3.86,-0.96,1.14,Upgrade
21,Net Income,91.96,37.52,13.93,23.51,26.83,71.54,67.14,-0.53,-5.8,-14.59,Upgrade
22,Net Income to Common,91.96,37.52,13.93,23.51,26.83,71.54,67.14,-0.53,-5.8,-14.59,Upgrade
23,Net Income Growth,560.13%,59.62%,-48.08%,-67.14%,-60.04%,-,-,-,-,-,Upgrade
24,Shares Outstanding (Basic),4070,4002,3392,3392,3392,3392,3392,3392,3392,3392,Upgrade
25,Shares Outstanding (Diluted),4070,4002,3392,3401,3392,3392,3392,3392,3392,3392,Upgrade
26,Shares Change (YoY),19.99%,17.66%,-,0.25%,-,0.00%,-,-,-,-,Upgrade
27,EPS (Basic),0.02,0.01,0.00,0.01,0.01,0.02,0.02,-0.00,-0.00,-0.00,Upgrade
28,EPS (Diluted),0.02,0.01,0.00,0.01,0.01,0.02,0.02,-0.00,-0.00,-0.00,Upgrade
29,EPS Growth,450.22%,35.83%,-48.08%,-67.32%,-60.04%,-,-,-,-,-,Upgrade
30,Free Cash Flow,199.26,-69.26,-64.59,31.4,-50.21,118.06,13.27,12.55,-7.6,-37.66,Upgrade
31,Free Cash Flow Per Share,0.05,-0.02,-0.02,0.01,-0.01,0.03,0.00,0.00,-0.00,-0.01,Upgrade
32,Operating Margin,17.19%,7.97%,3.98%,3.59%,22.07%,26.03%,25.81%,2.25%,0.38%,-37.70%,Upgrade
33,Profit Margin,10.82%,4.57%,2.06%,2.21%,14.94%,17.81%,23.97%,-0.22%,-6.69%,-15.98%,Upgrade
34,Free Cash Flow Margin,23.44%,-8.44%,-9.55%,2.95%,-27.96%,29.40%,4.74%,5.21%,-8.76%,-41.22%,Upgrade
35,EBITDA,197.77,106.82,46.67,57.47,62.99,169.26,88.41,46.6,12.46,-0.28,Upgrade
36,D&A For EBITDA,51.62,41.38,19.77,19.21,23.35,64.73,16.1,41.18,12.13,34.16,Upgrade
37,EBIT,146.15,65.44,26.9,38.26,39.64,104.52,72.31,5.42,0.33,-34.44,Upgrade
