,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,135,129,167,135,193,96,145,161,260,215,222,Upgrade
1,Market Cap Growth,-4.76%,-4.76%,-13.33%,40.00%,33.33%,-40.00%,-44.44%,-25.37%,17.39%,-16.25%,-17.86%,Upgrade
2,Enterprise Value,1836,1950,1922,1797,1732,1787,1613,1584,1654,1478,1230,Upgrade
3,Last Close Price,0.04,0.04,0.05,0.04,0.06,0.03,0.04,0.05,0.08,0.07,0.07,Upgrade
4,PS Ratio,0.29,0.27,0.34,0.26,0.42,0.29,0.47,0.53,1.35,2.10,1.76,Upgrade
5,PB Ratio,-0.10,-0.10,-0.13,-0.19,-0.34,-0.20,-0.44,-3.81,4.91,1.44,0.86,Upgrade
6,P/TBV Ratio,-,-,-,-,-,-,-,25.76,2.69,1.13,0.75,Upgrade
7,P/FCF Ratio,-,-7.44,-,-,4.94,-2.04,-,-2.54,-,-0.58,-,Upgrade
8,P/OCF Ratio,5.14,5.14,-12.92,-,2.76,10.31,-,16.14,-,-7.72,-,Upgrade
9,EV/Sales Ratio,3.90,4.15,3.89,3.52,3.80,5.29,5.26,5.25,8.58,14.45,9.74,Upgrade
10,EV/FCF Ratio,-106.32,-112.92,-,-,44.40,-37.89,-,-25.04,-,-3.95,-,Upgrade
11,Debt / Equity Ratio,-1.31,-1.31,-1.48,-2.56,-3.06,-3.58,-5.77,-39.29,28.84,9.95,5.23,Upgrade
12,Debt / FCF Ratio,-,-102.56,-,-,44.77,-36.58,-,-26.21,-,-3.97,-,Upgrade
13,Earnings Yield,-465.88%,-489.17%,-427.99%,-245.49%,-171.13%,-257.08%,-139.27%,-119.34%,-84.44%,-172.23%,-154.33%,Upgrade
14,FCF Yield,-12.80%,-13.44%,-33.03%,-14.50%,20.24%,-48.94%,-44.51%,-39.36%,-28.94%,-173.69%,-105.32%,Upgrade
15,Buyback Yield / Dilution,-,-,-,0.00%,-,-,-,-,-,-,Upgrade,
16,Total Shareholder Return,-,-,-,0.00%,-,-,-,-,-,-,Upgrade,
