,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,67.18,84.64,64.94,81.99,80.35,117.41,135.79,56.86,44.54,40.63,Upgrade
1,Trading Asset Securities,-,-,0.06,0.06,5.85,5.85,5.11,5.49,7.48,7.13,Upgrade
2,Cash & Short-Term Investments,67.18,84.64,65.01,82.05,86.2,123.26,140.91,62.35,52.02,47.76,Upgrade
3,Cash Growth,3.34%,3.15%,-24.59%,-33.44%,-38.83%,97.70%,170.90%,30.56%,4.39%,-85.84%,Upgrade
4,Accounts Receivable,36.93,29.17,25.94,24.52,17.93,17.65,19.41,8.07,6.47,2.53,Upgrade
5,Other Receivables,3.19,2.27,0.31,-,-,-,-,-,-,-,Upgrade
6,Receivables,40.12,31.44,26.25,24.52,17.93,17.65,19.41,8.07,6.47,2.53,Upgrade
7,Inventory,3.86,3.62,3.96,3.6,3.58,2.99,2.14,1.75,1.72,2.11,Upgrade
8,Prepaid Expenses,31.28,30.27,27.94,28.18,22.8,34.44,43.11,38.39,41.2,38.76,Upgrade
9,Other Current Assets,0.25,4.58,-,0.62,-,-,-,-,-,-,Upgrade
10,Total Current Assets,142.68,154.53,123.16,138.96,130.5,178.35,205.56,110.56,101.4,91.16,Upgrade
11,"Property, Plant & Equipment",522.35,601.16,1108,1191,1294,1557,1540,1572,1647,1589,Upgrade
12,Long-Term Investments,15.56,18.71,42.5,21.31,11.71,13.43,0.25,-,-,-,Upgrade
13,Other Long-Term Assets,53.42,64.39,51.34,50.63,61.51,60.43,45.62,43.55,37.34,36.34,Upgrade
14,Total Assets,734,838.79,1325,1402,1498,1809,1792,1726,1786,1716,Upgrade
15,Accounts Payable,69.62,59.64,44.54,60.86,64.12,34.53,34.46,15.44,13.16,4.85,Upgrade
16,Accrued Expenses,16.41,20.34,29.32,19.34,16.52,24.37,10.37,11.95,14.77,8.26,Upgrade
17,Short-Term Debt,-,87.29,90.29,90.29,90.29,90.24,20.02,7.01,2,2,Upgrade
18,Current Portion of Leases,113.42,139.97,156.7,147.62,147.08,183.08,114.98,94.78,82.12,50.46,Upgrade
19,Current Unearned Revenue,29.78,26.58,25.36,24.87,40.77,43.1,22.88,19.33,19.79,15.22,Upgrade
20,Other Current Liabilities,133.15,52.44,54.54,59.85,79.35,61.76,57.8,50.62,56.22,39.54,Upgrade
21,Total Current Liabilities,362.37,386.25,400.74,402.83,438.12,437.09,260.52,199.13,188.05,120.32,Upgrade
22,Long-Term Debt,954.47,889.71,708.08,595.63,487.79,452.48,461.08,325.95,268.26,189.9,Upgrade
23,Long-Term Leases,703.55,792.31,867.56,913.24,1001,1187,1061,1101,1134,1104,Upgrade
24,Other Long-Term Liabilities,60.72,60.89,62.2,61.76,53.64,64.7,51.21,46.21,46.11,44.82,Upgrade
25,Total Liabilities,2081,2129,2039,1973,1980,2141,1834,1673,1636,1459,Upgrade
26,Common Stock,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,32.13,Upgrade
27,Additional Paid-In Capital,971.5,971.5,971.5,971.5,971.5,971.5,971.5,971.5,971.5,971.5,Upgrade
28,Retained Earnings,-2218,-2161,-1589,-1446,-1258,-1116,-1010,-914.42,-818.07,-694.64,Upgrade
29,Comprehensive Income & Other,-130.26,-130.33,-125.21,-126.18,-127.79,-121.29,12.42,7.65,4.14,-15.32,Upgrade
30,Total Common Equity,-1344,-1288,-710.53,-568.28,-381.8,-233.45,6.24,96.87,189.7,293.67,Upgrade
31,Minority Interest,-2.79,-2.79,-2.79,-2.79,-100.1,-98.25,-48.42,-43.84,-40.3,-36.13,Upgrade
32,Shareholders' Equity,-1347,-1290,-713.32,-571.07,-481.9,-331.7,-42.18,53.03,149.4,257.55,Upgrade
33,Total Liabilities & Equity,734,838.79,1325,1402,1498,1809,1792,1726,1786,1716,Upgrade
34,Total Debt,1771,1909,1823,1747,1726,1912,1657,1529,1486,1346,Upgrade
35,Net Cash (Debt),-1704,-1825,-1758,-1665,-1640,-1789,-1516,-1467,-1434,-1298,Upgrade
36,Net Cash Per Share,-0.53,-0.57,-0.55,-0.52,-0.51,-0.56,-0.47,-0.46,-0.45,-0.40,Upgrade
37,Filing Date Shares Outstanding,3213,3213,3213,3213,3213,3213,3213,3213,3213,3213,Upgrade
38,Total Common Shares Outstanding,3213,3213,3213,3213,3213,3213,3213,3213,3213,3213,Upgrade
39,Working Capital,-219.7,-231.72,-277.58,-263.87,-307.62,-258.74,-54.95,-88.57,-86.65,-29.17,Upgrade
40,Book Value Per Share,-0.42,-0.40,-0.22,-0.18,-0.12,-0.07,0.00,0.03,0.06,0.09,Upgrade
41,Tangible Book Value,-1344,-1288,-710.53,-568.28,-381.8,-233.45,6.24,96.87,189.7,293.67,Upgrade
42,Tangible Book Value Per Share,-0.42,-0.40,-0.22,-0.18,-0.12,-0.07,0.00,0.03,0.06,0.09,Upgrade
43,Machinery,-,408.48,-,398.49,-,401.74,-,234.24,-,192.26,Upgrade
44,Construction In Progress,-,0.23,-,0.23,-,0.23,-,93,-,134.97,Upgrade
45,Leasehold Improvements,-,707.53,-,713.26,-,741.68,-,463.16,-,348.99,Upgrade
