,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,536.07,500.26,622.72,770.09,490.4,589.98,354.21,504.8,748.65,780.5
1,Trading Asset Securities,-,-,1.59,-,152.17,-,171,160,-,-
2,Accounts Receivable,873.36,811.2,570.27,437.74,511.31,468.01,451.41,423,516.34,359.84
3,Other Receivables,55.43,56.42,15.39,22.19,21.88,19.73,38.32,32.19,36.52,37.35
4,Inventory,72.82,96.13,94.04,87.89,98.85,70.28,34.91,64.19,64.72,56.85
5,Prepaid Expenses,-,0.3,-,0.2,13.04,0.23,26.14,0.06,-,5.14
6,Loans Receivable Current,-,-,-,-,-,-,-,-,8.5,-
7,Other Current Assets,187.86,98.68,64.97,54.73,77.48,21.59,42.36,17.72,44.23,26.13
8,Total Current Assets,1726,1563,1369,1373,1365,1170,1118,1202,1419,1266
9,"Property, Plant & Equipment",4219,4172,3642,3342,3004,2906,2736,2758,2796,2798
10,Other Intangible Assets,153.83,156.3,150.63,149.47,126.66,128.13,128.98,128.01,4.17,4.75
11,Long-Term Investments,361.57,369.43,351.39,243.14,274.8,382.89,377.89,369.22,366.75,380.17
12,Long-Term Deferred Tax Assets,55.2,55.29,29.16,37.61,32.56,41.48,30.94,33.66,36.75,31.86
13,Other Long-Term Assets,4.05,8.43,4.04,3.31,4.33,3.11,1.12,1,-,-
14,Total Assets,6519,6325,5546,5148,4807,4631,4394,4492,4622,4480
15,Accounts Payable,857.29,762.56,641.5,363.91,503.47,391.86,424.4,376.92,650.93,539.93
16,Accrued Expenses,99.02,226.25,85.96,192.55,62.62,169.25,62.71,147.82,95.86,130.3
17,Short-Term Debt,254.69,150,200,300,300,300,300,367.45,597.29,300
18,Current Portion of Long-Term Debt,23.13,33.87,22.87,12.87,13.13,12.87,-,14.04,14.2,145.78
19,Current Unearned Revenue,352.99,405.32,239.42,295.25,263.39,206.43,293.06,236.14,213.9,213.18
20,Current Portion of Leases,-,2.25,-,1.33,-,0.44,-,1.85,2.26,2.29
21,Current Income Taxes Payable,52.51,24.11,29.79,13.2,27.68,15.09,26.38,12.61,13.41,15.02
22,Other Current Liabilities,359.87,302.68,243.75,332.48,279.49,336.83,248.11,308.43,142.78,121.51
23,Total Current Liabilities,1999,1907,1463,1512,1450,1433,1355,1465,1731,1468
24,Long-Term Debt,380.51,323.5,290,-,-,-,-,-,-,146
25,Long-Term Leases,3.8,3.56,5.29,4.16,3.88,4.26,3.67,3.56,4,5.11
26,Long-Term Unearned Revenue,126.77,126.19,132.72,136.59,140,143.47,147.9,149.18,145.03,148.99
27,Long-Term Deferred Tax Liabilities,14.57,14.74,16.49,16.49,17.66,17.66,19.16,19.16,17.74,20
28,Other Long-Term Liabilities,590.6,545.98,456.27,293.97,200.66,37.39,-,-,-,-
29,Total Liabilities,3116,2921,2364,1963,1812,1636,1525,1637,1897,1788
30,Common Stock,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
31,Additional Paid-In Capital,-,203.43,-,203.43,203.43,203.43,-,203.43,-,-
32,Retained Earnings,1199,1199,987.98,991.56,823.92,823.85,696.94,683.77,555.39,522.25
33,Comprehensive Income & Other,1081,878.02,1081,878.02,878.02,878.02,1081,878.02,1081,1081
34,Total Common Equity,3355,3355,3144,3147,2980,2980,2853,2840,2711,2678
35,Minority Interest,48.5,48.54,38.18,37.85,15.75,16.24,15.5,14.88,13.62,13.98
36,Shareholders' Equity,3403,3404,3182,3185,2995,2996,2868,2854,2725,2692
37,Total Liabilities & Equity,6519,6325,5546,5148,4807,4631,4394,4492,4622,4480
38,Total Debt,662.13,513.18,518.16,318.36,317.01,317.57,303.67,386.9,617.75,599.19
39,Net Cash (Debt),-126.05,-12.92,106.14,451.73,325.56,272.41,221.54,277.9,130.91,181.31
40,Net Cash Growth,-,-,-67.40%,65.83%,46.95%,-1.98%,69.24%,53.27%,33.73%,439.10%
41,Net Cash Per Share,-0.12,-0.01,0.10,0.42,0.30,0.25,0.21,0.26,0.12,0.17
42,Filing Date Shares Outstanding,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
43,Total Common Shares Outstanding,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
44,Working Capital,-273.94,-344.04,-94.32,-138.75,-84.63,-262.96,-236.31,-263.32,-311.68,-202.21
45,Book Value Per Share,3.12,3.12,2.93,2.93,2.77,2.77,2.66,2.64,2.52,2.49
46,Tangible Book Value,3201,3199,2993,2998,2853,2852,2724,2712,2707,2673
47,Tangible Book Value Per Share,2.98,2.98,2.79,2.79,2.66,2.65,2.54,2.52,2.52,2.49
48,Buildings,-,-,-,-,-,-,1189,-,-,-
49,Machinery,6100,5968,5012,4984,4582,4557,3017,4184,-,3992
50,Construction In Progress,294.52,277.01,630.83,272.11,263.14,115.14,223.75,197.3,-,168.31
