,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2374,2202,1751,1740,1633,1826,1859,1740,1332,2428,2063
1,Market Cap Growth,26.54%,26.54%,7.24%,-4.71%,-12.14%,4.94%,39.52%,-28.32%,-35.42%,40.37%,8.47%
2,Enterprise Value,2562,2270,1678,1273,1270,1512,1611,1433,1204,2241,1959
3,PE Ratio,6.34,5.88,4.69,5.37,4.79,5.97,5.62,5.57,4.38,10.54,10.46
4,PS Ratio,0.48,0.45,0.38,0.44,0.44,0.50,0.48,0.46,0.37,0.80,0.75
5,PB Ratio,0.66,0.60,0.47,0.51,0.45,0.52,0.51,0.50,0.39,0.81,0.68
6,P/FCF Ratio,-,-,-,-,-12.73,-,16.53,-,5.92,-,6.66
7,P/OCF Ratio,3.27,3.27,2.55,2.72,2.57,3.62,3.64,-,2.36,6.85,4.03
8,EV/Sales Ratio,0.52,0.46,0.37,0.32,0.34,0.42,0.41,0.38,0.33,0.74,0.71
9,EV/EBITDA Ratio,3.66,3.26,2.59,2.32,2.22,2.76,2.76,2.55,2.26,4.94,4.49
10,EV/EBIT Ratio,5.48,4.86,3.82,3.51,3.28,4.05,4.06,3.82,3.29,7.47,7.05
11,EV/FCF Ratio,-8.89,-,-,-,-9.90,-,14.33,-,5.35,-,6.33
12,Debt / Equity Ratio,0.19,0.19,0.15,0.16,0.10,0.11,0.11,0.11,0.14,0.23,0.22
13,Debt / FCF Ratio,-,-,-,-,-2.81,-,3.47,-,2.04,-,2.17
14,Return on Capital Employed (ROCE),9.63%,9.63%,9.01%,8.22%,9.41%,9.49%,10.11%,10.25%,10.19%,9.46%,8.24%
15,Earnings Yield,15.77%,17.00%,21.33%,18.63%,20.87%,16.74%,17.80%,17.94%,22.82%,9.49%,9.56%
16,Earnings Yield,15.77%,17.00%,21.33%,18.63%,20.87%,16.74%,17.80%,17.94%,22.82%,9.49%,9.56%
17,FCF Yield,-12.14%,-13.09%,-30.76%,-17.50%,-7.85%,-4.81%,6.05%,11.97%,16.89%,6.73%,15.01%
18,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-32.64%,
19,Total Shareholder Return,6.48%,-,-,-,-,-,-,-,-,-,-32.64%
