,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,211434,275030,280744,451330.0,281137,169581,164357,151849,296711,248996,381404,547914,350067,178169,325721,118665,130048,59841,45176,133072,Upgrade
1,Trading Asset Securities,1105202,983266,1141513,2217185.0,1679010,1803991,1412084,1720049,1631918,1345978,1177945,1374839,1640805,1309668,1040596,955297,744629,702093,527818,382797,Upgrade
2,Accounts Receivable,40995,24684,20503,14102.0,17894,12156,12590,13798,13344,13401,18649,8287,47845,16370,3112,8994,5622,900,951.12,3315,Upgrade
3,Other Receivables,721057,537409,417988,606932.0,649694,470146,493867,364758,405836,512180,516440,555817,543903,396475,417514,277799,288768,293919,237356,293297,Upgrade
4,"Property, Plant & Equipment",10613,9574,10004,7725.0,8661,7991,8614,7238,7863,5873,6191,6580,6943,6077,6207,6398,6351,6619,6424,6790,Upgrade
5,Other Intangible Assets,11076,7587,8345,9032.0,9679,9454,10290,11127,11867,12417,12685,11797,12505,13220,7540,666.21,867.19,1187,1506,1834,Upgrade
6,Investments in Debt & Equity Securities,880361,667031,451099,3639893.0,3472536,4064301,3566956,7632170,3785826,4134890,3267618,2765354,1795238,1241575,358534,223283,212491,319414,142354,140316,Upgrade
7,Other Current Assets,4372090,4344512,4092024,7757928.0,7384293,4456632,4782905,62468,3281723,3271822,3809143,4098887,2767294,2645336,2701534,2461709,2511288,3345453,2268306,1983395,Upgrade
8,Long-Term Deferred Tax Assets,1666,2266,2266,2266.0,2137,2137,2137,2137,2137,2137,10741,2137,2137,2137,2137,2137,2137,2137,2137,2137,Upgrade
9,Other Long-Term Assets,30991,26377,24182,24666.0,24067,23329,954351,23938,22351,21606,21380,21880,20381,20394,21177,9195,8880,8485,8214,8268,Upgrade
10,Total Assets,7385484,6877734,6448668,14731060.0,13529106,11019716,11408151,9989531,9459575,9569330,9222228,9393492,7187117,5829420,4884072,4064143,3911080,4740047,3240243,2955221,Upgrade
11,Accounts Payable,275998,175819,191371,19077.0,34250,25572,28484,32427,39973,90377,31582,11477,23441,6065,153099,35681,17903,4697,1866,122221,Upgrade
