,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,87755,85160,110951,167400,176970,189774,207129,226269,231622,140141,139816,Upgrade
1,Market Cap Growth,-49.13%,-49.13%,-37.31%,-11.79%,-14.56%,-16.13%,-10.57%,61.46%,65.66%,16.44%,57.59%,Upgrade
2,Enterprise Value,86613,89174,111086,157024,161253,182915,193285,221185,222502,138398,137058,Upgrade
3,Last Close Price,27.05,25.80,32.96,49.40,51.90,55.39,60.04,65.26,66.64,40.20,40.06,Upgrade
4,PE Ratio,15.68,15.22,19.54,29.84,36.04,39.53,36.79,43.69,93.14,84.04,-,Upgrade
5,Forward PE,14.94,12.62,16.83,26.01,32.69,37.21,38.61,51.37,57.40,48.19,42.95,Upgrade
6,PS Ratio,2.10,2.04,2.59,4.06,4.44,4.66,5.05,5.59,6.20,4.02,3.77,Upgrade
7,PB Ratio,2.48,2.16,2.95,4.46,5.78,5.91,6.89,7.48,9.17,5.89,6.34,Upgrade
8,P/TBV Ratio,10.66,10.66,22.39,33.58,8.97,9.09,11.30,12.15,16.86,10.82,12.67,Upgrade
9,P/FCF Ratio,31.18,30.26,-,50.15,-,49.62,-,56.98,-,36.22,-,Upgrade
10,P/OCF Ratio,14.75,14.75,-,30.06,22.87,31.62,-,43.70,-,26.84,-,Upgrade
11,PEG Ratio,2.54,0.82,0.74,1.15,1.57,1.72,1.37,2.30,2.53,2.00,1.53,Upgrade
12,EV/Sales Ratio,2.08,2.14,2.59,3.81,4.04,4.49,4.72,5.46,5.96,3.97,3.69,Upgrade
13,EV/EBITDA Ratio,11.38,12.40,15.03,22.21,27.90,30.81,-,39.10,51.19,37.52,-,Upgrade
14,EV/EBIT Ratio,16.87,18.18,-,30.22,-,43.11,-,57.63,-,68.93,-,Upgrade
15,EV/FCF Ratio,30.78,31.69,-,47.04,-,47.83,-,55.70,-,35.77,-,Upgrade
16,Debt / Equity Ratio,0.04,0.04,0.15,0.26,0.04,0.03,0.01,0.01,0.01,0.01,0.04,Upgrade
17,Debt / FCF Ratio,0.58,0.58,-,2.91,-,0.29,-,0.05,-,0.06,-,Upgrade
18,Return on Capital Employed (ROCE),10.24%,9.79%,-,9.52%,-,10.84%,-,10.31%,-,7.46%,-,Upgrade
19,Earnings Yield,6.38%,6.57%,5.12%,3.35%,2.77%,2.53%,2.72%,2.29%,1.07%,1.19%,1.05%,Upgrade
20,FCF Yield,3.21%,3.30%,1.62%,1.99%,3.31%,2.02%,2.09%,1.76%,1.76%,2.76%,2.09%,Upgrade
21,Dividend Yield,2.92%,3.01%,2.13%,1.29%,1.17%,1.13%,1.16%,0.73%,0.46%,0.47%,0.46%,Upgrade
22,Total Shareholder Return,2.92%,3.01%,2.13%,1.29%,1.17%,1.13%,1.16%,0.73%,0.46%,0.47%,0.46%,Upgrade
