,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,16263,19072,19095,21360,22875,22721,23256,27144,24678,23779,29080,Upgrade
1,Market Cap Growth,-10.71%,-10.71%,-16.53%,-5.99%,-1.64%,-16.29%,-5.76%,14.15%,-15.14%,-32.41%,-29.88%,Upgrade
2,Enterprise Value,59238,61977,62339,64413,66812,66988,68159,71930,67894,64491,70570,Upgrade
3,Last Close Price,4.58,5.32,5.16,5.77,6.16,6.12,6.27,7.32,6.65,6.41,7.84,Upgrade
4,PE Ratio,14.29,16.59,13.27,20.80,-,-,-,-,-,-,24.48,Upgrade
5,Forward PE,12.35,10.61,8.93,10.36,68.97,-,-,-,-,-,20.14,Upgrade
6,PS Ratio,0.95,1.12,1.14,1.48,2.01,2.19,2.40,3.11,3.08,1.82,1.54,Upgrade
7,PB Ratio,0.40,0.45,0.45,0.51,0.54,0.52,0.49,0.56,0.50,0.52,0.57,Upgrade
8,P/TBV Ratio,0.48,0.48,0.48,0.54,0.57,0.54,0.52,0.59,0.54,0.55,0.61,Upgrade
9,P/FCF Ratio,16.32,-,15.64,-,-17.95,-,-,-,-,-,-4376.85,Upgrade
10,P/OCF Ratio,12.54,-,10.23,31.39,-32.22,-,-,-,-,-,16.20,Upgrade
11,PEG Ratio,-,-,-,-,-,-,-,-,-,1.07,1.07,Upgrade
12,EV/Sales Ratio,3.47,3.63,3.73,4.47,5.86,6.45,7.04,8.23,8.47,4.92,3.73,Upgrade
13,EV/EBITDA Ratio,9.38,19.33,18.82,25.29,77.62,-176.63,-,-,-,-,17.26,Upgrade
14,EV/EBIT Ratio,13.75,40.20,38.29,76.02,-,-,-,-,-,-,37.58,Upgrade
15,EV/FCF Ratio,59.44,-,51.06,-,-52.42,-,-,-,-,-,-10621.46,Upgrade
16,Debt / Equity Ratio,1.33,1.33,1.14,1.16,1.14,1.11,1.04,1.02,1.03,1.06,0.91,Upgrade
17,Debt / FCF Ratio,56.53,-,40.04,-,-37.78,-,-,-,-,-,-6971.99,Upgrade
18,Return on Capital Employed (ROCE),1.59%,1.59%,1.83%,0.98%,-,-,-,-,-,-,1.95%,Upgrade
19,Earnings Yield,7.07%,6.03%,7.53%,4.81%,-5.40%,-13.44%,-9.74%,-6.79%,-14.46%,-7.99%,4.08%,Upgrade
20,FCF Yield,6.13%,5.23%,6.39%,0.35%,-5.57%,-8.66%,-7.23%,-7.30%,-14.87%,-7.84%,-0.02%,Upgrade
21,Dividend Yield,2.18%,0.94%,-,-,-,-,-,-,-,-,1.02%,Upgrade
22,Buyback Yield / Dilution,-0.40%,0.07%,-0.86%,-0.03%,-0.01%,-0.01%,-0.03%,-0.03%,-0.01%,0.04%,0.04%,Upgrade
23,Total Shareholder Return,1.78%,1.01%,-0.86%,-0.03%,-0.01%,-0.01%,-0.03%,-0.03%,-0.01%,0.04%,1.06%,Upgrade
