,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,374,286,360,428,367,435,462,262,214,272,333
1,Market Cap Growth,-33.33%,-33.33%,-1.85%,-1.56%,-20.59%,66.23%,115.87%,-3.75%,-35.71%,-20.00%,-3.92%
2,Enterprise Value,272,161,222,246,212,299,322,5,-0,75,122
3,Last Close Price,0.55,0.42,0.52,0.61,0.51,0.61,0.62,0.35,0.28,0.35,0.43
4,PE Ratio,12.86,9.29,16.15,11.51,6.81,5.56,4.38,3.12,5.17,10.05,9.93
5,PS Ratio,0.53,0.40,0.48,0.60,0.45,0.42,0.44,0.29,0.28,0.41,0.51
6,PB Ratio,0.74,0.56,0.71,0.87,0.72,0.87,0.91,0.59,0.53,0.79,0.98
7,P/TBV Ratio,0.56,0.56,0.71,0.87,0.72,0.87,0.91,0.59,0.53,0.79,0.98
8,P/FCF Ratio,25.16,-,-48.91,-,3.47,9.65,-23.52,-,3.83,34.62,-
9,P/OCF Ratio,2.44,2.44,6.42,-,3.44,8.23,-24.65,-,3.82,31.37,-
10,EV/Sales Ratio,0.38,0.23,0.30,0.34,0.26,0.29,0.30,0.01,-,0.11,0.19
11,EV/EBITDA Ratio,5.65,3.83,7.25,5.10,3.19,3.32,3.11,0.06,-,2.08,2.93
12,EV/EBIT Ratio,5.97,3.86,7.36,5.15,3.21,3.34,3.13,0.06,-,2.12,2.97
13,EV/FCF Ratio,18.27,-,-30.19,-,2.01,6.64,-16.39,-,-,9.59,-
14,Debt / Equity Ratio,0.17,0.17,0.10,0.09,0.05,0.01,0.06,0.07,0.03,0.01,0.01
15,Debt / FCF Ratio,5.87,-,-7.22,-,0.25,0.12,-1.61,-,0.18,0.44,-
16,Return on Capital Employed (ROCE),7.31%,7.31%,5.59%,9.68%,12.85%,17.78%,20.07%,18.03%,12.46%,10.33%,12.02%
17,Earnings Yield,8.22%,10.77%,6.19%,8.69%,14.67%,17.97%,22.85%,32.01%,19.35%,9.95%,10.07%
18,FCF Yield,3.98%,5.21%,-2.04%,9.21%,28.79%,10.36%,-4.25%,3.10%,26.10%,2.89%,-1.25%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.20%,
20,Total Shareholder Return,2.73%,-,-,-,-,-,-,-,-,-,0.20%
