,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,298.6,358.87,324.72,335.41,392.9,494.16,369.46,377.6,277.71,330.85
1,Revenue Growth (YoY),-8.04%,7.00%,-17.35%,-32.13%,6.34%,30.87%,33.04%,14.13%,11.51%,17.13%
2,Cost of Revenue,241.43,295.59,273.54,275.13,332.01,413,299.98,309.67,238.12,274.15
3,Gross Profit,57.17,63.28,51.19,60.27,60.9,81.16,69.48,67.93,39.59,56.7
4,"Selling, General & Admin",32.38,38.1,37.89,29.8,33.22,32.27,34.4,35.28,29.52,34.35
5,Operating Expenses,32.38,49.13,37.89,29.42,33.22,32.27,34.4,35.28,29.52,34.35
6,Operating Income,24.79,14.15,13.29,30.85,27.68,48.89,35.09,32.65,10.07,22.35
7,Interest Expense,-0.35,-0.69,-0.65,-0.26,-0.3,-11.26,-0.47,-0.52,-0.23,-0.2
8,Interest & Investment Income,0.66,1.55,1.05,0.56,1.16,-,12.62,1.76,1.63,1.79
9,Earnings From Equity Investments,2.31,1.13,1.74,3.15,2.41,1.7,4.54,-,-,-
10,Currency Exchange Gain (Loss),-,-1.12,1.12,-,-,0.21,0.46,1.12,-,-0.22
11,Other Non Operating Income (Expenses),-1.34,1.41,-1.1,-0.12,0.32,-0.35,3.53,2.5,0.34,-1.18
12,EBT Excluding Unusual Items,26.07,16.42,15.46,34.19,31.28,39.2,55.76,37.52,11.82,22.53
13,Other Unusual Items,-,-,-,-,-,13.28,-,-,-,-
14,Pretax Income,26.07,16.42,15.46,34.19,31.28,52.48,55.76,37.52,11.82,22.53
15,Income Tax Expense,7.13,6.73,4.89,10.31,7.5,9.49,12.69,10.91,3.53,6.15
16,Earnings From Continuing Operations,18.94,9.69,10.57,23.88,23.78,42.98,43.08,26.61,8.29,16.38
17,Net Income,18.94,9.69,10.57,23.88,23.78,42.98,43.08,26.61,8.29,16.38
18,Net Income to Common,18.94,9.69,10.57,23.88,23.78,42.98,43.08,26.61,8.29,16.38
19,Net Income Growth,79.18%,-59.44%,-55.55%,-44.44%,-44.80%,61.56%,419.50%,62.41%,-39.11%,6.10%
20,Shares Outstanding (Basic),680,680,680,680,680,680,680,680,680,680
21,Shares Outstanding (Diluted),680,680,680,680,680,680,680,680,680,680
22,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.20%
23,EPS (Basic),0.03,0.01,0.02,0.04,0.03,0.06,0.06,0.04,0.01,0.02
24,EPS (Diluted),0.03,0.01,0.02,0.04,0.03,0.06,0.06,0.04,0.01,0.02
25,EPS Growth,79.18%,-72.13%,-48.19%,-44.44%,-50.00%,61.56%,500.00%,95.63%,-50.00%,-11.74%
26,Free Cash Flow,-2.34,16.17,-22.86,59.38,34.13,4.37,-20.39,27.13,19.95,-12.79
27,Free Cash Flow Per Share,-0.00,0.02,-0.03,0.09,0.05,0.01,-0.03,0.04,0.03,-0.02
28,Operating Margin,8.30%,3.94%,4.09%,9.20%,7.05%,9.89%,9.50%,8.65%,3.63%,6.76%
29,Profit Margin,6.34%,2.70%,3.26%,7.12%,6.05%,8.70%,11.66%,7.05%,2.99%,4.95%
30,Free Cash Flow Margin,-0.78%,4.51%,-7.04%,17.70%,8.69%,0.88%,-5.52%,7.18%,7.18%,-3.87%
31,EBITDA,25,14.25,13.62,31.02,27.89,49.12,35.32,32.9,10.35,22.68
32,D&A For EBITDA,0.22,0.1,0.32,0.17,0.21,0.23,0.24,0.25,0.28,0.33
33,EBIT,24.79,14.15,13.29,30.85,27.68,48.89,35.09,32.65,10.07,22.35
