,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,176.54,157.5,169.89,182.2,136.76,134.86,143.38,223.36,198.54,144.12
1,Short-Term Investments,-,3.56,-,2.5,-,1.65,-,1.58,-,35.86
2,Cash & Short-Term Investments,176.54,161.06,169.89,184.7,136.76,136.51,143.38,224.94,198.54,179.99
3,Cash Growth,3.91%,-12.80%,24.23%,35.30%,-4.62%,-39.31%,-27.78%,24.98%,4.37%,-2.40%
4,Accounts Receivable,71.15,86,107.4,84.23,151.1,157.55,95.14,88.98,75.26,94.49
5,Other Receivables,-,3.51,-,4.76,-,10.93,-,-,-,-
6,Receivables,71.15,89.51,107.4,88.98,151.1,168.48,95.14,88.98,75.26,94.49
7,Inventory,51.17,57.11,75.39,92.88,79.92,60.07,76.79,51.86,59.92,69.22
8,Other Current Assets,34.04,25.33,46.14,43.21,35.45,64.42,64.87,46.02,31.68,30.49
9,Total Current Assets,332.9,333,398.82,409.77,403.22,429.47,380.18,411.81,365.4,374.19
10,"Property, Plant & Equipment",180.44,121.52,56.54,36.99,6.08,6.95,7.77,9.21,4.54,5.56
11,Long-Term Investments,136.4,134.23,102.85,102.8,99.68,97.24,94.72,-,-,-
12,Other Intangible Assets,-,0.06,0.13,0.01,0.01,0.01,0.01,0.02,0.01,0.04
13,Long-Term Deferred Tax Assets,3.82,3.58,0.45,0.56,0.82,0.47,0.57,0.53,0.33,0.68
14,Other Long-Term Assets,-,1.26,2.56,2.73,8.8,-,-,-,-,-
15,Total Assets,653.55,593.65,561.35,552.85,518.61,534.14,483.25,421.57,370.28,380.47
16,Accounts Payable,28.95,33.73,44.46,54.78,61.37,56.05,60.15,50.36,38.61,51.83
17,Accrued Expenses,-,13.2,-,10.07,-,25.56,-,14.85,-,13.03
18,Short-Term Debt,20,20,40,20,-,20,20,-,-,-
19,Current Portion of Leases,1.39,1.27,0.71,1.02,1.23,2.06,3.78,3.55,1.95,2.72
20,Current Income Taxes Payable,4.35,5.03,3.88,6.99,5,7.34,8.01,4.9,2.88,3.93
21,Current Unearned Revenue,-,1.71,-,2.44,-,2.98,-,2.75,-,2.09
22,Other Current Liabilities,66.44,27.8,16.19,2.16,20.4,1.79,15.72,2.14,12.82,1.34
23,Total Current Liabilities,121.13,102.74,105.24,97.45,88,115.78,107.65,78.55,56.26,74.94
24,Long-Term Debt,57.57,24.71,-,-,-,-,-,-,-,-
25,Long-Term Leases,2.28,2.34,1.49,2.23,3.24,3.81,3.04,4.89,1.22,1.45
26,Long-Term Deferred Tax Liabilities,0.5,1.06,0.1,1.75,-,0.75,0.85,0.86,-,-
27,Total Liabilities,181.47,130.85,106.83,101.42,91.24,120.33,111.54,84.29,57.48,76.38
28,Common Stock,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68
29,Additional Paid-In Capital,167.7,176.99,207.73,186.1,207.73,207.73,207.73,207.73,207.73,207.73
30,Retained Earnings,295.27,276.34,236.26,256.08,210.57,199.93,156.95,122.36,95.75,87.46
31,Comprehensive Income & Other,3.43,3.81,4.85,3.56,3.39,0.47,1.35,1.51,3.64,3.22
32,Shareholders' Equity,472.08,462.81,454.52,451.42,427.37,413.81,371.71,337.28,312.8,304.09
33,Total Liabilities & Equity,653.55,593.65,561.35,552.85,518.61,534.14,483.25,421.57,370.28,380.47
34,Total Debt,81.24,48.32,42.21,23.25,4.47,25.86,26.82,8.44,3.17,4.17
35,Net Cash (Debt),95.3,112.74,127.68,161.45,132.29,110.64,116.57,216.51,195.37,175.82
36,Net Cash Growth,-25.37%,-30.17%,-3.48%,45.92%,13.49%,-48.90%,-40.34%,23.14%,5.21%,-4.66%
37,Net Cash Per Share,0.14,0.17,0.19,0.24,0.19,0.16,0.17,0.32,0.29,0.26
38,Filing Date Shares Outstanding,680,680,680,680,680,680,680,680,680,680
39,Total Common Shares Outstanding,680,680,680,680,680,680,680,680,680,680
40,Working Capital,211.77,230.27,293.58,312.33,315.22,313.7,272.53,333.27,309.14,299.25
41,Book Value Per Share,0.69,0.68,0.67,0.66,0.63,0.61,0.55,0.50,0.46,0.45
42,Tangible Book Value,472.08,462.75,454.38,451.42,427.36,413.8,371.69,337.26,312.79,304.05
43,Tangible Book Value Per Share,0.69,0.68,0.67,0.66,0.63,0.61,0.55,0.50,0.46,0.45
44,Machinery,5.34,5.3,5.45,5.37,5.27,5.11,5.2,4.54,4.5,4.38
45,Construction In Progress,145.45,85.77,22.16,0.76,0.31,0.15,-,-,-,-
46,Leasehold Improvements,-,-,-,-,-,-,0.04,-,0.04,0.04
