,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,221,292,356,407,506,608,319,271,267,275,334,Upgrade
1,Market Cap Growth,-28.16%,-28.16%,-29.69%,-33.10%,58.47%,124.30%,19.41%,-1.36%,-20.03%,-45.85%,-35.11%,Upgrade
2,Enterprise Value,583,674,734,834,886,1044,732,663,583,717,825,Upgrade
3,Last Close Price,0.56,0.74,0.90,1.03,1.28,1.54,0.81,0.69,0.68,0.70,1.21,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,8.41,8.43,-1.61,-,Upgrade
5,Forward PE,-,13.33,13.33,13.33,13.33,13.33,13.33,13.33,12.95,18.67,13.50,Upgrade
6,PS Ratio,0.53,0.70,0.87,0.99,1.13,1.04,0.48,0.43,0.44,0.43,0.48,Upgrade
7,PB Ratio,1.70,2.24,2.32,1.88,1.96,1.72,0.79,0.51,0.52,0.59,0.92,Upgrade
8,P/TBV Ratio,3.66,3.66,3.54,2.55,2.53,2.07,0.94,0.68,0.70,0.79,1.40,Upgrade
9,P/FCF Ratio,2.72,3.60,5.88,15.86,7.47,12.86,-,-,6.10,4.51,5.16,Upgrade
10,P/OCF Ratio,2.99,2.99,4.47,10.64,5.71,17.02,-,3.35,2.23,1.99,2.55,Upgrade
11,PEG Ratio,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,-,Upgrade
12,EV/Sales Ratio,1.39,1.61,1.80,2.02,1.98,1.78,1.11,1.06,0.97,1.12,1.19,Upgrade
13,EV/EBITDA Ratio,40.03,-47.35,-,-,-,105.84,18.24,22.36,-,-98.57,-,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,127.15,-,-,-,Upgrade
15,EV/FCF Ratio,7.17,8.29,12.14,32.52,13.10,22.07,-,-,13.32,11.77,12.74,Upgrade
16,Debt / Equity Ratio,3.16,3.16,2.77,2.10,1.95,1.29,1.32,1.00,1.02,0.95,1.50,Upgrade
17,Debt / FCF Ratio,5.07,5.07,7.03,17.73,7.43,9.64,-,-,11.96,7.29,8.36,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,0.66%,-,-,-,Upgrade
19,Earnings Yield,-39.37%,-29.79%,-29.84%,-29.00%,-23.77%,-28.57%,-38.20%,11.89%,11.87%,-62.08%,-68.01%,Upgrade
20,FCF Yield,36.75%,27.81%,16.99%,6.30%,13.38%,7.78%,-5.52%,0.51%,16.39%,22.15%,19.38%,Upgrade
21,Buyback Yield / Dilution,0.00%,-,0.00%,-0.24%,-0.28%,0.07%,-0.04%,-12.99%,-42.55%,-42.33%,-12.09%,Upgrade
22,Total Shareholder Return,0.00%,-,0.00%,-0.24%,-0.28%,0.07%,-0.04%,-12.99%,-42.55%,-42.33%,-12.09%,Upgrade
