,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,70,34,40,65,73,76,104,96,98,112,66,Upgrade
1,Market Cap Growth,-48.39%,-48.39%,-45.09%,-13.89%,-30.24%,-21.31%,6.51%,-13.86%,47.95%,22.73%,-42.86%,Upgrade
2,Enterprise Value,-86,-204,-145,-198,-215,-229,-218,-206,-115,-161,-270,Upgrade
3,Last Close Price,0.15,0.08,0.10,0.15,0.17,0.18,0.25,0.28,0.28,0.41,0.24,Upgrade
4,PE Ratio,-,-,-0.56,-,-,-,-,1.53,39.17,-,-,Upgrade
5,PS Ratio,-11.81,-11.81,3.71,-0.67,-1.58,-2.86,-9.68,1.15,1.76,-2.39,-0.46,Upgrade
6,PB Ratio,0.21,0.11,0.12,0.20,0.18,0.16,0.21,0.18,0.19,0.25,0.14,Upgrade
7,P/TBV Ratio,0.11,0.11,0.12,0.20,0.18,0.16,0.21,0.18,0.19,0.25,0.14,Upgrade
8,P/FCF Ratio,-,-3.15,-,-3.37,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-3.15,-,-3.37,-,-,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,0.14,0.14,0.12,0.17,0.03,0.05,-,-,-,0.03,-,Upgrade
11,Debt / FCF Ratio,-,-4.04,-,-2.86,-,-,-,-,-,-,-,Upgrade
12,Return on Capital Employed (ROCE),-,-,-7.28%,-,-,-9.79%,-,13.09%,7.70%,-,-,Upgrade
13,Earnings Yield,-28.54%,-59.25%,-177.68%,-228.90%,-135.05%,-116.53%,-32.68%,65.27%,2.55%,-94.54%,-269.31%,Upgrade
14,FCF Yield,-31.78%,-31.78%,-20.36%,-29.63%,-53.87%,-46.10%,-27.48%,-20.80%,-18.14%,-19.72%,62.93%,Upgrade
15,Buyback Yield / Dilution,-,-,1.88%,-3.46%,-9.14%,-16.81%,-42.45%,-26.20%,0.03%,0.00%,Upgrade,
16,Total Shareholder Return,-,-,1.88%,-3.46%,-9.14%,-16.81%,-42.45%,-26.20%,0.03%,0.00%,Upgrade,
