,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,116.21,139.11,213.26,413.28,290.94,192.86,333.98,175.94,225.7,150.43,Upgrade
1,Short-Term Investments,13.61,13.54,13.95,15.81,0.5,20.93,17.08,15.21,7.19,3.16,Upgrade
2,Cash & Short-Term Investments,129.82,152.66,227.22,429.09,291.44,213.78,351.05,191.15,232.89,153.59,Upgrade
3,Cash Growth,-42.86%,-64.42%,-22.04%,100.71%,-16.98%,11.84%,50.74%,24.45%,38.50%,24.22%,Upgrade
4,Accounts Receivable,49.73,52.85,47.34,47.52,44.54,50.05,34.44,27.19,9.69,8.31,Upgrade
5,Other Receivables,584.93,538.87,0,246.02,0,74.52,3.06,42.71,0.42,3.24,Upgrade
6,Receivables,634.65,591.72,47.34,293.54,44.54,124.57,37.5,69.89,10.1,11.55,Upgrade
7,Inventory,1643,1959,2029,2939,414.44,837.03,901.27,770.39,675.59,9.8,Upgrade
8,Prepaid Expenses,2.96,3.36,753.12,127.63,153.48,217.61,272.91,293.55,349.97,141.17,Upgrade
9,Other Current Assets,9.11,11.04,12.56,17.36,8.19,13.67,13.8,3.95,-,-,Upgrade
10,Total Current Assets,2420,2717,3069,3807,912.1,1407,1577,1329,1269,316.11,Upgrade
11,"Property, Plant & Equipment",0.7,1.63,1.94,3.88,3.1,5.38,7.11,7.91,3.43,2.28,Upgrade
12,Goodwill,-,-,-,-,-,-,-,-,0.2,0.19,Upgrade
13,Other Intangible Assets,-,-,-,-,-,-,-,-,0.38,0.44,Upgrade
14,Long-Term Accounts Receivable,189.49,208.33,215.63,231.8,233.39,266.64,294.68,275.4,121.24,56.69,Upgrade
15,Other Long-Term Assets,180.64,187.63,205.93,246.4,244.23,279.65,276.49,284.44,174.56,183.54,Upgrade
