,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,39133,33734,30797,23972,28508,33734,29069,32654,37017,34080,33345,Upgrade
1,Market Cap Growth,40.72%,40.72%,8.03%,-28.94%,-1.93%,3.31%,-21.47%,-4.18%,11.01%,-3.55%,-11.26%,Upgrade
2,Enterprise Value,34032,31224,27454,23313,24810,32095,24903,31265,34122,32681,30273,Upgrade
3,Last Close Price,9.06,7.81,7.13,5.17,6.15,6.89,5.94,6.18,7.01,6.11,5.98,Upgrade
4,PE Ratio,19.89,17.14,16.32,13.05,17.77,24.42,19.57,17.73,21.86,17.65,21.20,Upgrade
5,Forward PE,17.65,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,Upgrade
6,PS Ratio,1.21,1.05,0.97,0.76,0.91,1.06,0.95,1.05,1.29,1.26,1.36,Upgrade
7,PB Ratio,2.74,2.37,2.29,1.63,2.10,2.26,1.97,1.93,2.35,2.07,2.28,Upgrade
8,P/TBV Ratio,2.37,2.37,2.29,1.63,2.10,2.26,1.98,1.93,2.35,2.07,2.28,Upgrade
9,P/FCF Ratio,-,-,10.24,10.36,19.17,30.12,-,13.02,13.86,9.90,10.78,Upgrade
10,P/OCF Ratio,-,-,7.77,7.13,12.54,20.86,11.49,10.99,12.02,8.93,9.47,Upgrade
11,PEG Ratio,1.88,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,Upgrade
12,EV/Sales Ratio,1.05,0.97,0.87,0.74,0.79,1.00,0.81,1.01,1.18,1.21,1.23,Upgrade
13,EV/EBITDA Ratio,9.56,8.93,9.23,8.04,8.12,11.44,8.23,8.62,10.09,8.65,8.74,Upgrade
14,EV/EBIT Ratio,13.88,13.08,14.75,13.30,12.76,19.73,14.18,13.95,17.07,13.81,14.67,Upgrade
15,EV/FCF Ratio,-,-,9.12,10.07,16.68,28.65,-,12.47,12.78,9.50,9.79,Upgrade
16,Debt / Equity Ratio,0.02,0.02,0.15,0.08,0.21,0.07,0.23,0.01,0.13,0.04,0.19,Upgrade
17,Debt / FCF Ratio,-,-,0.66,0.51,1.96,0.88,-,0.07,0.77,0.18,0.89,Upgrade
18,Return on Capital Employed (ROCE),15.83%,15.83%,12.98%,11.27%,13.48%,10.38%,11.27%,12.69%,12.15%,13.81%,13.60%,Upgrade
19,Earnings Yield,5.03%,5.83%,6.13%,7.66%,5.63%,4.10%,5.11%,5.64%,4.57%,5.67%,4.72%,Upgrade
20,FCF Yield,-,9.77%,9.66%,5.22%,3.32%,7.07%,7.68%,7.21%,10.10%,9.27%,Upgrade,
21,Total Shareholder Return,5.07%,-,-,-,-,-,-,-,-,-,-,Upgrade
