,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1963,1889,1661,2254,2486,2155,1418,2125,1613,1653,Upgrade
1,Short-Term Investments,23.76,26.95,17.38,4.05,8.63,56.3,31.66,21.52,141.76,41.23,Upgrade
2,Trading Asset Securities,-,0.18,2.4,13.4,18.72,194.97,129.87,45.1,134.8,75,Upgrade
3,Cash & Short-Term Investments,1986,1916,1681,2272,2513,2406,1580,2192,1890,1770,Upgrade
4,Cash Growth,18.19%,-15.64%,-33.12%,-5.60%,59.10%,9.80%,-16.41%,23.84%,-12.53%,-10.32%,Upgrade
5,Accounts Receivable,4547,4074,3568,2914,2572,1832,1501,1522,2099,2268,Upgrade
6,Other Receivables,-,-,-,-,-,142.38,205.12,250.65,209.3,247.06,Upgrade
7,Receivables,4547,4074,3568,2914,2572,2533,2269,2363,2957,3246,Upgrade
8,Inventory,6600,6063,7473,6670,7580,6973,6576,6184,6029,5784,Upgrade
9,Prepaid Expenses,-,-,-,-,-,140.18,136.98,119.95,91.56,50.09,Upgrade
10,Restricted Cash,392.66,303.12,377.66,385,195.81,237.55,233.91,188.46,336.01,349.15,Upgrade
11,Other Current Assets,206.18,182.1,161.71,124.39,187.01,31.37,135.6,22.57,83.23,27.9,Upgrade
12,Total Current Assets,13733,12539,13262,12364,13048,12321,10931,11069,11386,11227,Upgrade
13,"Property, Plant & Equipment",865.05,780.17,547.56,565.59,526.5,524.26,470.05,503.45,510.96,514.81,Upgrade
14,Long-Term Investments,2215,2124,2578,2674,2766,2819,2516,2645,2085,2045,Upgrade
15,Goodwill,-,8.53,-,8.53,-,8.53,-,8.53,-,1.82,Upgrade
16,Other Intangible Assets,54.21,46.89,51.22,45.22,55.51,48.91,54.59,48.81,36.39,34.02,Upgrade
17,Long-Term Accounts Receivable,363.35,375.25,391.23,718.02,732.41,410.49,368,376.24,70.95,77.74,Upgrade
18,Long-Term Deferred Tax Assets,15.69,27.25,38.3,43.28,72.63,79.93,81.55,72.26,76.29,59.4,Upgrade
19,Other Long-Term Assets,7557,7571,6265,5961,5360,5092,4789,4698,4063,3651,Upgrade
20,Total Assets,24804,23472,23132,22380,22561,21308,19214,19426,18233,17616,Upgrade
21,Accounts Payable,2945,2809,2202,1993,2568,2685,1793,2244,2344,2316,Upgrade
22,Accrued Expenses,161.03,198.78,210.31,213.83,274.72,340.48,143.6,381.93,56.27,144.56,Upgrade
23,Short-Term Debt,2717,2636,2770,2735,3183,3154,2703,2495,2188,1276,Upgrade
24,Current Portion of Long-Term Debt,1830,770.68,961.83,1370,688.54,963.71,1176,2263,2439,2225,Upgrade
25,Current Portion of Leases,105.17,88.83,81.02,90.03,85.65,82.99,85.18,81.52,69.07,69.69,Upgrade
26,Current Income Taxes Payable,840.09,900.78,753.31,807.11,422.08,551.34,497.49,526.13,300.33,364.93,Upgrade
27,Current Unearned Revenue,979.71,430.05,977.57,600.69,780.33,585.86,649.93,445.56,171.62,349.19,Upgrade
28,Other Current Liabilities,1028,1097,1175,870.56,1140,764.86,1015,292.1,780.41,692.38,Upgrade
29,Total Current Liabilities,10607,8932,9131,8681,9143,9128,8063,8728,8349,7438,Upgrade
30,Long-Term Debt,3431,3602,3801,3231,3209,1984,1728,1214,1205,1538,Upgrade
31,Long-Term Leases,984.37,1002,439.58,501.33,529.04,479.4,428.68,458.15,497.82,496.98,Upgrade
32,Long-Term Unearned Revenue,598.22,581.53,631.89,631.02,765.19,701.85,586.72,563.1,141.74,107.49,Upgrade
33,Long-Term Deferred Tax Liabilities,420.32,458.72,387.78,458.2,505.24,508.63,439.09,462.47,466.79,442.41,Upgrade
34,Total Liabilities,16041,14575,14392,13503,14151,12802,11245,11426,10660,10023,Upgrade
35,Common Stock,617.41,623.05,623.05,623.05,623.05,623.05,623.05,623.05,623.05,623.05,Upgrade
36,Additional Paid-In Capital,1209,1396,1394,1567,1568,1730,1730,1856,1856,1856,Upgrade
37,Retained Earnings,5619,5601,5176,5094,4678,4558,4027,3918,3570,3622,Upgrade
38,Treasury Stock,-121.06,-141.77,-121.06,-121.06,-121.06,-121.06,-121.06,-121.06,-121.06,-121.06,Upgrade
39,Comprehensive Income & Other,582.5,587.29,575.87,585.47,598.67,600.95,612.62,604.89,627.31,628.36,Upgrade
40,Total Common Equity,7906,8066,7648,7749,7347,7391,6871,6881,6555,6608,Upgrade
41,Minority Interest,856.6,830.91,1093,1128,1063,1114,1098,1119,1018,984.05,Upgrade
42,Shareholders' Equity,8763,8897,8741,8877,8409,8505,7969,8000,7573,7592,Upgrade
43,Total Liabilities & Equity,24804,23472,23132,22380,22561,21308,19214,19426,18233,17616,Upgrade
44,Total Debt,9068,8099,8054,7928,7695,6664,6121,6511,6399,5606,Upgrade
45,Net Cash (Debt),-7082,-6183,-6373,-5656,-5182,-4258,-4541,-4320,-4509,-3836,Upgrade
46,Net Cash Per Share,-0.96,-0.82,-0.84,-0.75,-0.68,-0.56,-0.60,-0.57,-0.60,-0.50,Upgrade
47,Filing Date Shares Outstanding,7359,7364,7421,7421,7421,7421,7421,7421,7421,7421,Upgrade
48,Total Common Shares Outstanding,7359,7364,7421,7421,7421,7421,7421,7421,7421,7421,Upgrade
49,Working Capital,3126,3607,4131,3683,3905,3193,2868,2341,3037,3789,Upgrade
50,Book Value Per Share,1.07,1.10,1.03,1.04,0.99,1.00,0.93,0.93,0.88,0.89,Upgrade
51,Tangible Book Value,7852,8010,7597,7695,7291,7334,6817,6823,6518,6572,Upgrade
52,Tangible Book Value Per Share,1.07,1.09,1.02,1.04,0.98,0.99,0.92,0.92,0.88,0.89,Upgrade
53,Buildings,-,834.9,-,559.08,-,470.41,-,457.94,-,359.43,Upgrade
54,Machinery,-,356.06,-,336.08,-,390.33,-,362.1,-,356.53,Upgrade
55,Construction In Progress,-,20.94,-,8.04,-,33.33,-,10.86,-,24.32,Upgrade
