,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+13 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+13 Quarters
0,Market Capitalization,51,60,77,80,85,86,80,89,120,122,140,178,156,100,93,82,80,90,116,98,152,Upgrade
1,Market Cap Growth,-30.23%,-30.23%,-3.75%,-10.11%,-29.17%,-29.51%,-42.86%,-50.00%,-23.08%,22.00%,50.54%,117.07%,95.00%,11.11%,-19.83%,-16.33%,-47.37%,-57.94%,-47.27%,-66.67%,-48.30%,Upgrade
2,Enterprise Value,-66,-71,-54,-45,-40,-17,-23,-20,11,8,26,65,43,-8,-15,-21,-23,-26,-0,5,59,Upgrade
3,Last Close Price,0.26,0.30,0.39,0.40,0.42,0.43,0.40,0.45,0.60,0.61,0.70,0.89,0.78,0.50,0.47,0.41,0.40,0.45,0.58,0.49,0.76,Upgrade
4,PE Ratio,-,-,-,-,-,13.79,18.60,-,46.89,-24.00,-23.19,-,-24.83,-19.83,-,-,5.40,4.87,6.69,6.04,6.80,Upgrade
5,PS Ratio,0.17,0.20,0.20,0.19,0.18,0.15,0.15,0.17,0.26,0.28,0.34,0.43,0.43,0.26,0.22,0.17,0.13,0.15,0.19,0.15,0.21,Upgrade
6,PB Ratio,0.38,0.42,0.54,0.56,0.59,0.57,0.55,0.62,0.82,0.83,0.98,1.25,-,0.66,0.62,0.55,-,0.58,0.76,0.64,-,Upgrade
7,P/TBV Ratio,0.48,0.48,0.61,0.63,0.67,0.64,0.62,0.69,0.94,0.95,1.12,1.43,-,0.76,0.71,0.63,-,0.66,0.88,0.74,-,Upgrade
8,P/FCF Ratio,-,-,-,7.16,15.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,7.16,15.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,-,-,0.02,0.02,0.06,0.16,0.12,-,-,-,-,-,-,0.01,0.08,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,4.47,-1.01,-3.78,-,-5.61,-,-,-,-,-,-,0.13,1.34,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,8.99,-0.87,-3.14,-,-4.67,-,-,-,-,-,-,0.14,1.44,Upgrade
13,Debt / Equity Ratio,0.02,0.02,0.02,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.03,0.03,-,0.03,0.04,0.04,-,0.03,0.03,0.03,-,Upgrade
14,Debt / EBITDA Ratio,-,-,-,-,-,0.04,0.18,-,0.03,0.10,2.17,-,-,0.19,2.25,-,-,-,0.14,0.11,-,Upgrade
15,Debt / FCF Ratio,-,-,-,0.37,0.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Asset Turnover,1.18,1.14,1.14,0.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
17,Quick Ratio,2.13,2.13,2.13,1.96,1.96,1.58,-,1.62,-,1.70,-,1.76,-,1.77,-,2.04,-,1.62,-,1.59,-,Upgrade
18,Current Ratio,2.13,2.13,2.13,1.96,1.96,1.58,-,1.62,-,1.70,-,1.76,-,1.77,-,2.04,-,1.62,-,1.59,-,Upgrade
19,Return on Equity (ROE),-0.84%,-0.84%,-11.36%,-11.08%,16.58%,7.23%,-37.46%,32.43%,10.80%,2.20%,-,-,9.40%,-0.73%,-,-,0.12%,17.11%,-,-,Upgrade,
20,Return on Assets (ROA),-0.86%,-0.83%,-4.80%,-4.06%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
