,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,6111,7721,5657,3166,4416,4816,3909,2068,3149,1650,2337,2001,3919,2358,3264,3281,-,1867,-,2757,Upgrade
1,Short-Term Investments,22034,16695,12393,15852,11028,13070,11482,14654,9822,14194,13188,11530,12706,12064,10106,11577,-,11280,-,9975,Upgrade
2,Trading Asset Securities,46040,23341,47864,22367,45396,15652,35487,15513,31524,17744,34536,13672,23409,9518,24403,5566,-,6415,-,3934,Upgrade
3,Accounts Receivable,8758,8569,9676,10127,10070,10084,10050,8816,8683,9917,9918,10791,10804,9779,8726,8413,-,5977,-,4638,Upgrade
4,Other Receivables,975.25,506.44,314.18,1305,1614,1130,583.49,1246,865.59,1556,884.81,115.73,1114,576.78,92.6,72.98,-,68.9,-,100.92,Upgrade
5,"Property, Plant & Equipment",390.41,322.44,341.57,338.05,323.37,313.77,234.71,239.8,249.98,230.26,243.92,261.47,267.23,275.92,285.74,266.31,-,241.24,-,260.07,Upgrade
6,Goodwill,1143,1143,1143,1143,1143,1143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,Other Intangible Assets,512.67,533.58,549.01,545.05,546.04,571.39,72.01,65.61,60.71,46.81,52.92,57.76,55.07,44.84,51.51,59.15,-,37.76,-,50.3,Upgrade
8,Investments in Debt & Equity Securities,9668,13335,8593,9136,8272,11453,12984,8419,9436,3548,6278,9595,7409,2824,2216,1137,-,656.86,-,117.54,Upgrade
9,Other Current Assets,3641,19845,2991,21264,3500,26752,3013,21534,3053,25356,3273,17422,3450,18530,2532,14260,-,10009,-,6338,Upgrade
10,Long-Term Deferred Tax Assets,24.71,37.98,25.83,32.67,28.93,29.65,21.59,21.59,1.38,20.41,10.4,24.55,-,27.18,20.24,36.96,-,33.1,-,38.15,Upgrade
11,Other Long-Term Assets,3593,1284,3685,1855,3545,1146,4057,1806,1963,4385,1650,430.22,1579,3572,1358,1518,-,311.44,-,168.84,Upgrade
12,Total Assets,102892,93333,93232,87129,89883,86161,81893,74382,68807,78682,72372,65939,64713,59599,53056,46220,-,36932,-,28419,Upgrade
13,Accounts Payable,14623,9570,9653,8758,10104,10645,10530,9550,10235,12792,11124,10458,11543,11360,10372,8625,-,10368,-,7789,Upgrade
14,Accrued Expenses,202.8,231.02,257,535.29,559.98,527.93,226.35,497.65,442.62,354.02,328.34,638.84,387.77,206.73,131.82,360.63,-,178.43,-,275.9,Upgrade
15,Short-Term Debt,30452,24314,24632,23684,24393,23186,23323,18200,13012,22584,19300,16973,16904,17897,18437,13089,-,8328,-,5539,Upgrade
16,Current Portion of Long-Term Debt,671.05,8958,335.68,6729,602.06,5216,440.58,6367,591.42,7445,332.69,5027,412.36,5203,24.19,3575,-,1467,-,3155,Upgrade
17,Current Portion of Leases,-,90.38,-,94.88,-,91.28,-,86.79,-,69.87,-,71.09,-,72.27,-,57.56,-,54.89,-,64.73,Upgrade
18,Other Current Liabilities,1074,5922,1485,3364,1859,8500,1753,3976,1418,3189,1717,2615,1336,2259,792.13,2017,-,1091,-,1109,Upgrade
19,Long-Term Debt,25435,18047,26920,16187,21816,15048,18993,13624,20457,12163,18252,11546,14556,10094,10257,7322,-,6813,-,2300,Upgrade
20,Long-Term Leases,277.12,124.67,233.48,135.21,225.84,132.06,149.47,73.39,162.48,75.16,156.78,95.7,177.43,115.2,201.35,118.08,-,99.83,-,107.93,Upgrade
21,Long-Term Deferred Tax Liabilities,759.03,764.32,948.23,658.11,601,515.6,283.81,201.17,162.43,236.97,134.04,90.88,35.49,5.07,-,-,-,0.22,-,1.16,Upgrade
22,Other Long-Term Liabilities,10626,6638,10446,8825,11440,4126,8896,5016,5566,3167,4358,1962,3202,1650,2028,424.89,-,113.79,-,-,Upgrade
23,Total Liabilities,84167,74712,74964,69005,71648,68059,64615,57621,52125,62122,55758,49558,48658,48965,42309,35626,-,28543,-,20352,Upgrade
24,Common Stock,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2378,2378,2378,-,1902,-,1902,Upgrade
25,Additional Paid-In Capital,-,8189,-,8189,-,8189,-,8189,-,8189,-,8189,-,3660,-,3660,-,2178,-,2178,Upgrade
26,Retained Earnings,6436,6128,6223,6441,6497,6745,5978,5782,5658,5452,5486,5403,4959,4683,4746,4589,-,2399,-,4001,Upgrade
27,Comprehensive Income & Other,9097,1115,8856,306.38,8555,-16.29,8469,-42.35,8192,87.37,8296,-43.07,8264,-86.65,3622,-32.8,-,1909,-,-14.82,Upgrade
28,Total Common Equity,18365,18264,17911,17769,17884,17749,17279,16761,16682,16560,16614,16381,16055,10634,10747,10594,-,8389,8067,8067,Upgrade
29,Minority Interest,360.88,357.78,356.97,354.87,350.56,352.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Shareholders' Equity,18725,18621,18268,18124,18234,18102,17279,16761,16682,16560,16614,16381,16055,10634,10747,10594,-,8389,8067,8067,Upgrade
31,Total Liabilities & Equity,102892,93333,93232,87129,89883,86161,81893,74382,68807,78682,72372,65939,64713,59599,53056,46220,-,36932,-,28419,Upgrade
32,Total Debt,56835,51533,52121,46830,47036,43673,42906,38350,34223,42337,38041,33713,32050,33381,28920,24161,-,16763,11167,11167,Upgrade
33,Net Cash (Debt),17350,-3777,13793,-5445,13804,-10135,7972,-6116,10272,-8750,12020,-6509,7985,-9441,8853,-3737,-,2798,5498,5498,Upgrade
34,Net Cash Growth,25.69%,-,73.03%,-,34.38%,-,-33.68%,-,28.65%,-,35.77%,-,-,-,61.01%,-,-,-75.46%,-35.70%,-35.70%,Upgrade
35,Net Cash Per Share,6.58,-1.21,5.04,-1.85,5.17,-3.68,2.69,-2.08,3.76,-2.95,4.46,-2.22,3.50,-3.76,3.94,-1.55,-,1.48,2.88,2.89,Upgrade
36,Filing Date Shares Outstanding,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2378,2378,2378,2378,2184,1902,2378,1902,Upgrade
37,Total Common Shares Outstanding,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2378,2378,2378,2378,2184,1902,1902,1902,Upgrade
38,Working Capital,40491,27539,42479,30879,38459,23267,28233,25123,31319,23937,31280,19670,24715,15724,19303,15409,-,14099,-,9799,Upgrade
39,Book Value Per Share,6.49,6.45,6.32,6.27,6.32,6.27,6.10,5.92,5.89,5.85,5.87,5.78,6.75,4.47,4.52,4.45,-,4.41,4.24,4.24,Upgrade
40,Tangible Book Value,16709,16587,16219,16081,16195,16035,17207,16695,16621,16513,16561,16323,16000,10589,10695,10535,-,8351,8017,8017,Upgrade
41,Tangible Book Value Per Share,5.90,5.86,5.73,5.68,5.72,5.66,6.08,5.90,5.87,5.83,5.85,5.76,6.73,4.45,4.50,4.43,-,4.39,4.21,4.21,Upgrade
