,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,895166,1478591,1599986,1942625,2307306,209970,152757,205327,245914,982500,1254033,1575637,1000255,2391957,362634,290686,402938,183638,263079,119200,Upgrade
1,Short-Term Investments,785900,972400,1456521,1021828,281076,192810,271019,177100,263795,1081191,1167915,1444111,2826622,58032,161717,109000,137000,151089,125000,225000,Upgrade
2,Cash & Short-Term Investments,1681066,2450991,3056507,2964453,2588382,402780,423777,382427,509710,2063691,2421948,3019747,3826877,2449989,524351,399686,539938,334727,388079,344200,Upgrade
3,Cash Growth,-35.05%,508.52%,621.25%,675.17%,407.81%,-80.48%,-82.50%,-87.34%,-86.68%,-15.77%,361.89%,655.53%,608.76%,631.94%,35.11%,16.12%,-34.07%,-69.43%,-60.95%,-23.71%,Upgrade
4,Accounts Receivable,1178426,1174292,1313245,927878,1013914,1037750,1063036,1131589,1195873,1169096,1200544,1138444,1153514,1039244,1007946,1016510,1066624,1001657,853690,811124,Upgrade
5,Other Receivables,676041,4377808,332241,178182,116746,139772,104619,123172,93051,116543,70099,128172,90005,110854,71446,108645,68278,116911,111010,814560,Upgrade
6,Receivables,1956467,5982450,2004186,1465510,1408111,1454972,1445105,1532710,1555054,1543769,1529373,1526096,1502999,1214578,1153452,1201715,1211553,1208010,1054143,1707426,Upgrade
7,Inventory,8154338,7864985,7654740,6784486,6551258,6276881,6310161,6037094,5923304,5629738,5370402,4042018,3844296,4295967,4391891,4478894,4395132,3810597,3981516,4509091,Upgrade
8,Prepaid Expenses,169308,173456,182106,191886,186173,204213,164469,162126,158753,176823,181822,171388,178701,179852,197120,166310,94486,105830,157669,159384,Upgrade
9,Other Current Assets,4002148,42393,3804533,3441277,3244168,2863230,2865033,2862805,2730200,2766473,2624810,2341057,1861744,1355726,1364676,1073203,1058044,996947,989834,276938,Upgrade
10,Total Current Assets,15963327,16514276,16702072,14847612,13978091,11202075,11208546,10977163,10877019,12180495,12128355,11100306,11214617,9496114,7631489,7319809,7299152,6456111,6571241,6997039,Upgrade
11,"Property, Plant & Equipment",903074,775831,933146,823103,827873,899727,791580,788781,801013,802202,807674,812370,817029,781735,755302,832494,833763,837605,843311,397860,Upgrade
12,Long-Term Investments,332903,414928,419696,416171,335320,353133,350727,356565,353684,127335,357485,341520,349246,312689,309841,311688,299296,312708,302135,323671,Upgrade
13,Goodwill,109282,113770,118258,123087,127235,131723,136211,139799,145187,148776,154164,157752,163140,35575,36816,38057,39298,40539,41780,43021,Upgrade
14,Other Intangible Assets,86293,86716,35078,35184,35290,35159,42893,42989,43100,43210,43321,23030,23091,14024,21496,21560,18559,18624,20539,19864,Upgrade
15,Long-Term Deferred Tax Assets,23008,23020,23033,12781,12781,15345,15381,15416,15451,16042,16064,16110,16133,21478,21088,17695,17718,17261,16524,15510,Upgrade
16,Other Long-Term Assets,860333,225403,229658,1507686,1511018,1505819,1501932,1505942,2512341,2510610,2525927,3942120,4263649,3255519,3312867,3311782,3318376,296774,302500,259905,Upgrade
