,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Market Capitalization,50814,50937,63920,65918,70912,69913,55930,65918,73908,99876,108864,80535,78618,90123,77659,58582,74507,61426,69388,72801,75076,Upgrade
1,Market Cap Growth,-22.73%,-27.14%,14.29%,0%,-4.05%,-30.00%,-48.62%,-18.15%,-5.99%,10.82%,40.18%,37.48%,5.52%,46.72%,11.92%,-19.53%,-0.76%,-20.00%,-6.15%,-8.57%,-12.77%,Upgrade
2,Enterprise Value,67435,119787,122541,109678,116412,93845,79863,87189,82284,107942,115465,75860,73943,59939,47475,23352,43430,40175,51508,73014,75289,Upgrade
3,Last Close Price,5300.00,5100.00,5993.22,6180.51,5900.75,5817.64,4654.11,5485.20,5804.13,7843.42,8549.33,6588.47,6431.61,6764.75,5829.20,7412.44,8550.50,7049.26,7963.06,8354.68,8615.77,Upgrade
4,PE Ratio,332.24,15.77,-,-,4.55,4.77,3.78,7.86,15.69,14.32,-,9.63,9.50,16.54,15.87,19.16,16.26,8.08,8.56,7.53,6.30,Upgrade
5,PS Ratio,1.03,0.53,0.48,0.26,0.22,0.22,0.18,0.34,0.51,0.77,0.84,0.70,0.76,1.19,1.58,1.45,1.35,0.68,0.64,0.43,0.32,Upgrade
6,PB Ratio,0.46,0.42,0.52,0.50,0.53,-,0.43,0.51,0.58,0.81,0.88,0.65,0.62,0.71,0.64,0.84,0.98,0.82,0.93,0.98,-,Upgrade
7,P/TBV Ratio,0.48,0.48,0.59,0.56,0.60,-,0.49,0.58,0.65,0.92,1.00,0.73,0.70,0.80,0.70,0.91,1.06,0.88,1.00,1.06,-,Upgrade
8,P/FCF Ratio,6.03,-3.58,-,-,-,-,-,-,-24.50,-2.07,-,-,-,-,18.39,-,34.30,-,-6.74,-,-,Upgrade
9,P/OCF Ratio,6.03,-3.58,-,-,-,-,-,-,-24.50,-2.07,-,-,-,-,18.39,-,35.71,-,-6.91,-,-,Upgrade
10,EV/Sales Ratio,1.37,1.24,0.92,0.43,0.37,0.30,0.26,0.44,0.56,0.83,0.89,0.66,0.72,0.79,0.97,0.58,0.79,0.44,0.48,0.43,0.32,Upgrade
11,EV/EBITDA Ratio,48.67,13.66,18.58,-,8.94,9.96,-,13.81,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,1275.79,-,-,7.03,4.80,3.90,6.18,9.65,18.70,27.86,-,13.93,18.86,25.09,-,-9.02,-,-,6.28,5.10,Upgrade
13,EV/FCF Ratio,14.17,-8.41,-,-,-,-,-,-,-27.28,-2.23,-,-,-,-,11.24,-,19.99,-,-5.00,-,-,Upgrade
14,Debt / Equity Ratio,0.44,0.10,0.49,0.46,0.28,-,0.29,0.12,0.13,0.19,0.19,0.18,0.16,0.16,0.20,0.19,0.22,0.25,0.24,0.26,-,Upgrade
15,Debt / EBITDA Ratio,37.82,0.56,118.59,-,2.61,-,-,0.62,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,6.20,-0.83,-,-,-,-,-,-,-5.43,-0.47,-,-,-,-,5.65,-,7.79,-,-1.71,-,-,Upgrade
