,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,58.92,63.49,77.1,56.97,98.04,222.98,130.15,87.96,109.69,172.69
1,Revenue Growth (YoY),-23.57%,11.43%,-21.36%,-74.45%,-24.67%,153.49%,18.65%,-49.06%,-38.67%,25.39%
2,Cost of Revenue,47.07,55.95,76.54,25.48,95.71,208.44,127.47,104.56,110.05,153.79
3,Gross Profit,11.85,7.53,0.56,31.49,2.33,14.54,2.69,-16.59,-0.35,18.9
4,"Selling, General & Admin",13.46,15.52,12.58,10.19,11.66,13.68,14.79,16.75,14.67,14.18
5,Operating Expenses,14.8,16.98,17.52,11.24,17.2,10.93,17.52,20.62,17.53,13.35
6,Operating Income,-2.95,-9.45,-16.96,20.26,-14.88,3.61,-14.83,-37.21,-17.88,5.55
7,Interest Expense,-0.4,-0.47,-0.13,-,-0,-0.02,-0.01,-0.02,-0,-
8,Interest & Investment Income,3.97,3.59,3.52,2.1,1.06,0.81,0.99,3.39,-,1.75
9,Currency Exchange Gain (Loss),-,0.62,-,0.08,-0.01,-0.04,-,-0.11,-0.02,0
10,Other Non Operating Income (Expenses),1.69,-0.55,3.31,-1.38,0.9,0.2,0.01,-2,2.04,0.18
11,EBT Excluding Unusual Items,2.32,-6.27,-10.26,21.06,-12.94,4.56,-13.84,-35.95,-15.87,7.48
12,Merger & Restructuring Charges,-,-,-,-0.34,-,-,-,-,-,-0.8
13,Impairment of Goodwill,-,-,-,-,-,-,-,-1.51,-,-
14,Gain (Loss) on Sale of Investments,0.11,0.53,-,-,-,-1.38,0.39,2.03,-,-
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-0.02,-,-
16,Asset Writedown,-,-,-,-,-,-,-,-4.33,-,-
17,Other Unusual Items,-,-,-,0.79,0.83,0.2,-,0.75,-,-
18,Pretax Income,2.42,-5.73,-10.26,21.51,-12.11,3.39,-13.45,-39.03,-15.87,6.68
19,Income Tax Expense,-0.06,-0.29,0.08,-0.39,-,-0.07,-,0.89,-1.57,1.5
20,Earnings From Continuing Operations,2.48,-5.45,-10.34,21.9,-12.11,3.45,-13.45,-39.92,-14.3,5.18
21,Minority Interest in Earnings,1.35,2.31,3.2,1.1,4.49,1.72,1.64,1.55,1.9,-0.11
22,Net Income,3.83,-3.14,-7.14,23,-7.62,5.17,-11.81,-38.37,-12.4,5.07
23,Net Income to Common,3.83,-3.14,-7.14,23,-7.62,5.17,-11.81,-38.37,-12.4,5.07
24,Net Income Growth,-,-,-,344.87%,-,-,-,-,-,-47.01%
25,Shares Outstanding (Basic),600,600,600,600,600,600,600,600,600,600
26,Shares Outstanding (Diluted),600,600,600,600,600,600,600,600,600,600
27,Shares Change (YoY),0.02%,-,-,-,-,-,-,-,-,10.52%
28,EPS (Basic),0.01,-0.01,-0.01,0.04,-0.01,0.01,-0.02,-0.06,-0.02,0.01
29,EPS (Diluted),0.01,-0.01,-0.01,0.04,-0.01,0.01,-0.02,-0.06,-0.02,0.01
30,EPS Growth,-,-,-,344.88%,-,-,-,-,-,-52.06%
31,Free Cash Flow,-14.13,-3.92,-32.73,7.34,50.41,26.94,-12.27,-66.99,25.3,10.94
32,Free Cash Flow Per Share,-0.02,-0.01,-0.05,0.01,0.08,0.04,-0.02,-0.11,0.04,0.02
33,Operating Margin,-5.01%,-14.89%,-21.99%,35.55%,-15.17%,1.62%,-11.39%,-42.30%,-16.30%,3.21%
34,Profit Margin,6.49%,-4.95%,-9.26%,40.38%,-7.77%,2.32%,-9.08%,-43.62%,-11.31%,2.93%
35,Free Cash Flow Margin,-23.99%,-6.18%,-42.45%,12.89%,51.41%,12.08%,-9.43%,-76.16%,23.07%,6.34%
36,EBITDA,-1.8,-8.26,-15.75,21.02,-14.12,4.37,-14.1,-34.49,-15.53,7.39
37,D&A For EBITDA,1.15,1.19,1.21,0.76,0.76,0.76,0.74,2.72,2.35,1.84
38,EBIT,-2.95,-9.45,-16.96,20.26,-14.88,3.61,-14.83,-37.21,-17.88,5.55
