,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,141,149,237,136,180,168,153,165,135,120,189
1,Market Cap Growth,9.25%,9.25%,31.67%,-18.93%,17.65%,1.82%,13.33%,37.50%,-28.57%,-38.46%,-3.08%
2,Enterprise Value,74,70,118,-17,25,67,80,82,-11,2,62
3,Last Close Price,0.23,0.25,0.40,0.23,0.30,0.28,0.26,0.28,0.23,0.20,0.32
4,PE Ratio,211.77,223.42,-,-,12.05,-,-23.72,-,-,-,9.62
5,PS Ratio,1.19,1.25,1.74,1.05,1.20,0.54,0.45,0.78,0.70,0.44,0.55
6,PB Ratio,0.70,0.81,1.30,0.73,0.92,0.96,0.82,0.90,0.69,0.51,0.76
7,P/TBV Ratio,0.75,0.75,1.22,0.69,0.87,0.91,0.80,0.88,0.68,0.51,0.77
8,P/FCF Ratio,-,-,-,-,3.21,2.24,10.74,-,-,3.41,-21.08
9,P/OCF Ratio,-,-,-,-,3.21,2.24,10.53,-,-,3.23,-34.32
10,EV/Sales Ratio,0.62,0.59,0.87,-,0.17,0.21,0.23,0.39,-,0.01,0.18
11,EV/EBITDA Ratio,-,-,-,-,3.75,-,-8.47,-,-,-,2.64
12,EV/EBIT Ratio,-,-,-,-,4.81,-,-7.34,-,-,-,3.03
13,EV/FCF Ratio,-4.19,-,-,-,0.45,0.89,5.62,-,-,0.06,-6.91
14,Debt / Equity Ratio,0.01,0.01,0.14,0.09,-,-,0.09,0.00,0.00,0.00,-
15,Debt / FCF Ratio,-,-,-,-,-,-,1.15,-,-,0.02,-
16,Return on Capital Employed (ROCE),-,-,-,-,2.66%,-,-5.84%,-,-,-,8.21%
17,Earnings Yield,0.47%,0.45%,-4.21%,11.31%,8.30%,-1.42%,-4.21%,-29.53%,-36.51%,-5.94%,10.39%
18,FCF Yield,-12.43%,-11.78%,-15.02%,-18.10%,31.15%,44.70%,9.31%,-46.64%,-29.98%,29.32%,-4.74%
19,Buyback Yield / Dilution,-0.01%,-0.02%,-,-,-,-,-,-,-,-,-10.52%
20,Total Shareholder Return,-0.01%,-0.02%,-,-,-,-,-,-,-,-,-10.52%
