,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,10378,14073,6662,5886,7706,5707,4833,4173,5234,4339,4155,3972,191.07,229.05,1498,307.15,-3965,-3965,6733,1522,Upgrade
1,Revenue Growth (YoY),34.68%,146.60%,37.85%,41.05%,47.23%,31.53%,16.31%,5.07%,2639.16%,1794.18%,177.39%,1193.06%,-,-,-77.75%,-79.82%,-,-,195.99%,113.22%,Upgrade
2,Cost of Revenue,3000,7805,5088,4583,5286,4451,3533,3196,3477,3417,3438,3242,741.53,548.89,310.62,131.84,-13.84,-13.84,55.58,209.66,Upgrade
3,Gross Profit,7378,6267,1574,1303,2419,1256,1300,976.85,1757,921.54,717.15,729.92,-550.46,-319.84,1187,175.31,-3951,-3951,6678,1313,Upgrade
4,"Selling, General & Admin",6514,3129,3809,3918,2799,3857,2738,2950,3473,3623,3737,3646,2144,1125,2612,2550,-2847,-2847,10319,-4960,Upgrade
5,Operating Expenses,6514,3129,3809,3918,2799,3857,2738,2950,3473,3623,3737,3646,2144,1125,2612,2550,-2847,-2847,10319,-4960,Upgrade
6,Operating Income,864.35,3138,-2235,-2615,-379.48,-2602,-1438,-1973,-1716,-2702,-3020,-2916,-2695,-1445,-1425,-2374,-1105,-1105,-3641,6273,Upgrade
7,Interest Expense,-,-,-,-,-0.15,-80.83,-142.17,-136.67,-136.67,-136.67,-136.67,-136.67,-112.13,-112.13,-103.4,-136.67,-222.45,-222.45,-,-196.9,Upgrade
8,Interest & Investment Income,224.08,362.48,2816,1501,6181,3352,172.17,2491,85.22,290.09,81.93,158.66,437.17,1298,1309,258.1,-,-,961.84,325.93,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,4348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),712.19,1937,-414.81,-238.27,-3498,-168.1,931.29,-383.1,-3481,-114.07,4531,2933,2848,524.09,1523,1387,-7724,-7724,3134,-,Upgrade
11,EBT Excluding Unusual Items,1801,5438,166.08,-1352,2304,4849,-476.55,-1.67,-5249,-2662,1457,39.47,478.02,264.91,1303,-865.65,-9051,-9051,454.74,6402,Upgrade
12,Pretax Income,1801,5438,166.08,-1352,2304,4849,-476.55,-1.67,-5249,-2662,1457,39.47,478.02,264.91,1303,-865.65,-9051,-9051,454.74,6402,Upgrade
13,Income Tax Expense,822.16,58.62,98.55,60.21,235.8,37.49,116.49,6.04,165.16,13.22,1.68,0.83,-,-,-,-,-,-,-,-,Upgrade
14,Earnings From Continuing Operations,978.46,5379,67.53,-1413,2068,4812,-593.04,-7.71,-5414,-2676,1455,38.63,478.02,264.91,1303,-865.65,-9051,-9051,454.74,6402,Upgrade
15,Minority Interest in Earnings,-629.32,-1297,411.61,444.64,-24.43,138.79,-58.2,36.91,-590.48,-26.7,-3.8,-2.28,483.63,-192.73,-469.98,242.37,192.8,192.8,-470.4,-84.8,Upgrade
16,Net Income,349.13,4083,479.14,-967.86,2043,4950,-651.24,29.2,-6004,-2702,1451,36.35,961.65,72.18,833.41,-623.28,-8858,-8858,-15.65,6317,Upgrade
17,Net Income to Common,349.13,4083,479.14,-967.86,2043,4950,-651.24,29.2,-6004,-2702,1451,36.35,961.65,72.18,833.41,-623.28,-8858,-8858,-15.65,6317,Upgrade
18,Net Income Growth,-82.91%,-17.53%,-,-,-,-,-,-19.68%,-,-,74.16%,-,-,-,-,-,-,-,-,-,Upgrade
19,Shares Outstanding (Basic),9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,-,9,9,8,-,Upgrade
20,Shares Outstanding (Diluted),9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,-,9,9,8,-,Upgrade
21,Shares Change (YoY),-0.55%,-0.05%,-0.05%,-7.49%,-0.15%,0.10%,0.33%,7.09%,2.01%,-0.17%,1.68%,-,-0.11%,1.98%,13.28%,-,7.68%,7.68%,-17.56%,-,Upgrade
22,EPS (Basic),39.00,453.00,53.00,-107.50,227.00,549.00,-72.00,3.00,-666.00,-300.00,161.00,4.00,108.81,8.00,94.00,-,-1001.15,-1001.15,-2.00,-,Upgrade
23,EPS (Diluted),39.00,453.00,53.00,-107.50,227.00,549.00,-72.00,3.00,-666.00,-300.00,161.00,4.00,108.81,8.00,94.00,-,-1001.15,-1001.15,-2.00,-,Upgrade
24,EPS Growth,-82.82%,-17.49%,-,-,-,-,-,-25.00%,-,-,71.28%,-,-,-,-,-,-,-,-,-,Upgrade
25,Free Cash Flow,-7513,1280,516.11,516.11,-8785,14880,-615.22,2233,23027,6217,-,-14208,8057,-229.94,5547,-11769,-7286,-7286,-,-5444,Upgrade
26,Free Cash Flow Per Share,-839.19,142.01,57.09,57.32,-975.89,1650.18,-68.02,229.47,2554.12,690.15,-,-1563.40,911.63,-25.48,625.59,-,-823.50,-823.50,-,-,Upgrade
27,Gross Margin,71.10%,44.53%,23.62%,22.13%,31.40%,22.00%,26.90%,23.41%,33.57%,21.24%,17.26%,18.38%,-288.10%,-139.63%,79.26%,57.08%,-,-,99.17%,86.23%,Upgrade
28,Operating Margin,8.33%,22.30%,-33.55%,-44.43%,-4.92%,-45.59%,-29.75%,-47.27%,-32.79%,-62.27%,-72.67%,-73.42%,-1410.30%,-630.78%,-95.12%,-772.99%,-,-,-54.08%,412.04%,Upgrade
29,Profit Margin,3.36%,29.01%,7.19%,-16.44%,26.52%,86.75%,-13.48%,0.70%,-114.73%,-62.29%,34.93%,0.92%,503.31%,31.51%,55.64%,-202.92%,-,-,-0.23%,414.95%,Upgrade
30,Free Cash Flow Margin,-72.39%,9.10%,7.75%,8.77%,-114.01%,260.74%,-12.73%,53.52%,439.99%,143.29%,-,-357.74%,4216.90%,-100.39%,370.27%,-3831.70%,-,-,-,-357.60%,Upgrade
31,EBITDA,1276,3550,-2208,-2588,-374.86,-2503,-1398,-1967,-1710,-1469,-,-,-2579,-1443,-1288,-2238,-1103,-1064,-3522,6279,Upgrade
32,EBITDA Margin,12.30%,25.23%,-33.15%,-43.97%,-4.86%,-43.85%,-28.93%,-47.13%,-32.68%,-33.85%,-,-,-,-,-86.01%,-,-,-,-52.31%,412.41%,Upgrade
33,D&A For EBITDA,412.08,412.08,26.89,26.89,4.62,99.32,39.57,6.16,6.16,1233,-,-,115.93,1.41,136.46,136.46,1.41,40.72,119.33,5.63,Upgrade
34,EBIT,864.35,3138,-2235,-2615,-379.48,-2602,-1438,-1973,-1716,-2702,-3020,-2916,-2695,-1445,-1425,-2374,-1105,-1105,-3641,6273,Upgrade
35,EBIT Margin,8.33%,22.30%,-33.55%,-44.43%,-4.92%,-45.59%,-29.75%,-47.27%,-32.79%,-62.27%,-72.67%,-73.42%,-,-,-95.12%,-,-,-,-54.08%,412.04%,Upgrade
36,Effective Tax Rate,45.66%,1.08%,59.34%,-,10.24%,0.77%,-,-,-,-,0.12%,2.11%,-,-,-,-,-,-,-,-,Upgrade
37,Revenue as Reported,10378,14073,6662,5886,7706,5707,4833,4173,5234,4339,4155,3972,191.07,229.05,1498,307.15,-3965,-3965,6733,1522,Upgrade
