,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,51383,20184,18982,43027,21429,15116,12766,13701,24889,17999,16462,9852,14498,22267,9936,8791,9117,6466,10623,5593,Upgrade
1,Short-Term Investments,86197,103803,103874,91569,105374,95710,97042,106744,92639,98236,95083,92649,83123,69067,90947,90719,84415,91934,85547,69926,Upgrade
2,Cash & Short-Term Investments,137581,123987,122856,134596,126803,110827,109808,120445,117528,116235,111545,102501,97621,91333,100883,99510,93532,98400,96170,75519,Upgrade
3,Cash Growth,8.50%,11.87%,11.88%,11.75%,7.89%,-4.65%,-1.56%,17.51%,20.39%,27.26%,10.57%,3.01%,4.37%,-7.18%,4.90%,31.77%,29.80%,60.31%,73.12%,45.78%,Upgrade
4,Accounts Receivable,5669,6173,6365,7768,6422,6492,5343,6092,5003,5208,5213,5277,5508,5422,4453,5057,4576,4949,5018,4559,Upgrade
5,Other Receivables,-,-,-,-,2784,-,-,-,1374,-,-,-,1514,-,-,-,2043,-,-,708.55,Upgrade
6,Receivables,5669,6173,6365,7768,9252,6492,5343,6092,6443,5208,5213,5277,7064,5422,4453,5057,6626,4949,5018,5290,Upgrade
7,Inventory,571.55,613.69,574.44,603.98,695.37,721.96,806.96,876.3,993.64,932.91,843.77,861.31,964.73,1039,884.31,874.7,591.51,524.36,558.79,562.12,Upgrade
8,Prepaid Expenses,-,-,-,-,2949,-,-,-,3005,-,-,-,3945,-,-,-,3395,-,-,3870,Upgrade
9,Restricted Cash,3086,2994,2870,3055,2777,3041,2913,3083,2699,2844,3089,3336,2877,3461,3223,3236,3051,2886,3352,3507,Upgrade
10,Other Current Assets,6417,6811,5488,5770,215.84,6483,5353,5051,934.76,6371,7318,7098,648.65,7688,6517,6851,635.4,7006,6014,1473,Upgrade
11,Total Current Assets,153325,140579,138153,151792,142693,127565,124224,135547,131603,131592,128009,119074,113120,108944,115959,115529,107831,113765,111113,90221,Upgrade
12,"Property, Plant & Equipment",8520,8200,8092,8057,8824,7582,7347,6618,7230,6165,6022,5842,6478,4957,4694,4652,5323,4439,4416,5073,Upgrade
