,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,673,1144,1313,993,1161,1229,1262,1633,1296,1397,3366,Upgrade
1,Market Cap Growth,15.25%,15.25%,13.04%,-19.18%,-8.00%,-24.74%,-2.60%,16.87%,-61.50%,-69.49%,-58.49%,Upgrade
2,Enterprise Value,111,539,761,389,638,658,597,1000,850,-1319,-5037,Upgrade
3,Last Close Price,0.20,0.32,0.35,0.27,0.30,0.30,0.30,0.38,0.30,0.33,0.56,Upgrade
4,PE Ratio,17.24,29.28,-100.69,-,256.64,-,-11796.85,-,-,-,-4.39,Upgrade
5,PS Ratio,0.29,0.50,0.49,0.34,0.47,0.58,0.57,0.61,0.42,0.49,1.24,Upgrade
6,PB Ratio,0.54,0.92,1.02,0.79,0.86,0.90,0.89,1.14,0.90,0.97,1.45,Upgrade
7,P/TBV Ratio,0.92,0.92,1.02,0.79,0.86,0.90,0.89,1.14,0.90,0.97,1.45,Upgrade
8,P/FCF Ratio,6.39,-,27.29,-,9.50,-41.88,-,7.73,41.95,-,-,Upgrade
9,P/OCF Ratio,7.53,7.53,10.97,-,6.81,71.81,-,7.07,12.28,-,-,Upgrade
10,EV/Sales Ratio,0.05,0.24,0.28,0.13,0.26,0.31,0.27,0.37,0.28,-,-,Upgrade
11,EV/EBITDA Ratio,1.18,6.78,17.42,-,12.40,15.83,19.02,-79.22,-,-,-,Upgrade
12,EV/EBIT Ratio,5.24,-,-58.85,-,364.22,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,1.05,-,15.81,-,5.22,-22.42,-,4.73,27.51,-,-,Upgrade
14,Debt / Equity Ratio,0.10,0.10,0.11,0.16,0.12,0.05,0.06,0.07,0.05,0.08,0.08,Upgrade
15,Debt / FCF Ratio,1.20,-,2.95,-,1.36,-2.51,-,0.45,2.38,-,-,Upgrade
16,Return on Capital Employed (ROCE),1.57%,-,-0.92%,-,0.12%,-,-,-,-,-,-,Upgrade
17,Earnings Yield,5.81%,3.42%,-0.99%,-3.43%,0.39%,0.41%,-0.01%,-1.30%,-8.09%,18.82%,-22.78%,Upgrade
18,FCF Yield,15.65%,9.21%,3.66%,5.40%,10.53%,-2.39%,-0.74%,12.93%,2.38%,-18.04%,-13.66%,Upgrade
19,Dividend Yield,10.00%,3.11%,-,-,8.43%,8.20%,8.31%,2.63%,-,-,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.00%,-0.00%,1.37%,Upgrade,
21,Total Shareholder Return,10.00%,3.11%,-,-,8.43%,8.20%,8.31%,2.63%,0.00%,-0.00%,1.37%,Upgrade
