,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Market Capitalization,5220,5330,4747,4651,7293,11033,13329,15831,17682,15872,13398,14533,12713,13408,8369,6851,5838,7027,7424,8490,6656,Upgrade
1,Market Cap Growth,-51.69%,-51.69%,-64.38%,-70.62%,-58.76%,-30.49%,-0.52%,8.93%,39.09%,18.38%,60.10%,112.14%,117.77%,90.81%,12.72%,-19.31%,-12.29%,10.54%,-2.59%,-,-,Upgrade
2,Enterprise Value,7554,7664,7054,6826,9124,12864,14902,17014,18328,16518,13747,14612,12347,13042,8071,6396,5306,6495,6899,7951,6522,Upgrade
3,Last Close Price,19.98,20.40,18.17,17.80,27.92,42.24,51.03,60.90,67.93,60.98,51.68,56.12,49.09,51.78,32.40,29.33,24.95,30.04,31.80,36.33,28.48,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,59.34,-,60.02,59.07,71.63,-,67.06,55.40,52.00,-,54.54,64.38,73.66,-,Upgrade
5,Forward PE,20.81,24.07,28.99,25.70,15.76,24.67,26.71,36.00,42.36,40.68,37.01,43.76,45.47,51.18,36.15,27.96,27.96,35.21,39.94,32.48,39.70,Upgrade
6,PS Ratio,3.28,3.35,3.01,2.84,4.13,6.07,5.03,5.86,6.97,6.46,6.54,8.01,7.98,9.13,6.70,6.37,6.49,8.30,10.15,12.35,10.98,Upgrade
7,PB Ratio,2.53,2.55,2.27,2.19,3.38,4.78,4.93,5.77,6.72,5.86,5.68,6.42,5.73,5.92,3.99,5.07,4.47,5.23,6.04,7.08,5.69,Upgrade
8,P/TBV Ratio,2.70,2.70,2.41,2.30,3.52,4.94,5.11,5.98,6.90,6.01,5.77,6.53,5.82,6.03,4.07,5.22,4.63,5.41,6.17,7.25,5.83,Upgrade
9,P/FCF Ratio,-,-,-21.47,-,-,-11.19,-,-,-,-20.36,-,-,-,-19.37,-,-,-,18090.80,-107.17,-,-,Upgrade
10,P/OCF Ratio,-,-,-36.72,-,-,-12.68,-,-,-,-32.52,-,-,-,-112.66,-,-,-,93.25,-349.58,-,-,Upgrade
11,EV/Sales Ratio,4.75,4.82,4.47,4.17,5.17,7.07,5.62,6.30,7.23,6.72,6.71,8.06,7.75,8.88,6.46,5.95,5.90,7.67,9.43,11.57,10.76,Upgrade
12,EV/EBITDA Ratio,-,-,-12.97,-11.97,-,-,-,49.88,-,55.46,56.04,69.28,-,69.60,45.87,42.37,-,46.57,57.24,64.62,-,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,-,56.16,-,61.45,62.32,77.57,-,76.11,49.79,46.21,-,50.39,62.01,69.83,-,Upgrade
14,EV/FCF Ratio,-,-,-31.91,-,-,-13.05,-,-,-,-21.19,-,-,-,-18.84,-,-,-,16721.56,-99.58,-,-,Upgrade
15,Debt / Equity Ratio,1.20,1.20,1.20,1.27,1.28,1.23,0.89,0.85,0.78,0.77,0.44,0.39,0.27,0.26,0.20,0.15,0.08,0.08,0.10,0.08,0.05,Upgrade
16,Debt / EBITDA Ratio,-,-,53.86,26.32,-,-,-,3.45,-,2.47,2.73,2.19,-,1.11,1.75,0.74,-,0.28,0.91,0.54,-,Upgrade
17,Debt / FCF Ratio,-,-,-11.36,-,-,-2.87,-,-,-,-2.69,-,-,-,-0.85,-,-,-,277.28,-1.86,-,-,Upgrade
18,Asset Turnover,-,0.34,0.40,0.14,0.15,0.36,0.50,0.19,0.83,0.60,0.64,0.23,0.82,0.61,0.77,0.15,0.97,0.49,0.50,0.04,Upgrade,
19,Inventory Turnover,-,-,0.84,1.05,0.31,0.74,1.00,1.15,0.53,2.85,1.76,2.01,0.91,3.70,2.42,2.60,0.54,4.06,1.80,1.70,0.17,Upgrade
20,Quick Ratio,-,-,1.15,1.16,1.05,1.21,1.41,1.53,1.70,1.95,1.47,1.61,1.94,2.41,3.33,2.93,3.05,3.23,3.27,3.69,4.48,Upgrade
21,Current Ratio,-,-,1.90,1.89,1.79,1.82,2.10,2.21,2.47,2.40,2.04,2.15,2.61,2.77,4.09,3.61,3.84,3.67,3.89,4.33,5.31,Upgrade
22,Return on Equity (ROE),-231.49%,-7.09%,-6.36%,-27.03%,-53.60%,-7.54%,14.88%,-13.34%,28.62%,12.90%,10.36%,-8.85%,26.39%,11.74%,15.22%,-13.62%,29.47%,10.29%,12.95%,-12.03%,Upgrade,
23,Return on Assets (ROA),-,-0.20%,-0.68%,-5.00%,-18.04%,-0.97%,5.31%,-2.81%,7.43%,5.49%,4.65%,-2.97%,8.04%,5.80%,7.15%,-5.89%,13.10%,5.10%,6.43%,-6.41%,Upgrade,
24,Return on Capital (ROIC),-77.62%,-0.25%,-0.87%,-6.36%,-22.50%,-1.20%,6.53%,-3.48%,9.26%,6.85%,5.74%,-3.62%,9.65%,7.03%,9.18%,-7.70%,16.80%,6.34%,7.78%,-7.65%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,7.52%,-,6.72%,8.28%,7.38%,-,6.85%,6.76%,9.37%,-,9.07%,8.62%,9.22%,-,Upgrade
26,Earnings Yield,-27.43%,-26.87%,-11.70%,-12.25%,-5.98%,-3.39%,1.06%,1.69%,1.27%,1.67%,1.69%,1.40%,1.54%,1.49%,1.80%,1.92%,2.05%,1.83%,1.55%,1.36%,1.32%,Upgrade
27,FCF Yield,-,-4.66%,-10.13%,-9.15%,-8.94%,-8.02%,-6.83%,-5.70%,-4.91%,-5.94%,-7.87%,-8.17%,-5.16%,-9.25%,-2.44%,-1.04%,0.01%,-0.93%,-1.19%,-1.86%,Upgrade,
28,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,0.15%,-,-,-,0.14%,-,-,-,0.17%,-,-,-,Upgrade
29,Payout Ratio,0.00%,-,-,-,-,-,-,35.06%,-,5.46%,36.01%,11.24%,-,3.98%,5.16%,25.85%,-,-,37.70%,-,-,Upgrade
30,Buyback Yield / Dilution,-13.83%,-65.11%,-21.75%,7.56%,0.80%,38.44%,33.78%,-27.33%,-1.93%,-0.04%,-52.25%,23.88%,-10.20%,-15.75%,36.46%,-108.40%,1.96%,32.66%,-46.27%,21.78%,-35.80%,Upgrade
31,Total Shareholder Return,-13.83%,-65.11%,-21.75%,7.56%,0.80%,38.44%,33.78%,-27.33%,-1.93%,0.11%,-52.25%,23.88%,-10.20%,-15.61%,36.46%,-108.40%,1.96%,32.83%,-46.27%,21.78%,-35.80%,Upgrade
