,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Market Capitalization,203,184,175,159,150,165,216,204,189,125,110,Upgrade
1,Market Cap Growth,15.79%,15.79%,16.67%,-3.80%,-30.38%,-19.12%,14.29%,63.46%,72.13%,-15.10%,-41.90%,Upgrade
2,Enterprise Value,76,31,82,88,85,75,137,97,54,15,73,Upgrade
3,Last Close Price,0.36,0.30,0.24,0.21,0.18,0.18,0.23,0.22,0.17,0.11,0.09,Upgrade
4,PE Ratio,4.30,3.89,3.78,4.18,4.05,10.71,-,4.39,3.77,2.45,2.04,Upgrade
5,PS Ratio,0.28,0.25,0.26,0.27,0.26,0.32,0.44,0.40,0.41,0.23,0.15,Upgrade
6,PB Ratio,0.74,0.67,0.60,0.59,0.57,0.63,0.87,0.80,0.70,0.52,0.47,Upgrade
7,P/TBV Ratio,0.67,0.67,0.60,0.59,0.57,0.64,0.88,0.80,0.71,0.52,0.47,Upgrade
8,P/FCF Ratio,2.46,2.23,1.64,2.00,40.97,-,35.16,-,-,1.02,1.35,Upgrade
9,P/OCF Ratio,2.19,2.19,1.60,1.95,32.32,-,29.04,-,-,0.99,1.31,Upgrade
10,EV/Sales Ratio,0.10,0.04,0.12,0.15,0.15,0.14,0.28,0.19,0.12,0.03,0.10,Upgrade
11,EV/EBITDA Ratio,1.19,0.54,1.44,1.82,1.82,3.76,-,1.76,0.96,0.24,1.16,Upgrade
12,EV/EBIT Ratio,1.39,0.56,1.49,1.89,1.89,4.13,-,1.84,1.01,0.25,1.20,Upgrade
13,EV/FCF Ratio,0.92,0.37,0.76,1.11,23.03,-,22.29,-,-,0.12,0.89,Upgrade
14,Debt / Equity Ratio,0.03,0.03,0.06,0.10,0.21,0.20,0.07,0.05,0.04,0.06,0.08,Upgrade
15,Debt / FCF Ratio,0.09,0.09,0.18,0.33,14.92,-,2.64,-,-,0.13,0.22,Upgrade
16,Return on Capital Employed (ROCE),19.90%,19.90%,18.44%,17.13%,16.71%,6.91%,-,20.08%,19.36%,23.47%,24.82%,Upgrade
17,Earnings Yield,23.25%,25.71%,26.44%,23.90%,24.70%,9.34%,5.33%,22.79%,26.55%,40.75%,48.96%,Upgrade
18,FCF Yield,40.62%,44.93%,60.91%,50.07%,2.44%,-8.56%,2.84%,-19.76%,7.33%,97.68%,74.03%,Upgrade
19,Buyback Yield / Dilution,2.27%,-,4.43%,7.18%,2.87%,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,13.23%,-,4.43%,7.18%,2.87%,-,-,-,-,-,-,Upgrade
