,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,961,971,1001,961,1041,1101,1081,1101,1401,1301,1301,Upgrade
1,Market Cap Growth,1.04%,1.04%,-3.85%,-12.73%,-3.70%,0%,-22.86%,-15.38%,7.69%,-4.41%,-12.16%,Upgrade
2,Enterprise Value,1054,1041,1018,983,1014,1037,1014,1038,1312,1250,1219,Upgrade
3,Last Close Price,0.48,0.48,0.50,0.48,0.52,0.55,0.54,0.55,0.70,0.64,0.64,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,31.23,44.86,167.74,-,Upgrade
5,Forward PE,-,31.11,31.11,31.11,31.11,31.11,31.11,31.11,31.11,31.11,31.11,Upgrade
6,PS Ratio,2.72,2.75,3.02,2.86,3.12,3.28,2.57,2.26,2.89,3.17,3.34,Upgrade
7,PB Ratio,2.15,2.17,1.90,1.67,1.83,1.84,1.84,1.67,2.23,2.13,2.35,Upgrade
8,P/TBV Ratio,2.17,2.17,1.99,1.75,1.91,1.93,1.92,1.77,2.36,2.29,2.54,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,169.30,-,-,-,Upgrade
10,P/OCF Ratio,-,-70.64,-,44.24,43.28,95.27,24.23,24.68,46.99,43.18,46.51,Upgrade
11,PEG Ratio,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,Upgrade
12,EV/Sales Ratio,2.98,2.94,3.07,2.92,3.04,3.09,2.41,2.13,2.70,3.04,3.13,Upgrade
13,EV/EBITDA Ratio,-,-,-,45.93,49.56,224.76,-,14.41,19.16,33.32,40.57,Upgrade
14,EV/EBIT Ratio,-,-,-,2356.75,-,-,-,22.50,30.76,123.49,-,Upgrade
15,EV/FCF Ratio,-19.17,-,-,-,-,-,-,159.58,-,-,-,Upgrade
16,Debt / Equity Ratio,0.47,0.47,0.33,0.32,0.32,0.24,0.21,0.20,0.16,0.12,0.14,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,-,19.85,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,0.07%,-,-,-,6.66%,6.58%,1.61%,-,Upgrade
19,Earnings Yield,-10.78%,-10.67%,-3.61%,-1.57%,-0.92%,-2.77%,-1.11%,3.20%,2.23%,0.60%,-0.08%,Upgrade
20,FCF Yield,-5.72%,-5.66%,-7.66%,-4.93%,-4.77%,-2.97%,2.08%,0.59%,-2.32%,-3.36%,-5.40%,Upgrade
