,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,34760789,31981810,31369492,29412879,26075465,23214520,25830241,26637796,24025214,25400474,27354356,30722584,25249461,21355419,20150120,17832238,16256079,15176993,12464047,9503061,8464390,Upgrade
1,Market Cap Growth,37.77%,37.77%,21.44%,10.42%,8.53%,-8.61%,-5.57%,-13.30%,-4.85%,18.94%,35.75%,72.29%,55.32%,40.71%,61.67%,87.65%,92.05%,34.85%,5.37%,-3.46%,-14.29%,Upgrade
2,Enterprise Value,42017085,39948316,39964367,38998552,36115156,34244811,37287329,39013212,36223088,37663699,39170223,42901890,37534892,33378345,31051827,22267289,20634852,19548176,16762075,13092226,12034970,Upgrade
3,Last Close Price,73800.00,66977.45,65695.11,61749.46,53854.46,47945.66,53347.99,55036.22,49619.21,51715.70,55693.83,62348.15,50805.52,42970.16,40544.92,35881.01,32709.55,30439.78,24998.56,19059.84,16976.63,Upgrade
4,PE Ratio,17.43,16.04,17.24,16.44,13.55,10.61,10.74,10.10,8.75,9.43,9.90,13.10,11.84,11.51,11.75,9.92,9.09,9.32,8.74,6.41,5.49,Upgrade
5,Forward PE,14.06,12.87,11.86,11.77,10.40,8.98,9.79,9.75,10.79,9.56,10.73,11.75,12.05,10.68,12.35,9.59,8.84,9.26,7.80,6.08,5.08,Upgrade
6,PS Ratio,4.15,3.82,3.87,3.66,3.24,2.71,2.70,2.71,2.48,2.71,3.34,4.35,3.78,3.68,3.61,2.98,2.88,2.69,2.35,1.89,1.70,Upgrade
7,PB Ratio,1.84,1.42,1.44,1.38,1.25,1.12,1.26,1.33,1.21,1.32,1.50,1.75,1.49,1.31,1.29,1.16,1.29,1.24,1.08,0.85,0.79,Upgrade
8,P/TBV Ratio,1.74,1.74,1.77,1.71,1.55,1.39,1.59,1.69,1.58,1.71,1.94,2.21,1.90,1.65,1.66,1.50,1.41,1.36,1.18,0.93,0.86,Upgrade
9,P/FCF Ratio,12.71,11.70,10.74,11.56,11.02,11.96,29.77,52.86,-,-,-,-21.44,-12.32,-,-,-59.98,-,-,-,-,-,Upgrade
10,P/OCF Ratio,8.46,8.46,7.82,7.95,7.75,8.25,16.91,23.48,19.57,-,20.75,12.64,14.76,-,9.27,17.25,16.07,24.77,11.03,8.38,-,Upgrade
11,PEG Ratio,0.74,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,Upgrade
12,EV/Sales Ratio,5.01,4.77,4.93,4.85,4.49,4.00,3.89,3.96,3.74,4.02,4.78,6.08,5.63,5.75,5.57,3.72,3.66,3.47,3.16,2.61,2.41,Upgrade
13,EV/EBITDA Ratio,9.46,10.73,11.43,11.25,9.75,8.12,8.00,7.93,7.26,7.70,8.69,10.95,10.27,12.15,14.26,10.71,12.39,12.52,11.81,10.26,10.23,Upgrade
14,EV/EBIT Ratio,13.36,16.45,17.97,17.64,14.75,11.59,10.92,10.64,9.66,10.28,11.88,15.50,14.74,18.00,20.89,14.20,15.46,15.77,14.94,12.90,12.60,Upgrade
15,EV/FCF Ratio,15.37,14.61,13.68,15.32,15.26,17.64,42.97,77.42,-,-,-,-29.94,-18.32,-,-,-74.89,-,-,-,-,-,Upgrade
