,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,369259,332791,321771,313495,334881,300322,304629,227405,262539,275531,295929,233547,214086,210140,251973,216313,235207,218681,170975,168724,Upgrade
1,Revenue Growth (YoY),10.27%,10.81%,5.63%,37.86%,27.55%,9.00%,2.94%,-2.63%,22.63%,31.12%,17.44%,7.97%,-8.98%,-3.91%,47.37%,28.21%,11.82%,17.89%,-2.44%,-1.01%,Upgrade
2,Cost of Revenue,241228,204771,203551,189180,213274,181811,197813,145509,181990,178195,186452,155670,156566,147888,170462,149393,165919,148617,117022,114014,Upgrade
3,Gross Profit,128031,128020,118220,124315,121607,118511,106815,81895,80549,97336,109476,77877,57520,62252,81511,66920,69288,70063,53953,54710,Upgrade
4,"Selling, General & Admin",25814,18109,19031,20525,24315,20511,14835,14910,27347,16618,15770,15322,18506,14003,16932,17128,19478,14446,13416,17562,Upgrade
5,Operating Expenses,25814,18109,19031,20525,24315,20511,14835,14910,27347,16618,15770,15322,18506,14003,16932,17128,19478,14446,13416,17562,Upgrade
6,Operating Income,102217,109912,99189,103789,97292,98000,91981,66985,53202,80719,93706,62555,39014,48249,64579,49792,49810,55617,40537,37148,Upgrade
7,Interest Expense,-1846,-1566,-1943,-1684,-2486,-2266,-3014,-3111,-3747,-3181,-4062,-3311,-3454,-2822,-3425,-2822,-3749,-3655,-4331,-4034,Upgrade
8,Interest & Investment Income,10079,2386,10232,2341,9497,2370,12186,1730,6341,1981,6522,882.32,3497,1677,5094,767.14,2326,1245,4338,1508,Upgrade
