,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,139.34,329.45,238.81,279.09,259.92,269.18,414.47,284.41,286.89,297.7,Upgrade
1,Trading Asset Securities,123.65,104.61,92.11,113.59,334.93,195.97,468.28,118.75,308.81,78.27,Upgrade
2,Cash & Short-Term Investments,262.98,434.06,330.92,392.68,594.85,465.14,882.74,403.16,595.69,375.97,Upgrade
3,Cash Growth,-20.53%,10.54%,-44.37%,-15.58%,-32.61%,15.37%,48.19%,7.23%,-34.30%,-47.55%,Upgrade
4,Accounts Receivable,13.97,7.8,9.24,10.56,18.98,17.12,3.61,4.13,7.67,12.94,Upgrade
5,Other Receivables,79.56,113.99,120.42,128.65,140.22,105.79,75.56,89.51,-,60.52,Upgrade
6,Receivables,93.53,121.78,141.97,149.69,232.14,166.11,96.65,134.41,100.05,111.61,Upgrade
7,Inventory,16.42,10.78,15.57,23.34,37.77,26.62,6.83,6.08,12.62,12.58,Upgrade
8,Prepaid Expenses,33.25,19.48,16.1,19.24,36.9,33.3,11.27,9.95,58.32,9.89,Upgrade
9,Other Current Assets,93.06,182.83,106.66,135.62,56.82,238.42,39,291.4,40.38,498.84,Upgrade
10,Total Current Assets,499.24,768.94,611.22,720.56,958.47,929.6,1036,845,807.07,1009,Upgrade
11,"Property, Plant & Equipment",3078,2778,3073,3242,3527,3056,2112,1534,1597,1630,Upgrade
12,Long-Term Investments,69.61,79.22,94.12,95.29,84.85,117.6,107.38,101.41,79.85,71.06,Upgrade
13,Other Intangible Assets,4.14,4.17,4.29,4.31,4.62,4.64,4.09,3.82,3.8,3.82,Upgrade
14,Other Long-Term Assets,334.59,339.68,361.64,373.33,393.02,385.22,435.73,405.6,418.1,418.1,Upgrade
15,Total Assets,3997,3983,4145,4435,4968,4522,3789,3110,3145,3444,Upgrade
16,Accounts Payable,1.34,1.04,1.8,1.33,1.27,1.21,2.07,1.81,2.58,2.84,Upgrade
17,Accrued Expenses,92.23,104.96,75.76,107.21,176.32,166.3,134.34,134.89,137.4,145.46,Upgrade
18,Current Portion of Long-Term Debt,211.45,345.77,308.7,360.03,424.96,515.36,559.14,545.67,616.57,643.02,Upgrade
19,Current Portion of Leases,157.43,39.48,25.16,32.55,44.1,-,-,-,-,-,Upgrade
20,Current Income Taxes Payable,-,-,-,-,-,0.23,3.59,1.82,-,-,Upgrade
21,Current Unearned Revenue,22.39,20.34,21.69,6.81,25.51,10.56,24,5.29,3.93,3.37,Upgrade
22,Other Current Liabilities,1.99,1.92,2.01,2.32,2.42,1.98,5.27,1.86,3.16,2.22,Upgrade
23,Total Current Liabilities,486.84,513.5,435.12,510.24,674.57,695.65,728.41,691.34,763.64,796.91,Upgrade
24,Long-Term Debt,412.99,462.92,444.28,409.71,310.03,345.07,360.67,440.51,474.39,545.18,Upgrade
25,Long-Term Leases,222.02,187.81,135.43,196.28,294.8,-,-,-,-,-,Upgrade
26,Total Liabilities,1122,1164,1015,1116,1279,1041,1089,1132,1238,1342,Upgrade
27,Common Stock,381.64,381.64,381.64,381.64,381.64,381.64,381.64,381.64,381.64,381.64,Upgrade
28,Retained Earnings,1231,1203,1379,1485,1693,1563,1138,735.9,710.79,821.74,Upgrade
29,Comprehensive Income & Other,5.27,10.63,17.6,17.77,12.11,30.36,23.68,20.19,10.99,12.26,Upgrade
30,Total Common Equity,1618,1596,1778,1885,2087,1975,1543,1138,1103,1216,Upgrade
31,Minority Interest,1257,1223,1352,1434,1602,1507,1156,839.96,803.99,886.76,Upgrade
32,Shareholders' Equity,2876,2818,3130,3319,3688,3481,2700,1978,1907,2102,Upgrade
33,Total Liabilities & Equity,3997,3983,4145,4435,4968,4522,3789,3110,3145,3444,Upgrade
34,Total Debt,1004,1036,913.57,998.55,1074,860.44,919.81,986.17,1091,1188,Upgrade
35,Net Cash (Debt),-740.91,-601.9,-582.65,-605.88,-479.03,-395.29,-37.07,-583.02,-495.27,-812.23,Upgrade
36,Net Cash Per Share,-1.40,-1.14,-1.10,-1.14,-0.90,-0.75,-0.07,-1.10,-0.93,-1.53,Upgrade
37,Filing Date Shares Outstanding,530.29,530.29,530.29,530.29,530.29,530.29,530.29,530.29,530.29,530.29,Upgrade
38,Total Common Shares Outstanding,530.29,530.29,530.29,530.29,530.29,530.29,530.29,530.29,530.29,530.29,Upgrade
39,Working Capital,12.4,255.44,176.1,210.31,283.9,233.95,308.09,153.66,43.43,211.99,Upgrade
40,Book Value Per Share,3.05,3.01,3.35,3.55,3.94,3.72,2.91,2.15,2.08,2.29,Upgrade
41,Tangible Book Value,1614,1591,1774,1880,2082,1970,1539,1134,1100,1212,Upgrade
42,Tangible Book Value Per Share,3.04,3.00,3.35,3.55,3.93,3.72,2.90,2.14,2.07,2.29,Upgrade
43,Land,-,271.06,-,271.78,-,271.78,-,278.34,-,278.34,Upgrade
44,Leasehold Improvements,-,63.48,-,64.02,-,63.4,-,63.27,-,63.27,Upgrade
