,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,100.97,214.18,208.9,319.11,140.82,339.21,313.99,464.21,219.93,346.2,353.43,774.34,671.75,170.71,49.43,239.41,-,-,-
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,-,-,-
2,Trading Asset Securities,37.01,28.16,15,-,107.26,65.26,115,-,130.57,95.87,320,-,20,-,121,-,-,-,-
3,Cash & Short-Term Investments,137.98,242.34,223.9,319.11,248.09,404.47,428.99,464.21,350.49,442.07,673.43,774.34,691.75,170.71,170.43,239.42,-,-,124.68
4,Cash Growth,-44.38%,-40.09%,-47.81%,-31.26%,-29.22%,-8.51%,-36.30%,-40.05%,-49.33%,158.96%,295.13%,223.43%,-,-,36.70%,-,-,-,-
5,Accounts Receivable,144.59,101.08,156.49,157.76,112.37,63.92,114.39,140.44,105.36,64.32,143,124.01,122.46,59.79,86.67,75.55,-,-,-
6,Other Receivables,8.49,8.69,9.07,8.96,9.02,8.21,17.7,7.5,7.27,6.48,23.15,5.82,5.98,5.39,4.69,4.54,-,-,-
7,Receivables,153.08,109.77,165.55,166.72,121.39,72.13,132.09,147.94,112.62,70.8,166.15,129.83,128.44,65.18,91.36,80.09,-,-,-
8,Inventory,551.94,498.57,461.65,512.09,488.98,427.55,319.19,239.97,386.9,368.49,312.36,324.02,381.71,317.16,244.35,233.26,-,-,-
9,Other Current Assets,54.37,58.74,71.45,67.21,81.18,51.05,43.33,39.68,53.56,55.66,46.01,45.67,59.78,45.36,32.15,29.47,-,-,-
10,Total Current Assets,897.37,909.41,922.55,1065,939.63,955.21,923.6,891.81,903.58,937.03,1198,1274,1262,598.4,538.29,582.24,-,-,-
11,"Property, Plant & Equipment",513.91,492.09,444.13,421.72,342.19,319.39,244.07,207.8,171.51,169.98,171.11,171.13,148.21,146.04,113.26,112.62,-,-,-
12,Goodwill,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.05,0.05,-,-,-,-,-,-,-
13,Other Intangible Assets,325.76,327.39,329.64,331.45,331.13,333.7,331.51,334.13,337.57,320.5,53.25,53.14,52,52.75,54.25,53.18,-,-,-
14,Long-Term Deferred Tax Assets,50.03,47.85,42.37,42.92,42.9,37.56,45.99,47.12,37.63,36.24,32.3,31.96,22.13,21.83,19.98,19.28,-,-,-
15,Long-Term Deferred Charges,3.7,3.05,3.23,2.74,3.6,3.94,5.22,5.43,5.9,6.4,6.71,6.89,6.44,8.82,13.08,13.29,-,-,-
16,Other Long-Term Assets,13.83,15.97,19.16,19.41,13.93,13.08,13.1,33.66,25.77,7.04,12.09,14.96,12.42,10.22,14.51,10.77,-,-,-
17,Total Assets,1805,1796,1762,1884,1674,1663,1564,1520,1482,1478,1473,1552,1503,838.06,753.38,791.38,-,-,-
18,Accounts Payable,304.55,306.56,260.82,417.63,258.29,264.3,204.42,158.85,145.6,131.72,110.8,176.57,158.37,136.41,100.7,139.37,-,-,-
19,Accrued Expenses,18.94,28.67,19.81,54.96,18.86,23.4,18.77,50.7,17.25,21.18,15.99,44.83,14.11,18.52,20.6,44.13,-,-,-
20,Current Portion of Leases,11.07,10.85,7.35,7.25,8.98,7.53,6.91,7.15,7.09,7.32,7.42,7.57,4.08,4.46,-,-,-,-,-
21,Current Income Taxes Payable,17.27,6.76,30.6,7.74,11.07,6.96,9.52,3.98,9.46,3.69,12.35,6.39,11.09,6.68,12.55,14.83,-,-,-
22,Current Unearned Revenue,10.75,17.83,10.05,13.01,15.87,30.25,11.6,13.44,10.89,19.59,8.14,13.61,5.4,21.3,4.52,10.42,-,-,-
23,Other Current Liabilities,21.76,16.95,20.06,18.85,24.09,24.73,18.88,17.55,13.69,13.58,11.17,15.09,10.26,11.66,9.08,8.91,-,-,-
24,Total Current Liabilities,384.36,387.62,348.69,519.44,337.16,357.16,270.1,251.67,203.98,197.1,165.88,264.06,203.31,199.05,147.46,217.66,-,-,-
25,Long-Term Debt,102.35,80.61,72.65,56.97,45.88,34.98,-,-,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Leases,10.18,12.23,5.87,7.94,6.84,7.11,6.06,7.08,8.94,10.08,11.07,11.98,11.13,11.11,-,-,-,-,-
27,Long-Term Unearned Revenue,5.21,5.56,5.92,6.52,6.9,7.27,7.65,8.03,7.92,8.41,8.9,9.39,9.88,10.37,8.97,9.31,-,-,-
28,Long-Term Deferred Tax Liabilities,3.62,4.22,2.78,3.41,3.96,3.43,2.68,3.16,0.12,0.15,-,-,-,-,-,-,-,-,-
29,Other Long-Term Liabilities,15.35,18.19,26.65,22.44,16.28,13.19,13.97,17.49,10.06,8.63,15.73,18.25,12.83,11.37,11.6,12.04,-,-,-
30,Total Liabilities,521.06,508.42,462.56,616.72,417.02,423.15,300.45,287.42,231.02,224.37,201.58,303.67,237.15,231.9,168.03,239.01,-,-,-
31,Common Stock,131.52,131.52,131.52,131.52,131.52,131.52,131.52,131.52,131.52,131.52,93.94,93.94,93.94,70.46,70.46,70.46,-,-,-
32,Additional Paid-In Capital,750.24,750.24,750.24,750.24,750.24,750.24,750.24,750.24,750.24,750.24,787.82,787.82,787.82,170.4,170.4,170.4,-,-,-
33,Retained Earnings,445.14,448.86,450.81,386.1,375.75,358.92,382.16,351.57,369.82,371.63,390.13,366.55,383.98,365.3,344.49,311.51,-,-,-
34,Treasury Stock,-41.94,-41.94,-32.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Total Common Equity,1285,1289,1300,1268,1258,1241,1264,1233,1252,1253,1272,1248,1266,606.16,585.35,552.37,-,-,418.66
36,Minority Interest,-0.92,-0.83,-0.78,-0.7,-0.63,-0.45,-0.38,-0.3,-0.15,-0.05,-,-,-,-,-,-,-,-,-
37,Shareholders' Equity,1284,1288,1299,1267,1257,1240,1264,1233,1251,1253,1272,1248,1266,606.16,585.35,552.37,-,-,418.66
38,Total Liabilities & Equity,1805,1796,1762,1884,1674,1663,1564,1520,1482,1478,1473,1552,1503,838.06,753.38,791.38,-,-,-
39,Total Debt,123.6,103.68,85.87,72.16,61.7,49.63,12.96,14.23,16.03,17.4,18.49,19.55,15.21,15.57,-,-,-,-,-
40,Net Cash (Debt),14.38,138.66,138.03,246.95,186.39,354.85,416.02,449.98,334.46,424.67,654.94,754.79,676.54,155.14,170.43,239.42,-,-,124.68
41,Net Cash Growth,-92.29%,-60.92%,-66.82%,-45.12%,-44.27%,-16.44%,-36.48%,-40.38%,-50.56%,173.73%,284.28%,215.26%,-,-,36.70%,-,-,-,-
42,Net Cash Per Share,0.11,1.07,1.05,1.89,1.37,2.78,3.13,3.30,0.46,3.46,5.00,5.68,5.66,1.59,1.74,2.47,-,-,1.27
43,Filing Date Shares Outstanding,128.59,128.59,129.21,131.52,131.52,131.52,131.52,136.23,131.52,131.52,131.52,131.52,131.52,98.64,98.64,98.64,99.51,99.27,98.4
44,Total Common Shares Outstanding,128.59,128.59,129.21,131.52,131.52,131.52,131.52,136.23,131.52,131.52,131.52,131.52,131.52,98.64,98.64,98.64,99.51,99.27,98.4
45,Working Capital,513.01,521.8,573.87,545.69,602.47,598.04,653.5,640.14,699.6,739.93,1032,1010,1058,399.36,390.84,364.57,-,-,-
46,Book Value Per Share,9.99,10.02,10.06,9.64,9.56,9.43,9.61,9.05,9.52,9.53,9.67,9.49,9.62,6.15,5.93,5.60,-,-,4.24
47,Tangible Book Value,958.69,960.78,969.66,935.91,925.87,906.47,931.91,898.69,913.51,932.37,1219,1195,1214,553.42,531.09,499.19,-,-,395.79
48,Tangible Book Value Per Share,7.46,7.47,7.50,7.12,7.04,6.89,7.09,6.60,6.95,7.09,9.27,9.09,9.23,5.61,5.38,5.06,-,-,4.01
49,Buildings,-,284.19,-,132.5,-,133.47,-,133.45,-,130.01,-,129.96,-,86.88,82.78,82.63,-,-,-
50,Machinery,-,62.54,-,56.14,-,53.11,-,51.31,-,51.12,-,44.33,-,35.45,33.96,32.63,-,-,-
51,Construction In Progress,-,172.34,-,260.73,-,156.11,-,42.1,-,0.15,-,-,-,26.77,20.23,19.91,-,-,-
