,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,15,13,14,23,22,16,16,22,29,24,21,30,33,60,69,65,111,96,86,141,167,Upgrade
1,Market Cap Growth,-18.75%,-18.75%,-12.50%,4.55%,-24.14%,-33.33%,-23.81%,-26.67%,-12.12%,-59.32%,-69.12%,-53.13%,-70.00%,-37.89%,-20.00%,-54.29%,-33.33%,37.68%,3.66%,59.09%,-7.30%,Upgrade
2,Enterprise Value,72,73,67,76,75,71,71,64,71,57,54,58,62,93,102,104,150,131,121,141,167,Upgrade
3,Last Close Price,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.06,0.07,0.06,0.11,0.10,0.09,0.14,0.17,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-0.98,-0.68,-,-,-,-4.69,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.16,0.13,0.13,0.22,0.18,0.13,0.13,0.19,0.28,0.26,0.22,0.31,0.33,0.60,0.79,0.80,1.43,1.13,0.96,1.52,1.88,Upgrade
6,PB Ratio,-0.83,-0.83,-0.90,-2.16,-3.71,-2.70,-19.60,-26.95,-,-14.62,6.24,8.92,-,1.69,1.72,1.62,-,2.12,1.57,2.58,-,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,-,7.34,2.57,3.67,-,1.51,1.55,1.46,-,1.94,1.48,2.43,-,Upgrade
8,EV/Sales Ratio,0.74,0.75,0.62,0.70,0.62,0.55,0.56,0.54,0.68,0.61,0.57,0.59,0.60,0.94,1.18,1.28,1.93,1.55,1.35,1.51,1.88,Upgrade
9,EV/EBITDA Ratio,10.54,58.04,22.13,-,18.03,7.83,-,-,70.02,-11.45,-,-,34.84,257.41,-,-,-12.69,-11.80,-,-,7.84,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-84.78,17.34,-,-,-18.31,-5.56,-,-,-,-15.54,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,-5.63,-5.63,-5.63,-8.95,-14.58,-14.58,-108.89,-108.89,-,-49.11,22.36,22.36,-,2.14,1.91,1.91,-,1.67,1.27,1.27,-,Upgrade
12,Debt / EBITDA Ratio,12.98,12.36,12.36,-,8.51,9.95,-,-,-,6.05,-,-,-,5.64,-,-,-,13.16,-,-,-,Upgrade
13,Debt / FCF Ratio,113.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Asset Turnover,0.84,0.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
15,Inventory Turnover,30.93,24.91,28.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Quick Ratio,0.81,0.81,0.81,1.13,-,1.02,-,1.05,-,0.78,-,0.96,-,0.87,-,0.80,-,0.80,-,0.93,-,Upgrade
17,Current Ratio,0.84,0.84,0.84,1.16,-,1.09,-,1.12,-,0.84,-,1.05,-,1.17,-,1.20,-,1.34,-,1.47,-,Upgrade
18,Return on Equity (ROE),-,-,-,-,-,-,-,-,574.25%,-636.19%,-,-,8.49%,-55.45%,-,-,-13.44%,-55.33%,-,-,Upgrade,
19,Return on Assets (ROA),-1.09%,-1.04%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
20,Return on Capital (ROIC),-1.64%,-1.51%,-10.03%,3.76%,3.49%,-5.01%,-,-,7.19%,-13.70%,-,-,4.96%,-8.72%,-,-,-0.73%,-13.14%,-,-,Upgrade,
21,Return on Capital Employed (ROCE),-,-,-,-,-,12.87%,-,-,-,-112.00%,-,-,-,-13.46%,-,-,-,-,-,-,-,Upgrade
22,Earnings Yield,-60.55%,-69.87%,-57.41%,-42.05%,-69.46%,-68.97%,-56.45%,-46.47%,-102.52%,-146.03%,-170.15%,-121.53%,-34.50%,-21.30%,-20.32%,-23.58%,-33.33%,-39.24%,-47.62%,-31.39%,-50.49%,Upgrade
23,FCF Yield,5.17%,-16.09%,-7.47%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.43%,0.04%,Upgrade,
25,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.43%,0.04%,Upgrade,
