,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,119,117,104,98,129,122,164,173,148,167,187,194,233,215,233,233,208,194,279,339,381,Upgrade
1,Market Cap Growth,-4.05%,-4.05%,-36.21%,-43.27%,-12.86%,-27.00%,-12.45%,-10.91%,-36.36%,-22.30%,-19.70%,-16.67%,11.86%,10.91%,-16.46%,-31.25%,-45.37%,-43.30%,-9.20%,60.00%,80.00%,Upgrade
2,Enterprise Value,231,199,186,132,163,128,169,184,159,187,206,200,239,204,221,216,191,208,293,332,374,Upgrade
3,Last Close Price,0.17,0.17,0.15,0.14,0.18,0.17,0.23,0.24,0.21,0.23,0.26,0.27,0.32,0.29,0.32,0.32,0.28,0.26,0.38,0.46,0.52,Upgrade
4,PE Ratio,76.33,75.41,975.83,192.28,-,-,20.43,20.01,21.96,20.04,25.76,28.33,-164.30,-29.85,-19.55,-,-,-,-,-,65.76,Upgrade
5,PS Ratio,0.54,0.53,0.47,0.46,0.64,0.62,0.80,0.79,0.63,0.67,0.74,0.78,0.97,0.96,1.22,1.36,1.19,1.08,1.37,1.59,1.93,Upgrade
6,PB Ratio,0.54,0.54,0.48,0.44,0.59,0.56,0.72,0.76,-,0.70,0.77,0.80,-,0.91,1.00,1.00,-,0.86,1.20,1.46,-,Upgrade
7,P/TBV Ratio,1.12,1.12,1.00,0.64,0.90,0.85,0.77,0.82,-,0.99,0.82,0.85,-,1.22,1.03,1.03,-,1.14,1.21,1.47,-,Upgrade
8,P/FCF Ratio,-,21.17,37.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,21.17,37.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.05,0.91,0.85,0.62,0.81,0.65,0.82,0.84,0.68,0.75,0.82,0.80,1.00,0.91,1.16,1.26,1.09,1.16,1.44,1.56,1.89,Upgrade
11,EV/EBITDA Ratio,15.67,10.21,11.32,11.44,14.67,10.48,9.58,9.68,7.74,8.55,10.73,10.76,23.67,42.10,-92.74,-,-,160.27,-,-,35.78,Upgrade
12,EV/EBIT Ratio,30.77,26.53,32.70,23.84,34.11,23.00,15.72,15.58,12.17,13.01,17.27,17.68,84.89,-86.93,-24.99,-,-,-,-,-,77.93,Upgrade
13,EV/FCF Ratio,-3.06,35.99,67.40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.62,0.62,0.62,0.50,0.43,0.43,0.20,0.20,-,0.18,0.22,0.22,-,0.24,0.20,0.20,-,0.18,0.28,0.28,-,Upgrade
15,Debt / EBITDA Ratio,9.14,3.73,3.73,14.39,14.18,4.84,3.82,7.81,-,1.03,3.01,4.29,-,1.85,3.20,-,-,16.77,-,-,-,Upgrade
16,Debt / FCF Ratio,-,24.36,48.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.58,0.60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,4.91,4.35,4.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,1.16,1.16,1.16,1.27,-,1.61,-,2.09,-,2.43,-,2.31,-,2.44,-,2.65,-,3.27,-,2.45,-,Upgrade
20,Current Ratio,1.54,1.54,1.54,1.63,-,1.91,-,2.59,-,3.01,-,2.84,-,3.00,-,3.32,-,4.26,-,2.93,-,Upgrade
21,Return on Equity (ROE),1.99%,1.97%,0.35%,-1.46%,-0.65%,2.60%,-,-,5.87%,3.48%,-,-,4.19%,2.94%,-,-,-3.93%,-0.86%,-,-,Upgrade,
22,Return on Assets (ROA),1.67%,1.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),1.77%,1.82%,1.19%,0.77%,0.58%,2.12%,-,-,5.11%,2.84%,-,-,3.05%,2.43%,-,-,-2.67%,-1.60%,-,-,Upgrade,
