,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,233,132,83,77,104,89,108,122,185,176,164,126,174,144,71,48,73,75,102,88,112,Upgrade
1,Market Cap Growth,49.19%,49.19%,-23.33%,-37.25%,-43.51%,-49.55%,-34.15%,-2.86%,6.21%,22.22%,130.99%,162.50%,138.36%,92.00%,-30.39%,-45.45%,-34.82%,-38.02%,-51.89%,-51.91%,-22.76%,Upgrade
2,Enterprise Value,153,62,13,11,38,-1,18,45,107,90,78,-3,45,54,-19,-118,-93,-66,-39,-53,-29,Upgrade
3,Last Close Price,0.81,0.46,0.34,0.32,0.43,0.37,0.45,0.51,0.77,0.88,0.82,0.63,0.87,0.72,0.35,0.24,0.36,0.38,0.51,0.44,0.56,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,8.22,9.93,9.96,5.93,4.87,-,41.46,237.76,-,57.52,Upgrade
5,PS Ratio,0.45,0.30,0.19,0.18,0.25,0.24,0.31,0.38,0.60,0.58,0.51,0.39,0.32,0.24,0.12,0.08,0.17,0.15,0.18,0.14,0.17,Upgrade
6,PB Ratio,1.72,0.98,0.61,0.60,0.81,0.61,0.72,0.81,1.46,1.39,1.26,0.97,-,1.17,0.67,0.45,-,0.75,1.05,0.91,-,Upgrade
7,P/TBV Ratio,0.98,0.98,0.61,0.60,0.81,0.61,0.72,0.81,1.46,1.39,1.26,0.97,-,1.17,0.61,0.41,-,0.68,0.96,0.83,-,Upgrade
8,P/FCF Ratio,-,-,-,14.14,38.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,12.68,34.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.35,0.14,0.03,0.02,0.09,-,0.05,0.14,0.35,0.30,0.24,-,0.08,0.09,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-5.51,-,-,-,-,3.72,7.23,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-4.62,-,-,-,-,4.05,8.28,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-26.59,-,-,1.94,14.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.02,0.02,0.02,0.05,0.05,0.02,0.07,0.07,0.08,0.08,0.01,0.01,-,0.05,0.12,0.12,-,0.19,0.10,0.10,-,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,3.56,-,-,-,0.05,-,0.60,1.19,0.53,-,2.64,8.89,-,-,Upgrade
16,Debt / FCF Ratio,-,-,-,1.30,2.60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.26,1.23,1.44,1.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Quick Ratio,1.00,1.00,1.00,0.97,0.97,0.87,-,0.97,-,0.94,-,0.96,-,0.99,-,0.74,-,0.98,-,0.98,-,Upgrade
19,Current Ratio,1.33,1.33,1.33,1.20,1.20,1.22,-,1.28,-,1.29,-,1.31,-,1.22,-,1.10,-,1.17,-,1.17,-,Upgrade
20,Return on Equity (ROE),-12.98%,-13.29%,-24.91%,-23.31%,-0.23%,-11.16%,-11.76%,-9.83%,-0.21%,-11.41%,-,-,20.12%,9.23%,-,-,12.80%,2.25%,-,-,Upgrade,
21,Return on Assets (ROA),-4.09%,-4.01%,-4.86%,-5.01%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
22,Return on Capital (ROIC),-9.47%,-9.55%,-11.91%,-11.37%,-1.51%,-7.54%,0.47%,-8.65%,-2.11%,-7.84%,-,-,4.75%,5.11%,-,-,3.36%,0.28%,-,-,Upgrade,
23,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-6.30%,-,-,-,10.12%,-,5.20%,-,3.13%,-,0.66%,-,-,-,Upgrade
24,Earnings Yield,-10.65%,-18.75%,-24.80%,-26.51%,-15.71%,-12.94%,-10.62%,-8.97%,-0.51%,1.75%,5.44%,12.17%,10.07%,10.05%,16.86%,20.54%,-7.16%,2.41%,0.42%,-3.65%,1.74%,Upgrade
25,FCF Yield,-2.46%,-4.34%,-0.19%,7.07%,2.60%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Buyback Yield / Dilution,-2.18%,-2.08%,-2.08%,-10.44%,-4.55%,-20.00%,-20.00%,-8.66%,-14.78%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Total Shareholder Return,-2.18%,-2.08%,-2.08%,-10.44%,-4.55%,-20.00%,-20.00%,-8.66%,-14.78%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
