,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+13 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+13 Quarters
0,Cash & Equivalents,2514,2048,2346,2711,2356,2161,2143,2467,1512,1521,1797,2163,1731,1279,1427,1394,1172,1113,1041,1243,Upgrade
1,Short-Term Investments,-,24.5,-,46.2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,Upgrade
2,Trading Asset Securities,140.39,94.03,98.04,231.82,295.64,203.93,240.36,185.51,189.01,313.41,309.1,246.75,250.03,293.74,491.59,858.57,765.51,432.53,650,409.78,Upgrade
3,Cash & Short-Term Investments,2655,2167,2444,2989,2651,2365,2383,2653,1701,1834,2106,2410,1981,1573,1919,2254,1938,1545,1691,1652,Upgrade
4,Cash Growth,0.12%,-8.36%,2.54%,12.68%,55.85%,28.92%,13.16%,10.09%,-14.13%,16.61%,9.73%,6.92%,2.24%,1.79%,13.48%,36.40%,39.15%,18.35%,85.03%,3.23%,Upgrade
5,Accounts Receivable,21.27,24.5,32.92,57.73,28.39,24,41.08,53.96,16.34,12.98,15.97,35.07,8.74,4.28,17.46,26.35,11.41,16.68,16.05,45.24,Upgrade
6,Other Receivables,5.54,33.49,5.91,22.71,4.79,32.4,12.35,22.12,13.06,49.04,38.46,61.97,38.32,18.29,13.65,100.12,93.72,93.48,64.01,30.35,Upgrade
7,Receivables,26.82,57.99,38.83,80.45,33.18,56.4,53.43,76.08,29.4,62.02,54.43,97.04,47.05,22.58,31.11,126.47,105.13,110.17,80.06,75.59,Upgrade
8,Inventory,171.19,121,135.5,161.92,164.93,119.61,134.26,171.62,165.43,117.31,141.56,156.54,155.5,110.59,138.53,154.06,151.22,115.95,139.5,166.1,Upgrade
9,Other Current Assets,91.68,42.21,98.91,43.65,70.19,42.44,57.72,65.27,162.26,189.66,247.93,203.09,239.31,232.52,222.7,149.3,207.73,240.37,252.55,203.67,Upgrade
10,Total Current Assets,2944,2388,2717,3275,2920,2583,2628,2966,2058,2203,2550,2866,2423,1939,2311,2684,2402,2012,2163,2098,Upgrade
11,"Property, Plant & Equipment",1433,1470,1509,1547,1561,1574,1614,1648,1671,1698,1727,1767,1794,1738,1744,1612,1559,1515,1481,1406,Upgrade
12,Long-Term Investments,62.82,62.79,63.08,63.08,49.31,49.33,50.1,45.57,30.15,30.15,31.1,31.1,28.8,28.9,29,29.09,29.17,29.22,29.3,29.3,Upgrade
13,Other Intangible Assets,186.13,187.16,188.29,189.47,190.49,191.74,192.99,194.25,192.8,193.78,195.77,196.66,198.25,199.34,198.69,199.78,196.92,203.97,205.04,206.03,Upgrade
14,Long-Term Deferred Tax Assets,136.32,135.43,104.69,97.66,153.39,149.03,110.06,94.82,146.01,140.61,108.12,76.06,110.96,127.16,78.37,72.07,113.13,131.02,121.04,79.44,Upgrade
15,Long-Term Deferred Charges,1.23,0.87,0.88,1.02,1.01,1.22,2.04,2.81,3.55,2.97,3.68,4.25,19.45,16.91,18.87,19.15,18.52,18.24,18.27,17.37,Upgrade
16,Other Long-Term Assets,128.62,70.25,65.13,62.09,82.74,86.48,84.37,92.62,106.78,95.14,96.49,69.51,64.29,54.04,40.9,122.07,75.88,76.22,70.33,79.59,Upgrade
17,Total Assets,4893,4314,4648,5235,4957,4635,4682,5044,4208,4364,4712,5011,4639,4103,4422,4738,4394,3986,4088,3916,Upgrade
18,Accounts Payable,289.15,175.04,195.47,413.79,368.64,225.22,224.69,493.72,381.28,266.11,307.98,345.55,371.5,242.59,246.87,382.51,1204,1086,917.43,774.9,Upgrade
19,Accrued Expenses,62.19,73.11,57.59,113.31,64.04,78.65,59.95,133.46,71.74,58.17,36.05,192.65,80.75,93.68,67.51,260.59,79.76,60.21,72.04,168.06,Upgrade
20,Short-Term Debt,936.5,610,693.5,1007,1025,1092,971,921,565,1003,1187,1219,972,737,828,798,45,45,234,-,Upgrade
21,Current Portion of Leases,7.43,5.9,6.77,7.23,8.44,2.59,2.47,2.57,2.41,3.34,6.74,6.85,-,-,-,-,-,-,-,-,Upgrade
22,Current Income Taxes Payable,37.65,12.23,30.42,35.64,44.67,5.86,36.41,64.36,50.34,6.56,19.37,26.45,67.26,14.95,134.25,66.55,66.49,14.69,40.63,45.95,Upgrade
23,Current Unearned Revenue,185.75,123.04,154.18,168.17,235.98,103,135.34,188.66,168.29,64.59,84.45,99.44,159.96,29.26,98.1,169.2,277.53,70.64,140.19,-,Upgrade
24,Other Current Liabilities,39.3,29.31,32.82,40.56,41.63,26.72,39.91,36.31,40.9,96.49,61.6,53.79,105.26,203.94,81.82,142.13,117.33,221.92,124.54,317.06,Upgrade
25,Total Current Liabilities,1558,1029,1171,1786,1788,1534,1470,1840,1280,1498,1703,1944,1757,1321,1457,1819,1790,1499,1529,1306,Upgrade
26,Long-Term Leases,7.63,7.99,8.6,10.14,11.51,0.08,1.34,1.4,5.65,-,-,-,9.99,10.06,13.22,-,-,-,-,-,Upgrade
27,Long-Term Unearned Revenue,71.21,73.3,72.86,74.03,74.52,69.62,70.93,72.24,71.84,73.6,72.91,73.98,75.35,72.88,69.1,63.67,60.14,56.68,57.9,59.12,Upgrade
28,Long-Term Deferred Tax Liabilities,10.37,9.98,13.57,14.16,15.58,17.18,10.15,5.92,15.39,11.21,15.42,13.55,13.37,17.3,17.9,16.82,17.08,16.65,15.1,16.41,Upgrade
29,Total Liabilities,1647,1120,1266,1884,1890,1621,1552,1920,1373,1583,1792,2032,1855,1422,1557,1899,1867,1572,1602,1381,Upgrade
30,Common Stock,410.75,410.75,410.75,410.75,410.75,410.75,410.75,410.75,410.75,410.75,415.11,415.11,416.45,416.45,416.45,418.17,418.17,418.17,418.17,419.35,Upgrade
31,Additional Paid-In Capital,668.39,662.46,651.3,646.08,638.51,633.06,633.06,633.06,633.06,633.06,662.69,662.69,690.43,690.41,686.52,704.04,706.5,701.68,695.28,684.97,Upgrade
32,Retained Earnings,2167,2119,2318,2293,2016,1968,2084,2078,1789,1735,1871,1930,1746,1645,1835,1831,1517,1409,1492,1577,Upgrade
33,Treasury Stock,-,-,-,-,-,-,-,-,-,-,-30.79,-30.79,-69.96,-69.96,-72.94,-114.7,-114.7,-114.7,-118.61,-146.98,Upgrade
34,Total Common Equity,3246,3193,3380,3349,3065,3012,3128,3122,2833,2779,2918,2977,2783,2681,2865,2838,2527,2414,2486,2534,Upgrade
35,Minority Interest,-0.33,1.82,2.08,2.01,2.24,2.21,2.52,2.53,2.54,2.55,2.54,2.23,-,-,-,-,-,-,-,-,Upgrade
36,Shareholders' Equity,3245,3194,3382,3351,3067,3014,3130,3124,2835,2781,2920,2980,2783,2681,2865,2838,2527,2414,2486,2534,Upgrade
37,Total Liabilities & Equity,4893,4314,4648,5235,4957,4635,4682,5044,4208,4364,4712,5011,4639,4103,4422,4738,4394,3986,4088,3916,Upgrade
38,Total Debt,951.56,623.89,708.87,1024,1045,1095,974.81,924.97,573.05,1006,1194,1226,981.99,747.06,841.22,798,45,45,234,-,Upgrade
39,Net Cash (Debt),1703,1543,1735,1965,1606,1270,1408,1728,1128,827.85,912.02,1183,999.12,825.86,1078,1456,1893,1500,1457,1652,Upgrade
40,Net Cash Growth,6.01%,21.51%,23.19%,13.71%,42.39%,53.41%,54.40%,46.00%,12.92%,0.24%,-15.38%,-18.71%,-47.21%,-44.95%,-26.03%,-11.89%,37.68%,39.28%,61.21%,3.23%,Upgrade
41,Net Cash Per Share,3.50,3.65,4.13,3.26,6.57,5.88,2.41,4.38,2.71,2.03,2.14,3.23,2.07,1.55,3.62,4.95,3.25,4.36,3.58,4.18,Upgrade
42,Filing Date Shares Outstanding,410.75,410.75,410.75,410.75,410.75,410.75,410.75,410.75,410.75,410.75,426.26,366.4,483.1,532.56,297.52,294.19,583.15,344.09,407.47,395.21,Upgrade
43,Total Common Shares Outstanding,410.75,410.75,410.75,410.75,410.75,410.75,410.75,410.75,410.75,410.75,426.26,366.4,483.1,532.56,297.52,294.19,583.15,344.09,407.47,395.21,Upgrade
44,Working Capital,1386,1360,1546,1490,1131,1049,1159,1126,778.4,704.92,846.49,922.27,666.24,617.19,854.82,864.66,611.53,513.07,634.39,791.74,Upgrade
45,Book Value Per Share,7.90,7.77,8.23,8.15,7.46,7.33,7.61,7.60,6.90,6.76,6.85,8.13,5.76,5.04,9.63,9.65,6.30,7.02,6.10,6.41,Upgrade
46,Tangible Book Value,3060,3005,3192,3160,2875,2820,2935,2928,2640,2585,2722,2781,2585,2482,2666,2639,2330,2210,2281,2328,Upgrade
47,Tangible Book Value Per Share,7.45,7.32,7.77,7.69,7.00,6.87,7.14,7.13,6.43,6.29,6.39,7.59,5.35,4.66,8.96,8.97,5.81,6.42,5.60,5.89,Upgrade
48,Buildings,-,1110,-,1110,-,1088,-,1070,-,1064,-,1096,-,707.85,-,705.75,-,711.63,-,652.41,Upgrade
49,Machinery,-,1356,-,1331,-,1307,-,1296,-,1259,-,1178,-,1024,-,959.63,-,940.46,-,927.7,Upgrade
50,Construction In Progress,-,41.48,-,53.92,-,54.6,-,68.99,-,82.66,-,121.53,-,559.51,-,449.9,-,307.14,-,208.63,Upgrade
