,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,8848098,7208557,8129952,8211251,8658399,6734310,6422662,6287163,5440293,5338668,7466006,8807448,10948335,9661093,7113708,7669255,7913153,8536449,7899603,6734310,4471474,Upgrade
1,Market Cap Growth,7.04%,7.04%,26.58%,30.60%,59.15%,26.14%,-13.97%,-28.62%,-50.31%,-44.74%,4.95%,14.84%,38.36%,13.17%,-9.95%,13.88%,76.97%,64.92%,-4.43%,-18.79%,-37.26%,Upgrade
2,Enterprise Value,7215279,5513440,6446359,6577553,7001737,5098075,4732448,4502125,3455583,3929689,5909033,7100676,9449446,8098811,5664755,6434695,6169884,7596747,6978747,5800042,3433190,Upgrade
3,Last Close Price,65300.00,53200.00,56938.78,57508.16,60639.80,47164.29,44981.63,42365.40,36658.85,35974.07,48152.04,56803.68,70611.34,62309.27,43013.28,46372.41,47847.15,51615.94,45928.10,39153.11,25997.04,Upgrade
4,PE Ratio,20.51,15.36,23.30,22.08,20.18,11.53,7.21,7.05,6.63,6.01,12.48,14.17,16.94,22.20,11.69,12.20,8.97,8.50,17.36,9.16,9.63,Upgrade
5,Forward PE,31.40,25.58,31.58,17.43,18.38,13.70,11.21,9.80,8.17,6.28,8.41,9.45,12.09,12.79,11.89,10.55,9.33,7.67,7.25,5.00,4.39,Upgrade
6,PS Ratio,5.90,4.41,5.54,5.44,6.42,4.98,4.38,4.09,3.26,3.12,4.15,4.90,5.39,4.97,3.51,4.05,4.68,5.23,5.78,4.30,2.85,Upgrade
7,PB Ratio,3.19,1.83,1.99,2.06,2.22,1.77,1.73,1.79,1.48,1.55,2.08,2.57,3.23,3.11,2.17,2.46,2.39,2.58,2.42,2.18,1.61,Upgrade
8,P/TBV Ratio,1.92,1.92,2.08,2.16,2.32,1.85,1.82,1.88,1.55,1.62,2.17,2.68,3.34,3.23,2.27,2.56,2.47,2.67,2.51,2.25,1.66,Upgrade
9,P/FCF Ratio,54.33,44.26,67.84,39.29,-,29.58,12.79,-,10.78,8.17,20.86,21.75,21.60,69.18,17.90,15.64,-,12.30,22.55,10.94,-,Upgrade
10,P/OCF Ratio,31.11,31.11,52.69,30.51,-,22.30,10.50,-,8.77,6.82,14.47,17.04,17.63,37.95,15.63,13.30,-,10.89,15.62,8.51,-,Upgrade
11,PEG Ratio,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,Upgrade
12,EV/Sales Ratio,4.42,3.38,4.39,4.36,5.19,3.77,3.23,2.93,2.07,2.30,3.29,3.95,4.65,4.16,2.80,3.40,3.65,4.66,5.11,3.71,2.19,Upgrade
13,EV/EBITDA Ratio,15.48,13.44,20.21,17.84,19.53,15.39,13.14,12.09,9.44,10.64,14.50,15.73,19.73,16.79,11.52,17.96,16.44,20.08,26.73,14.67,10.92,Upgrade
14,EV/EBIT Ratio,22.43,20.75,38.77,29.03,31.93,26.36,20.39,18.69,14.77,16.04,20.50,21.20,26.10,21.91,14.71,25.69,22.31,27.58,44.10,20.10,15.44,Upgrade
