,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3801,3759,2471,3252,3928,4171,3611,4076,4023,3907,4382,5734,7201,8754,7444,6272,6035,5645,4256,3907,4589,Upgrade
1,Market Cap Growth,-9.87%,-9.87%,-31.58%,-20.21%,-2.36%,6.76%,-17.59%,-28.91%,-44.13%,-55.37%,-41.13%,-8.59%,19.33%,55.06%,74.90%,60.54%,31.50%,54.79%,12.21%,-24.96%,56.94%,Upgrade
2,Enterprise Value,3158,3144,1880,2728,3425,3699,3136,3655,3734,3663,4138,5449,6886,8412,7062,7214,6835,6617,5185,4867,5550,Upgrade
3,Last Close Price,3.60,3.56,2.34,3.08,3.72,3.95,3.42,3.86,3.81,3.70,4.15,5.43,6.82,8.29,7.05,5.94,7.43,6.95,5.19,4.76,5.60,Upgrade
4,PE Ratio,197.27,-,53.18,-,-440.00,-,-,-,-,-24.75,-,-,-,-,-,-23.25,-,-24.47,-19.60,-,-,Upgrade
5,Forward PE,-,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,Upgrade
6,PS Ratio,4.42,4.39,3.00,3.83,4.39,4.86,3.87,4.47,4.55,3.89,4.30,5.39,5.88,6.24,4.66,3.70,3.81,3.46,2.56,2.18,2.47,Upgrade
7,PB Ratio,1.85,1.78,1.16,1.53,1.85,1.98,1.72,1.87,1.84,1.77,2.03,2.63,3.26,3.77,3.20,2.67,4.90,3.53,2.68,2.37,2.78,Upgrade
8,P/TBV Ratio,2.06,2.06,1.33,1.76,2.11,2.24,1.95,2.14,2.11,1.98,2.23,2.89,3.59,4.14,3.51,2.93,6.18,4.57,3.47,3.06,3.61,Upgrade
9,P/FCF Ratio,24.94,24.66,19.41,37.61,176.84,75.90,-,-,-364.05,-85.07,-,-,103.43,249.54,-,-,-,20.19,20.89,-,27.28,Upgrade
10,P/OCF Ratio,16.81,16.81,12.36,21.51,48.18,33.95,-,51.32,70.41,251.61,-,-,66.51,105.19,-,26.92,26.88,18.31,17.41,18.10,19.84,Upgrade
11,PEG Ratio,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,Upgrade
12,EV/Sales Ratio,3.69,3.67,2.28,3.21,3.82,4.31,3.36,4.01,4.22,3.65,4.06,5.12,5.62,5.99,4.42,4.26,4.32,4.06,3.12,2.71,2.99,Upgrade
13,EV/EBITDA Ratio,-,-,-,46.88,65.49,1064.34,-139.15,-247.82,-,-,-40.50,-,-,-84.10,-147.12,618.63,-,112.60,85.98,66.20,-,Upgrade
14,EV/EBIT Ratio,-,-,-,-350.42,-223.93,-,-,-,-,-,-,-,-,-,-,-77.09,-,-142.80,-116.45,-139.38,-,Upgrade
15,EV/FCF Ratio,20.72,20.63,14.77,31.55,154.20,67.31,-,-,-337.91,-79.76,-,-,98.90,239.79,-,-,-,23.67,25.45,-,32.99,Upgrade
16,Debt / Equity Ratio,0.19,0.19,0.12,0.14,0.13,0.14,0.13,0.17,0.17,0.17,0.18,0.16,0.10,0.12,0.16,0.38,1.16,0.89,0.92,0.75,0.76,Upgrade
17,Debt / EBITDA Ratio,109.49,-,-,4.02,1.88,7.25,15.71,7.61,-,-,8.12,-,-,12.05,11.73,4.30,-,6.18,5.49,10.28,-,Upgrade
18,Debt / FCF Ratio,2.62,2.62,2.06,3.36,12.19,5.35,-,-,-33.05,-8.38,-,-,3.15,7.65,-,-,-,5.09,7.14,-,7.50,Upgrade
19,Asset Turnover,0.30,0.27,0.25,0.35,0.26,0.30,0.30,0.28,0.35,0.28,0.27,0.45,0.37,0.30,0.42,0.61,0.53,0.41,0.29,0.63,Upgrade,
