,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,173.6,153.65,190.17,124.7,179.74,153.1,199.3,170.25,176.15,158.84,Upgrade
1,Revenue Growth (YoY),-8.71%,23.21%,5.80%,-18.55%,-9.81%,-10.07%,13.14%,7.18%,-13.16%,3.32%,Upgrade
2,"Selling, General & Admin",22.47,47.22,18.7,41.11,21.42,45.12,26.44,29.09,16.41,40.95,Upgrade
3,Provision for Bad Debts,-,24.87,-,27.5,-,234.17,-,47.7,-,-,Upgrade
4,Other Operating Expenses,98.85,84.28,110.4,104.68,114.26,114.37,103.5,102.03,97.3,132.19,Upgrade
5,Total Operating Expenses,121.32,156.37,129.1,173.29,135.68,393.66,129.94,178.82,113.72,173.14,Upgrade
6,Operating Income,52.28,-2.73,61.07,-48.59,44.07,-240.56,69.36,-8.57,62.43,-14.29,Upgrade
7,Interest Expense,-63.77,-70.38,-72.38,-76.24,-80.23,-68.67,-77.99,-72.42,-67.85,-76.6,Upgrade
8,Interest Income,4.1,5.6,3.64,4.92,4.77,10.49,3.09,7.27,0.15,6.18,Upgrade
9,Net Interest Expense,-59.66,-64.78,-68.74,-71.32,-75.46,-58.18,-74.91,-65.15,-67.7,-70.43,Upgrade
10,Income (Loss) on Equity Investments,-0.02,-0.22,-0.33,-0.29,-0.29,-0.04,-0.26,-95.76,1.3,0.97,Upgrade
11,Currency Exchange Gain (Loss),-,0.07,-,0.63,-,0,-,0,-,0.81,Upgrade
12,Other Non-Operating Income (Expenses),-,0,-,-,-,-,-,-,-,-,Upgrade
13,EBT Excluding Unusual Items,-7.4,-67.66,-7.99,-119.57,-31.68,-298.78,-5.8,-169.48,-3.97,-82.94,Upgrade
14,Gain (Loss) on Sale of Investments,-,-0.26,-,-0.37,-,-0.43,-,-0.51,-,-2.03,Upgrade
15,Gain (Loss) on Sale of Assets,-,-0.1,-,3.65,-,-,-,0.09,-,0.1,Upgrade
16,Asset Writedown,-,-,-,-20.58,-,-40.66,-,-,-,-,Upgrade
17,Other Unusual Items,-,4.8,-,12.5,-,3.06,-,-,-,-4.29,Upgrade
18,Pretax Income,-7.4,-63.21,-7.99,-124.38,-31.68,-336.8,-5.8,-169.91,-3.97,-89.16,Upgrade
19,Income Tax Expense,14.45,10.48,13.09,-1.81,7.78,3.12,12.96,16,14.1,-4.36,Upgrade
20,Earnings From Continuing Ops.,-21.84,-73.69,-21.08,-122.57,-39.45,-339.92,-18.76,-185.91,-18.07,-84.8,Upgrade
21,Net Income to Company,-21.84,-73.69,-21.08,-122.57,-39.45,-339.92,-18.76,-185.91,-18.07,-84.8,Upgrade
22,Minority Interest in Earnings,-14.97,-5.83,-8.35,6.18,1.39,2.22,-12.1,1.41,-10.45,0.17,Upgrade
23,Net Income,-36.82,-79.52,-29.43,-116.38,-38.07,-337.7,-30.86,-184.5,-28.51,-84.62,Upgrade
24,Net Income to Common,-36.82,-79.52,-29.43,-116.38,-38.07,-337.7,-30.86,-184.5,-28.51,-84.62,Upgrade
25,Shares Outstanding (Basic),1662,1768,432,409,396,396,396,396,395,360,Upgrade
26,Shares Outstanding (Diluted),1662,1768,432,417,396,396,396,396,395,360,Upgrade
27,Shares Change (YoY),284.36%,324.07%,9.26%,5.30%,-,-0.00%,0.10%,10.01%,9.89%,-,Upgrade
28,EPS (Basic),-0.02,-0.04,-0.07,-0.28,-0.10,-0.85,-0.08,-0.47,-0.07,-0.24,Upgrade
29,EPS (Diluted),-0.02,-0.04,-0.07,-0.29,-0.10,-0.85,-0.08,-0.47,-0.07,-0.24,Upgrade
30,Free Cash Flow,-11.39,68.24,54.45,329.82,32.43,46.8,58.63,84.14,93.72,75.07,Upgrade
31,Free Cash Flow Per Share,-0.01,0.04,0.13,0.79,0.08,0.12,0.15,0.21,0.24,0.21,Upgrade
32,Profit Margin,-21.21%,-51.76%,-15.48%,-93.33%,-21.18%,-220.57%,-15.48%,-108.37%,-16.19%,-53.27%,Upgrade
33,Free Cash Flow Margin,-6.56%,44.41%,28.63%,264.50%,18.04%,30.57%,29.42%,49.42%,53.20%,47.26%,Upgrade
34,EBITDA,117.69,64.27,131.85,27.11,121.76,-162.09,146.85,68.81,139.9,63.79,Upgrade
35,D&A For EBITDA,65.41,66.99,70.78,75.7,77.69,78.46,77.49,77.38,77.47,78.09,Upgrade
36,EBIT,52.28,-2.73,61.07,-48.59,44.07,-240.56,69.36,-8.57,62.43,-14.29,Upgrade
