,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 5, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,41,42,27,22,36,40,47,54,51,55,79,Upgrade
1,Market Cap Growth,91.18%,91.18%,-23.64%,-44.72%,-24.14%,-25.45%,-7.05%,-2.94%,-35.27%,-44.26%,-36.57%,Upgrade
2,Enterprise Value,144,132,200,183,178,169,189,198,195,162,165,Upgrade
3,Last Close Price,0.13,0.13,0.08,0.07,0.11,0.12,0.14,0.17,0.16,0.17,0.24,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-2.11,-,-,Upgrade
5,PS Ratio,0.79,0.83,0.52,0.49,0.99,1.15,1.30,1.43,1.44,1.66,2.53,Upgrade
6,PB Ratio,0.18,0.19,0.11,0.09,0.13,0.14,0.15,0.17,0.16,0.17,0.22,Upgrade
7,P/TBV Ratio,0.19,0.19,0.11,0.09,0.13,0.14,0.15,0.17,0.16,0.18,0.23,Upgrade
8,P/FCF Ratio,10.13,11.06,-,-,-,-,-,-,45.99,-,-,Upgrade
9,P/OCF Ratio,7.05,11.06,-,-,-,-,-,-,34.16,-,-,Upgrade
10,EV/Sales Ratio,2.80,2.56,3.77,4.07,4.89,4.84,5.17,5.24,5.51,4.86,5.32,Upgrade
11,EV/EBITDA Ratio,35.48,-17.35,-,-47.81,-,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,35.80,34.34,-,-,-,-,-,-,176.17,-,-,Upgrade
13,Debt / Equity Ratio,0.65,0.65,0.62,0.90,0.84,0.75,0.74,0.72,0.74,0.70,0.61,Upgrade
14,Debt / FCF Ratio,36.74,38.56,-,-,-,-,-,-,215.29,-,-,Upgrade
15,Earnings Yield,-74.81%,-71.93%,-104.91%,-156.68%,-76.02%,-67.32%,-26.42%,5.79%,-47.30%,-89.53%,-27.02%,Upgrade
16,FCF Yield,9.87%,9.04%,-,-61.85%,-33.73%,-20.82%,-6.35%,15.75%,2.17%,-79.31%,-149.43%,Upgrade
17,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.03%,-3.83%,-5.32%,Upgrade,
18,Total Shareholder Return,-,-,-,-,-,-,-,0.03%,-3.83%,-5.32%,Upgrade,
