,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,4.22,11.69,9.3,15.09,15.56,27.6,16.66,26.33,16.69,21.87,Upgrade
1,Short-Term Investments,4.33,4.29,-,4.16,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,35.6,51.1,52.45,58.94,64.42,70.45,76.24,69.95,65.79,88.84,Upgrade
3,Cash & Short-Term Investments,44.14,67.08,61.75,78.19,79.97,98.04,92.9,96.27,82.48,110.7,Upgrade
4,Cash Growth,-28.52%,-14.21%,-22.78%,-20.25%,-13.92%,1.84%,12.63%,-13.04%,-38.50%,-14.08%,Upgrade
5,Accounts Receivable,-,-,-,-,0.06,0.16,0.09,0.12,0.02,-,Upgrade
6,Other Receivables,1.86,1.88,11.03,0.87,6.11,4.84,5.9,8.06,7.4,4.13,Upgrade
7,Receivables,4.57,4.72,11.03,2.94,6.17,5,6,8.19,7.42,4.13,Upgrade
8,Inventory,0.06,0.08,0.08,0.15,0.1,0.14,0.08,0.08,0.09,0.09,Upgrade
9,Prepaid Expenses,0.48,0.73,-,0.91,-,-,-,-,-,-,Upgrade
10,Other Current Assets,-,-,75.37,86.25,82.05,80.99,96.33,92.47,85.43,86.06,Upgrade
11,Total Current Assets,49.25,72.61,148.23,168.44,168.29,184.17,195.31,197.01,175.42,200.98,Upgrade
12,"Property, Plant & Equipment",331.37,341.51,353.58,354.73,353.89,357.45,365.61,370.84,372.5,362.4,Upgrade
13,Long-Term Investments,0.35,0.81,2.25,5.01,5.64,5.03,5.19,4.45,4.78,9.3,Upgrade
14,Other Intangible Assets,2.1,2.1,2.1,2.1,-,-,-,-,-,-,Upgrade
