,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,104.83,246.42,424.88,578.9,740.76,623.12,687.78,914.07,937.69,990.39,Upgrade
1,Short-Term Investments,545.96,662,425.1,253.29,-,9.04,-,34.01,-,19.82,Upgrade
2,Cash & Short-Term Investments,650.78,908.41,849.97,832.19,740.76,632.16,687.78,948.08,937.69,1010,Upgrade
3,Cash Growth,-23.43%,9.16%,14.74%,31.64%,7.70%,-33.32%,-26.65%,-6.15%,-14.72%,-17.74%,Upgrade
4,Accounts Receivable,157.23,153.63,134.19,96.74,156.24,117.44,121.05,122.96,176.27,103.67,Upgrade
5,Other Receivables,36.91,6.96,36.66,27.6,16.8,25.82,30.53,15.79,27.69,20.01,Upgrade
6,Receivables,194.15,167.75,177.89,131.27,180.06,150.39,159.43,150.92,212.84,133.67,Upgrade
7,Inventory,787.52,645.99,590.63,522.18,459.78,492.97,508.37,442.88,512.19,490.27,Upgrade
8,Prepaid Expenses,49.6,19.53,32.64,23.56,23.69,15.25,14.5,11.14,26.13,20.15,Upgrade
9,Other Current Assets,-,-,-,-,-,-,33.78,-,-,-,Upgrade
10,Total Current Assets,1682,1742,1651,1509,1404,1291,1404,1553,1689,1654,Upgrade
11,"Property, Plant & Equipment",863.58,870.32,873.45,866.51,870.95,747.76,763.26,782.86,787.14,728.57,Upgrade
12,Long-Term Investments,20.08,12.37,14.24,16.75,20.16,22.7,24.02,14.36,36.07,48.15,Upgrade
13,Goodwill,13.44,13.84,13.48,13.44,13.28,14.16,15.31,14.93,21.83,399.82,Upgrade
14,Other Intangible Assets,1317,1341,1358,1387,1515,1564,1630,1657,1741,1766,Upgrade
15,Long-Term Deferred Tax Assets,-,-,-,6.62,-,-,24.65,28.12,19.01,24.67,Upgrade
16,Other Long-Term Assets,-,-,-,-,-,123.8,127.9,128.2,137.1,151.5,Upgrade
17,Total Assets,3896,3979,3910,3800,3824,3763,3989,4179,4431,4773,Upgrade
18,Accounts Payable,156.95,140.79,149.62,138.23,136.43,133.42,137.46,107.78,93.35,85.22,Upgrade
19,Accrued Expenses,-,94.59,-,93.17,26.72,51.01,-,87.49,-,84.55,Upgrade
20,Short-Term Debt,0.57,0.27,5.62,5.58,-,-,-,26.46,-,-,Upgrade
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,195.34,311.64,225.16,Upgrade
22,Current Portion of Leases,6.85,7.15,7.2,7.4,6.69,6.53,6.75,5.31,6.31,5.91,Upgrade
23,Current Income Taxes Payable,41.54,41.82,42.21,46.2,39.38,40,39.7,38.28,39.8,46.56,Upgrade
24,Current Unearned Revenue,19.79,18.94,24.68,16.94,25.28,8.14,0.96,17.95,-,7.92,Upgrade
25,Other Current Liabilities,249.08,203.3,272.68,115.26,182.27,151.76,218.22,133.62,146.06,72.05,Upgrade
26,Total Current Liabilities,474.79,506.86,502,422.78,416.77,390.86,403.09,612.24,597.15,527.36,Upgrade
27,Long-Term Debt,-,-,-,-,-,-,98.4,105.46,-,-,Upgrade
28,Long-Term Leases,280.4,282.2,283.27,286.7,304.91,304.49,307.47,309.59,311.99,314.7,Upgrade
29,Long-Term Unearned Revenue,75.88,65.37,46.98,36.13,33.04,29.25,37.47,28.94,-,31.11,Upgrade
30,Long-Term Deferred Tax Liabilities,82.23,88.51,116.07,175.89,194.02,211.52,213.89,226.9,253.66,274.48,Upgrade
31,Other Long-Term Liabilities,37.69,37.74,55.05,55.83,35.51,32.39,32.47,32.53,83.8,35.53,Upgrade
32,Total Liabilities,954.1,983.6,1007,980.96,994.53,978.8,1110,1332,1263,1199,Upgrade
33,Common Stock,930.34,930.34,930.34,930.34,930.34,930.34,930.34,930.34,930.34,930.34,Upgrade
34,Additional Paid-In Capital,1858,1858,1858,1858,1858,1858,1858,1858,1858,1858,Upgrade
35,Retained Earnings,62.95,326.87,244.55,164.07,164.5,106.15,182.35,155.29,1085,1477,Upgrade
36,Comprehensive Income & Other,90.56,-119.48,-129.65,-133.25,-123.56,-109.76,-91.02,-97.21,-704.34,-691.12,Upgrade
37,Total Common Equity,2942,2995,2903,2819,2829,2784,2879,2846,3169,3574,Upgrade
38,Shareholders' Equity,2942,2995,2903,2819,2829,2784,2879,2846,3169,3574,Upgrade
39,Total Liabilities & Equity,3896,3979,3910,3800,3824,3763,3989,4179,4431,4773,Upgrade
40,Total Debt,287.82,289.62,296.09,299.68,311.6,311.02,412.62,642.15,629.94,545.77,Upgrade
41,Net Cash (Debt),362.97,618.79,553.89,532.51,429.16,321.14,275.16,305.93,307.75,464.43,Upgrade
42,Net Cash Growth,-34.47%,16.20%,29.06%,65.82%,55.97%,4.97%,-10.59%,-34.13%,-67.34%,-58.04%,Upgrade
43,Net Cash Per Share,0.04,0.07,0.06,0.06,0.05,0.03,0.03,0.03,0.03,0.05,Upgrade
44,Filing Date Shares Outstanding,9303,9303,9303,9303,9303,9303,9303,9303,9303,9303,Upgrade
45,Total Common Shares Outstanding,9303,9303,9303,9303,9303,9303,9303,9303,9303,9303,Upgrade
46,Working Capital,1207,1235,1149,1086,987.52,899.9,1001,940.8,1092,1127,Upgrade
47,Book Value Per Share,0.32,0.32,0.31,0.30,0.30,0.30,0.31,0.31,0.34,0.38,Upgrade
48,Tangible Book Value,1612,1641,1532,1418,1301,1206,1234,1174,1405,1408,Upgrade
49,Tangible Book Value Per Share,0.17,0.18,0.16,0.15,0.14,0.13,0.13,0.13,0.15,0.15,Upgrade
50,Land,-,9.15,-,8.88,-,9.36,-,9.86,-,10.34,Upgrade
51,Buildings,-,152.49,-,151.53,-,28.76,-,30.57,-,28.12,Upgrade
52,Machinery,-,550.72,-,369.64,-,366.69,-,312.98,-,244.16,Upgrade
53,Construction In Progress,-,96.45,-,236.03,-,192.69,-,241.93,-,179.61,Upgrade
54,Leasehold Improvements,-,67.67,-,67.44,-,68.35,-,65.98,-,62.82,Upgrade
